case,top_crno,top_corpNm,top_region,top_addr,top_sicNm,affiliate_crno,affiliate_corpNm,affiliate_region,affiliate_addr,affiliate_sicNm,subsidiary_name,subsidiary_region,subsidiary_addr,subsidiary_bizCtt,domestic,name_norm,대분류,top_대분류,affiliate_대분류,subsidiary_대분류
1,1101114264828,(주)서진오토모티브,경기,경기도 시흥시 공단1대로 313 (정왕동) 2나 609,자동차용 신품 동력전달장치 제조업,1712110001253,에코플라스틱(주),경북,경상북도 경주시 공단로69번길 30,그 외 자동차용 신품 부품 제조업,,,,,,,제조,제조,제조,
1,1101114264828,(주)서진오토모티브,경기,경기도 시흥시 공단1대로 313 (정왕동) 2나 609,자동차용 신품 동력전달장치 제조업,1801110071661,(주)영풍기계,경북,경상북도 경주시,그 외 자동차용 신품 부품 제조업,,,,,,,제조;모름,제조,모름,
1,1101114292481,(주)참트레이딩,서울,서울 강남구 도산대로 130 6층,기타 음ㆍ식료품 위주 종합 소매업,1101110004286,팬오션(주),서울,서울특별시 종로구 종로5길 7 Tower 8 팬오션(주),외항 화물 운송업,,,,,,,모름;유통·물류,모름,유통·물류,
1,1101114292481,(주)참트레이딩,서울,서울 강남구 도산대로 130 6층,기타 음ㆍ식료품 위주 종합 소매업,1101112262527,(주)엔에스쇼핑,경기,경기 성남시 분당구 판교로 228번길 15,기타 통신 판매업,,,,,,,모름;IT·미디어,모름,IT·미디어,
1,1101114292481,(주)참트레이딩,서울,서울 강남구 도산대로 130 6층,기타 음ㆍ식료품 위주 종합 소매업,1101112322058,농업회사법인(주)순우리한우,경기,경기 용인시 처인구 이동읍 덕성산단2로 45,육류 도매업,,,,,,,모름,모름,모름,
1,1101114292481,(주)참트레이딩,서울,서울 강남구 도산대로 130 6층,기타 음ㆍ식료품 위주 종합 소매업,1101114338326,(주)에코캐피탈,서울,서울특별시 서초구 강남대로101길 23 전홍빌딩 2층,신용카드 및 할부금융업,,,,,,,모름,모름,모름,
1,1101114292481,(주)참트레이딩,서울,서울 강남구 도산대로 130 6층,기타 음ㆍ식료품 위주 종합 소매업,1115110019393,한강씨엠(주),경기,경기도 화성시 만년로969번길 17(안녕동),육류 도축업(가금류 제외),,,,,,,모름,모름,모름,
1,1101114292481,(주)참트레이딩,서울,서울 강남구 도산대로 130 6층,기타 음ㆍ식료품 위주 종합 소매업,1311110037852,(주)올품,경북,경상북도 상주시 발산로 135,가금류 가공 및 저장 처리업,,,,,,,모름,모름,모름,
1,1101114292481,(주)참트레이딩,서울,서울 강남구 도산대로 130 6층,기타 음ㆍ식료품 위주 종합 소매업,1311110042950,(주)팜스코,경기,경기 안성시 미양면 제2공단 4길 33,동물용 사료 및 조제식품 제조업,,,,,,,모름;제조;식품·농업,모름,제조;식품·농업,
1,1101114292481,(주)참트레이딩,서울,서울 강남구 도산대로 130 6층,기타 음ㆍ식료품 위주 종합 소매업,1311110303477,(주)하림산업,전북,전라북도 익산시 중앙로 121,비주거용 건물 임대업,,,,,,,모름,모름,모름,
1,1101114292481,(주)참트레이딩,서울,서울 강남구 도산대로 130 6층,기타 음ㆍ식료품 위주 종합 소매업,1344110013093,(주)선진한마을,경기,경기도 이천시 부발읍 신아로 58,양돈업,,,,,,,모름,모름,모름,
1,1101114292481,(주)참트레이딩,서울,서울 강남구 도산대로 130 6층,기타 음ㆍ식료품 위주 종합 소매업,1344110028539,(주)선진에프에스,경기,경기 이천시 대월면 사동로 76,육류 가공 및 저장 처리업,,,,,,,모름,모름,모름,
1,1101114292481,(주)참트레이딩,서울,서울 강남구 도산대로 130 6층,기타 음ㆍ식료품 위주 종합 소매업,1344110046664,(주)선진,경기,경기 이천시 대월면 사동로 76,동물용 사료 및 조제식품 제조업,,,,,,,모름;제조;식품·농업,모름,제조;식품·농업,
1,1101114292481,(주)참트레이딩,서울,서울 강남구 도산대로 130 6층,기타 음ㆍ식료품 위주 종합 소매업,1344110058817,(주)농업회사법인팜스코바이오인티,경기,경기도 이천시 부발읍 부흥로 81번길 140-81,양돈업,,,,,,,모름,모름,모름,
1,1101114292481,(주)참트레이딩,서울,서울 강남구 도산대로 130 6층,기타 음ㆍ식료품 위주 종합 소매업,1345110029056,(주)선진햄,충북,충북 음성군 대소면 태생리 40-16,육류 포장육 및 냉동육 가공업 (가금류 제외),,,,,,,모름,모름,모름,
1,1101114292481,(주)참트레이딩,서울,서울 강남구 도산대로 130 6층,기타 음ㆍ식료품 위주 종합 소매업,1601110003931,(주)하림지주,전북,전북특별자치도 익산시 중앙로 121,동물용 사료 및 조제식품 제조업,,,,,,,모름;제조;식품·농업,모름,제조;식품·농업,
1,1101114292481,(주)참트레이딩,서울,서울 강남구 도산대로 130 6층,기타 음ㆍ식료품 위주 종합 소매업,1601110135453,(주)농업회사법인주원산오리,충북,충북 진천군 광혜원면 진광로 941-5,가금류 가공 및 저장 처리업,,,,,,,모름,모름,모름,
1,1101114292481,(주)참트레이딩,서울,서울 강남구 도산대로 130 6층,기타 음ㆍ식료품 위주 종합 소매업,1601110291544,제일사료(주),대전,대전시 대덕구 대전로 1331번길 240,동물용 사료 및 조제품 제조업,,,,,,,모름,모름,모름,
1,1101114292481,(주)참트레이딩,서울,서울 강남구 도산대로 130 6층,기타 음ㆍ식료품 위주 종합 소매업,2149110034430,(주)하림,전북,전북 익산시 망성면 망성로 14,가금류 도축업,,,,,,,모름;식품·농업,모름,식품·농업,
1,1101114292481,(주)참트레이딩,서울,서울 강남구 도산대로 130 6층,기타 음ㆍ식료품 위주 종합 소매업,2850110161202,(주)애그리로보텍,경기,경기 이천시 부발읍 신아로 58,농업용 기계 및 장비 도매업,,,,,,,모름,모름,모름,
1,1101114303030,지에스바이오(주),전남,전라남도 여수시 여수산단로 923-106,바이오 연료 및 혼합물 제조업,1101110002694,지에스건설(주),서울,서울특별시 종로구 종로 33 그랑서울,아파트 건설업,,,,,,,모름;부동산·건설,모름,부동산·건설,
1,1101114303030,지에스바이오(주),전남,전라남도 여수시 여수산단로 923-106,바이오 연료 및 혼합물 제조업,1101110031479,(주)지에스글로벌,서울,서울특별시 강남구 논현로 508 GS강남타워,그 외 기타 특정 상품 중개업,,,,,,,모름,모름,모름,
1,1101114303030,지에스바이오(주),전남,전라남도 여수시 여수산단로 923-106,바이오 연료 및 혼합물 제조업,1101110033433,에스와이티에스(주),서울,서울특별시 강남구 테헤란로 301(역삼동) 삼정개발빌딩 6층,모피 및 가죽 제조업,,,,,,,모름;제조,모름,제조,
1,1101114303030,지에스바이오(주),전남,전라남도 여수시 여수산단로 923-106,바이오 연료 및 혼합물 제조업,1101110078819,GS칼텍스(주),서울,"서울특별시 강남구 논현로 508 (역삼동, GS강남타워)",원유 정제처리업,,,,,,,모름;에너지·환경,모름,에너지·환경,
1,1101114303030,지에스바이오(주),전남,전라남도 여수시 여수산단로 923-106,바이오 연료 및 혼합물 제조업,1101110411142,파르나스호텔(주),서울,서울특별시 강남구 테헤란로 521,호텔업,,,,,,,모름;서비스,모름,서비스,
1,1101114303030,지에스바이오(주),전남,전라남도 여수시 여수산단로 923-106,바이오 연료 및 혼합물 제조업,1101111007023,지에스엠비즈(주),서울,서울특별시 영등포구 선유로43길 19,액체연료 및 관련제품 도매업,,,,,,,모름,모름,모름,
1,1101114303030,지에스바이오(주),전남,전라남도 여수시 여수산단로 923-106,바이오 연료 및 혼합물 제조업,1201110348096,인천종합에너지(주),인천,인천광역시 연수구 아카데미로51번길 37,"증기, 냉·온수 및 공기조절 공급업",,,,,,,모름,모름,모름,
1,1101114303030,지에스바이오(주),전남,전라남도 여수시 여수산단로 923-106,바이오 연료 및 혼합물 제조업,1313110093131,(주)피엘에스,경기,경기 평택시 포승읍 서동대로 437-100,,,,,,,,모름,모름,모름,
1,1101114303030,지에스바이오(주),전남,전라남도 여수시 여수산단로 923-106,바이오 연료 및 혼합물 제조업,1341110074744,GS파워(주),경기,경기도 안양시 동안구 부림로 100,발전업,,,,,,,모름,모름,모름,
1,1101114303030,지에스바이오(주),전남,전라남도 여수시 여수산단로 923-106,바이오 연료 및 혼합물 제조업,1350110121570,(주)지에스이앤알,경기,경기도 안산시 단원구 해안로 404 (초지동),전기업,,,,,,,모름,모름,모름,
1,1101114303030,지에스바이오(주),전남,전라남도 여수시 여수산단로 923-106,바이오 연료 및 혼합물 제조업,1447110019225,(주)지에스동해전력,강원,"강원도 동해시 공단4로 36 (구호동, GS동해전력)",화력 발전업,,,,,,,모름,모름,모름,
1,1101114303030,지에스바이오(주),전남,전라남도 여수시 여수산단로 923-106,바이오 연료 및 혼합물 제조업,1650110004621,지에스이피에스(주),충남,충청남도 당진시 송악읍 부곡공단로 241,화력 발전업,,,,,,,모름,모름,모름,
1,1101114303030,지에스바이오(주),전남,전라남도 여수시 여수산단로 923-106,바이오 연료 및 혼합물 제조업,1745110004266,(주)지에스풍력발전,경북,경상북도 영양군 영양읍 무네미길 255,전기발전업,,,,,,,모름,모름,모름,
1,1101114303030,지에스바이오(주),전남,전라남도 여수시 여수산단로 923-106,바이오 연료 및 혼합물 제조업,1812110008699,(주)지에스엔텍,울산,울산광역시 남구 용잠로 353,"증류기, 열교환기 및 가스발생기 제조업",,,,,,,모름,모름,모름,
1,1101114303030,지에스바이오(주),전남,전라남도 여수시 여수산단로 923-106,바이오 연료 및 혼합물 제조업,2844110079755,(주)지에스포천그린에너지,경기,경기도 포천시 신북면 장자경제로 78,"증기, 냉ㆍ온수 및 공기조절 공급업",,,,,,,모름,모름,모름,
1,1101114313807,(주)알톤스포츠,경기,"경기도 성남시 중원구 갈마치로 302, 비동 5층 507호(상대원동, 성남우림라이온스밸리5차)",자전거 및 환자용 차량 제조업,1346110018221,(주)이녹스,충남,충청남도 아산시 둔포면 아산밸리로 171,그 외 기타 분류 안된 운송장비 제조업,,,,,,,모름;제조;유통·물류,모름,제조;유통·물류,
1,1101114313807,(주)알톤스포츠,경기,"경기도 성남시 중원구 갈마치로 302, 비동 5층 507호(상대원동, 성남우림라이온스밸리5차)",자전거 및 환자용 차량 제조업,1648110105010,(주)이녹스첨단소재,충남,충청남도 아산시 둔포면 아산밸리로 171,기타 전자부품 제조업,,,,,,,모름;제조,모름,제조,
1,1101114338326,(주)에코캐피탈,서울,서울특별시 서초구 강남대로101길 23 전홍빌딩 2층,신용카드 및 할부금융업,1101110004286,팬오션(주),서울,서울특별시 종로구 종로5길 7 Tower 8 팬오션(주),외항 화물 운송업,,,,,,,모름;유통·물류,모름,유통·물류,
1,1101114338326,(주)에코캐피탈,서울,서울특별시 서초구 강남대로101길 23 전홍빌딩 2층,신용카드 및 할부금융업,1101112262527,(주)엔에스쇼핑,경기,경기 성남시 분당구 판교로 228번길 15,기타 통신 판매업,,,,,,,모름;IT·미디어,모름,IT·미디어,
1,1101114338326,(주)에코캐피탈,서울,서울특별시 서초구 강남대로101길 23 전홍빌딩 2층,신용카드 및 할부금융업,1101112322058,농업회사법인(주)순우리한우,경기,경기 용인시 처인구 이동읍 덕성산단2로 45,육류 도매업,,,,,,,모름,모름,모름,
1,1101114338326,(주)에코캐피탈,서울,서울특별시 서초구 강남대로101길 23 전홍빌딩 2층,신용카드 및 할부금융업,1101114292481,(주)참트레이딩,서울,서울 강남구 도산대로 130 6층,기타 음ㆍ식료품 위주 종합 소매업,,,,,,,모름,모름,모름,
1,1101114338326,(주)에코캐피탈,서울,서울특별시 서초구 강남대로101길 23 전홍빌딩 2층,신용카드 및 할부금융업,1115110019393,한강씨엠(주),경기,경기도 화성시 만년로969번길 17(안녕동),육류 도축업(가금류 제외),,,,,,,모름,모름,모름,
1,1101114338326,(주)에코캐피탈,서울,서울특별시 서초구 강남대로101길 23 전홍빌딩 2층,신용카드 및 할부금융업,1311110037852,(주)올품,경북,경상북도 상주시 발산로 135,가금류 가공 및 저장 처리업,,,,,,,모름,모름,모름,
1,1101114338326,(주)에코캐피탈,서울,서울특별시 서초구 강남대로101길 23 전홍빌딩 2층,신용카드 및 할부금융업,1311110042950,(주)팜스코,경기,경기 안성시 미양면 제2공단 4길 33,동물용 사료 및 조제식품 제조업,,,,,,,모름;제조;식품·농업,모름,제조;식품·농업,
1,1101114338326,(주)에코캐피탈,서울,서울특별시 서초구 강남대로101길 23 전홍빌딩 2층,신용카드 및 할부금융업,1311110303477,(주)하림산업,전북,전라북도 익산시 중앙로 121,비주거용 건물 임대업,,,,,,,모름,모름,모름,
1,1101114338326,(주)에코캐피탈,서울,서울특별시 서초구 강남대로101길 23 전홍빌딩 2층,신용카드 및 할부금융업,1344110013093,(주)선진한마을,경기,경기도 이천시 부발읍 신아로 58,양돈업,,,,,,,모름,모름,모름,
1,1101114338326,(주)에코캐피탈,서울,서울특별시 서초구 강남대로101길 23 전홍빌딩 2층,신용카드 및 할부금융업,1344110028539,(주)선진에프에스,경기,경기 이천시 대월면 사동로 76,육류 가공 및 저장 처리업,,,,,,,모름,모름,모름,
1,1101114338326,(주)에코캐피탈,서울,서울특별시 서초구 강남대로101길 23 전홍빌딩 2층,신용카드 및 할부금융업,1344110046664,(주)선진,경기,경기 이천시 대월면 사동로 76,동물용 사료 및 조제식품 제조업,,,,,,,모름;제조;식품·농업,모름,제조;식품·농업,
1,1101114338326,(주)에코캐피탈,서울,서울특별시 서초구 강남대로101길 23 전홍빌딩 2층,신용카드 및 할부금융업,1344110058817,(주)농업회사법인팜스코바이오인티,경기,경기도 이천시 부발읍 부흥로 81번길 140-81,양돈업,,,,,,,모름,모름,모름,
1,1101114338326,(주)에코캐피탈,서울,서울특별시 서초구 강남대로101길 23 전홍빌딩 2층,신용카드 및 할부금융업,1345110029056,(주)선진햄,충북,충북 음성군 대소면 태생리 40-16,육류 포장육 및 냉동육 가공업 (가금류 제외),,,,,,,모름,모름,모름,
1,1101114338326,(주)에코캐피탈,서울,서울특별시 서초구 강남대로101길 23 전홍빌딩 2층,신용카드 및 할부금융업,1601110003931,(주)하림지주,전북,전북특별자치도 익산시 중앙로 121,동물용 사료 및 조제식품 제조업,,,,,,,모름;제조;식품·농업,모름,제조;식품·농업,
1,1101114338326,(주)에코캐피탈,서울,서울특별시 서초구 강남대로101길 23 전홍빌딩 2층,신용카드 및 할부금융업,1601110135453,(주)농업회사법인주원산오리,충북,충북 진천군 광혜원면 진광로 941-5,가금류 가공 및 저장 처리업,,,,,,,모름,모름,모름,
1,1101114338326,(주)에코캐피탈,서울,서울특별시 서초구 강남대로101길 23 전홍빌딩 2층,신용카드 및 할부금융업,1601110291544,제일사료(주),대전,대전시 대덕구 대전로 1331번길 240,동물용 사료 및 조제품 제조업,,,,,,,모름,모름,모름,
1,1101114338326,(주)에코캐피탈,서울,서울특별시 서초구 강남대로101길 23 전홍빌딩 2층,신용카드 및 할부금융업,2149110034430,(주)하림,전북,전북 익산시 망성면 망성로 14,가금류 도축업,,,,,,,모름;식품·농업,모름,식품·농업,
1,1101114338326,(주)에코캐피탈,서울,서울특별시 서초구 강남대로101길 23 전홍빌딩 2층,신용카드 및 할부금융업,2850110161202,(주)애그리로보텍,경기,경기 이천시 부발읍 신아로 58,농업용 기계 및 장비 도매업,,,,,,,모름,모름,모름,
1,1101114339415,(주)화신정공,경북,경상북도 영천시 도남공단3길 96,그 외 자동차용 신품 부품 제조업,1701110014936,(주)화신,,,,,,,,,,모름,모름,모름,
1,1101114380096,천마산터널(주),부산,"부산광역시 서구 충무대로 83 4층(암남동, 암남동주민센터)",도로 및 관련시설 운영업,1101112137895,(주)대우건설,서울,서울특별시 중구 을지로 170 을지트윈타워 서관,아파트 건설업,,,,,,,모름;부동산·건설,모름,부동산·건설,
1,1101114380096,천마산터널(주),부산,"부산광역시 서구 충무대로 83 4층(암남동, 암남동주민센터)",도로 및 관련시설 운영업,1543110016706,(주)대우에스티,충북,충청북도 진천군 덕산면 한삼로 289,육상 금속 골조 구조재 제조업,,,,,,,모름,모름,모름,
1,1101114380096,천마산터널(주),부산,"부산광역시 서구 충무대로 83 4층(암남동, 암남동주민센터)",도로 및 관련시설 운영업,2844110072163,포천민자발전(주),,,,,,,,,,모름,모름,모름,
1,1101114382612,대성산업(주),서울,서울시 구로구 경인로 662,액체연료 및 관련제품 도매업,1101110407141,대성쎌틱에너시스(주),충북,충청북도 음성군 삼성면 상곡로 55-72 (상곡리),산업용 난방보일러 및 방열기 제조업,,,,,,,유통·물류;에너지·환경;제조,유통·물류;에너지·환경,제조,
1,1101114382612,대성산업(주),서울,서울시 구로구 경인로 662,액체연료 및 관련제품 도매업,1101110555768,대성계전주식회사,경북,경상북도 문경시 호계면 태봉1길 5 (견탄리),속도계 및 적산계기 제조업,,,,,,,유통·물류;에너지·환경;제조,유통·물류;에너지·환경,제조,
1,1101114382612,대성산업(주),서울,서울시 구로구 경인로 662,액체연료 및 관련제품 도매업,1701110017237,대성홀딩스(주),대구,대구광역시 중구 명덕로 85 대성홀딩스,경영 컨설팅업,,,,,,,유통·물류;에너지·환경;서비스,유통·물류;에너지·환경,서비스,
1,1101114382878,(주)피제이메탈,서울,서울특별시 강남구 테헤란로81길 13 삼성동 동원빌딩 11층,"기타 비철금속 압연, 압출 및 연신 제품 제조업",1201110136417,(주)지피엠,경기,경기도 김포시 양촌읍 학운산단2로 38,강주물 주조업,,,,,,,제조;모름,제조,모름,
1,1101114382878,(주)피제이메탈,서울,서울특별시 강남구 테헤란로81길 13 삼성동 동원빌딩 11층,"기타 비철금속 압연, 압출 및 연신 제품 제조업",1201110149692,(주)풍전비철,인천,인천광역시 서구 사렴로 48,"알루미늄 제련, 정련 및 합금 제조업",,,,,,,제조;모름,제조,모름,
1,1101114382878,(주)피제이메탈,서울,서울특별시 강남구 테헤란로81길 13 삼성동 동원빌딩 11층,"기타 비철금속 압연, 압출 및 연신 제품 제조업",1845110019370,(주)피제이켐텍,경남,경상남도 양산시 유산공단8길 67-2,기초 화학물질 제조업,,,,,,,제조;모름,제조,모름,
1,1101114385731,(주)켐텍,서울,서울특별시 강남구 언주로153길 5,기타 화학물질 및 화학제품 도매업,1101110061228,(주)삼일씨엔에스,경기,"경기도 화성시 동탄대로23길 121 21층(영천동, 동탄우미뉴브)",그 외 기타 1차 철강 제조업,,,,,,,모름;제조,모름,제조,
1,1101114385731,(주)켐텍,서울,서울특별시 강남구 언주로153길 5,기타 화학물질 및 화학제품 도매업,1101110084915,디엘 주식회사,서울,"서울특별시 강서구 공항대로 165 에이동(마곡동, 원그로브)",지주회사,,,,,,,모름;금융,모름,금융,
1,1101114385731,(주)켐텍,서울,서울특별시 강남구 언주로153길 5,기타 화학물질 및 화학제품 도매업,1101110227359,DL모터스(주),경남,경상남도 창원시 성산구 공단로 602,자동차용 신품 동력전달장치 제조업,,,,,,,모름;제조,모름,제조,
1,1101114385731,(주)켐텍,서울,서울특별시 강남구 언주로153길 5,기타 화학물질 및 화학제품 도매업,1101111081093,(주)대림코퍼레이션,서울,서울특별시 중구 세종대로 39 11층,상품 종합 도매업,,,,,,,모름;유통·물류,모름,유통·물류,
1,1101114385731,(주)켐텍,서울,서울특별시 강남구 언주로153길 5,기타 화학물질 및 화학제품 도매업,1101114478932,청진이삼프로젝트(주),서울,서울시 종로구 종로3길 17(청진동),비주거용 건물 임대업,,,,,,,모름,모름,모름,
1,1101114385731,(주)켐텍,서울,서울특별시 강남구 언주로153길 5,기타 화학물질 및 화학제품 도매업,2844110050771,포천파워(주),경기,경기도 포천시 창수면 포천로2797번길 17,발전업,,,,,,,모름,모름,모름,
1,1101114385731,(주)켐텍,서울,서울특별시 강남구 언주로153길 5,기타 화학물질 및 화학제품 도매업,2844110075258,대림에너지(주),,,,,,,,,,모름;금융;제조,모름,금융;제조,
1,1101114389022,시노코탱커(주),서울,"서울특별시 중구 세종대로 64 10층 (북창동,해남빌딩)",외항 화물 운송업,1101111618325,국양로지텍(주),부산,부산광역시 중구 충장대로 11 무역회관빌딩 15층,"화물운송 중개, 대리 및 관련 서비스업",,,,,,,모름,모름,모름,
1,1101114389022,시노코탱커(주),서울,"서울특별시 중구 세종대로 64 10층 (북창동,해남빌딩)",외항 화물 운송업,1101111680663,장금상선(주),서울,서울특별시 중구 세종대로 64 해남빌딩 신관2층,외항 화물 운송업,,,,,,,모름,모름,모름,
1,1101114389022,시노코탱커(주),서울,"서울특별시 중구 세종대로 64 10층 (북창동,해남빌딩)",외항 화물 운송업,1101112878134,(주)한성라인,서울,서울특별시 중구 세종대로 64,외항 화물 운송업,,,,,,,모름,모름,모름,
1,1101114389022,시노코탱커(주),서울,"서울특별시 중구 세종대로 64 10층 (북창동,해남빌딩)",외항 화물 운송업,1101113997826,장금마리타임(주),서울,서울특별시 중구 세종대로 64,외항 화물 운송업,,,,,,,모름,모름,모름,
1,1101114389022,시노코탱커(주),서울,"서울특별시 중구 세종대로 64 10층 (북창동,해남빌딩)",외항 화물 운송업,1101114547034,시노코페트로케미컬(주),서울,서울특별시 중구 세종대로 64,외항 화물 운송업,,,,,,,모름,모름,모름,
1,1101114404903,(주)케이티에스테이트,서울,서울특별시 강남구 테헤란로 422 KT타워 17층,비주거용 건물 개발 및 공급업,1101110585393,케이티링커스 주식회사,경기,"경기도 성남시 수정구 성남대로 1182 (수진동, KT모란지점) 2층, 7층",유선통신업,,,,,,,모름;IT·미디어,모름,IT·미디어,
1,1101114404903,(주)케이티에스테이트,서울,서울특별시 강남구 테헤란로 422 KT타워 17층,비주거용 건물 개발 및 공급업,1101111468754,(주)케이티,경기,경기도 성남시 분당구 불정로 90 KT 본사,전기 통신업,,,,,,,모름;IT·미디어,모름,IT·미디어,
1,1101114404903,(주)케이티에스테이트,서울,서울특별시 강남구 테헤란로 422 KT타워 17층,비주거용 건물 개발 및 공급업,1101112271510,(주)케이티아이에스,서울,서울시 영등포구 여의대로 14 KT빌딩 10층,콜센터 및 텔레마케팅 서비스업,,,,,,,모름,모름,모름,
1,1101114404903,(주)케이티에스테이트,서울,서울특별시 강남구 테헤란로 422 KT타워 17층,비주거용 건물 개발 및 공급업,1101113122291,(주)케이티엠하우스,서울,"서울특별시 서초구 서초대로 398 (서초동, 플래티넘타워 7층)",무점포 소매업,,,,,,,모름,모름,모름,
1,1101114404903,(주)케이티에스테이트,서울,서울특별시 강남구 테헤란로 422 KT타워 17층,비주거용 건물 개발 및 공급업,1101113563023,케이티텔레캅(주),서울,서울특별시 구로구 가마산로 291 KT텔레캅빌딩,경비 및 경호 서비스업,,,,,,,모름,모름,모름,
1,1101114404903,(주)케이티에스테이트,서울,서울특별시 강남구 테헤란로 422 KT타워 17층,비주거용 건물 개발 및 공급업,1101115684512,(주)케이티엠모바일,서울,서울특별시 강남구 테헤란로 422 (대치동 KT타워),무선통신업,,,,,,,모름,모름,모름,
1,1101114404903,(주)케이티에스테이트,서울,서울특별시 강남구 테헤란로 422 KT타워 17층,비주거용 건물 개발 및 공급업,1801110181428,(주)케이티서브마린,부산,"부산광역시 동구 중앙대로 184, 16층",일반 통신 공사업,,,,,,,모름,모름,모름,
1,1101114478932,청진이삼프로젝트(주),서울,서울시 종로구 종로3길 17(청진동),비주거용 건물 임대업,1101110061228,(주)삼일씨엔에스,경기,"경기도 화성시 동탄대로23길 121 21층(영천동, 동탄우미뉴브)",그 외 기타 1차 철강 제조업,,,,,,,모름;제조,모름,제조,
1,1101114478932,청진이삼프로젝트(주),서울,서울시 종로구 종로3길 17(청진동),비주거용 건물 임대업,1101110084915,디엘 주식회사,서울,"서울특별시 강서구 공항대로 165 에이동(마곡동, 원그로브)",지주회사,,,,,,,모름;금융,모름,금융,
1,1101114478932,청진이삼프로젝트(주),서울,서울시 종로구 종로3길 17(청진동),비주거용 건물 임대업,1101110227359,DL모터스(주),경남,경상남도 창원시 성산구 공단로 602,자동차용 신품 동력전달장치 제조업,,,,,,,모름;제조,모름,제조,
1,1101114478932,청진이삼프로젝트(주),서울,서울시 종로구 종로3길 17(청진동),비주거용 건물 임대업,1101111081093,(주)대림코퍼레이션,서울,서울특별시 중구 세종대로 39 11층,상품 종합 도매업,,,,,,,모름;유통·물류,모름,유통·물류,
1,1101114478932,청진이삼프로젝트(주),서울,서울시 종로구 종로3길 17(청진동),비주거용 건물 임대업,1101114385731,(주)켐텍,서울,서울특별시 강남구 언주로153길 5,기타 화학물질 및 화학제품 도매업,,,,,,,모름,모름,모름,
1,1101114478932,청진이삼프로젝트(주),서울,서울시 종로구 종로3길 17(청진동),비주거용 건물 임대업,2844110050771,포천파워(주),경기,경기도 포천시 창수면 포천로2797번길 17,발전업,,,,,,,모름,모름,모름,
1,1101114478932,청진이삼프로젝트(주),서울,서울시 종로구 종로3길 17(청진동),비주거용 건물 임대업,2844110075258,대림에너지(주),,,,,,,,,,모름;금융;제조,모름,금융;제조,
1,1101114499954,울산아로마틱스(주),울산,울산광역시 남구 처용로487번길 154,그 외 기타 분류 안된 화학제품 제조업,1101110038805,에스케이에코플랜트 (주),서울,"서울특별시 종로구 율곡로2길 19 (수송동, 수송스퀘어) SK에코플랜트 IR팀",기타 토목시설물 건설업,,,,,,,모름;부동산·건설,모름,부동산·건설,
1,1101114499954,울산아로마틱스(주),울산,울산광역시 남구 처용로487번길 154,그 외 기타 분류 안된 화학제품 제조업,1101110413247,SK가스(주),경기,경기도 성남시 분당구 판교로 332 ECO Hub,기체연료 및 관련제품 도매업,,,,,,,모름;유통·물류;에너지·환경,모름,유통·물류;에너지·환경,
1,1101114499954,울산아로마틱스(주),울산,울산광역시 남구 처용로487번길 154,그 외 기타 분류 안된 화학제품 제조업,1101110577233,에스케이렌터카(주),충남,충청남도 천안시 동남구 유량로 75 (구성동),자동차 임대업,,,,,,,모름;제조;부동산·건설,모름,제조;부동산·건설,
1,1101114499954,울산아로마틱스(주),울산,울산광역시 남구 처용로487번길 154,그 외 기타 분류 안된 화학제품 제조업,1101110769583,SK(주),서울,서울특별시 종로구 종로 26 SK주식회사,시스템 소프트웨어 개발 및 공급업,,,,,,,모름;IT·미디어,모름,IT·미디어,
1,1101114499954,울산아로마틱스(주),울산,울산광역시 남구 처용로487번길 154,그 외 기타 분류 안된 화학제품 제조업,1101111192981,에스케이바이오랜드(주),충북,충청북도 청주시 흥덕구 오송읍 오송생명2로 22,의약용 화합물 및 항생물질 제조업,,,,,,,모름,모름,모름,
1,1101114499954,울산아로마틱스(주),울산,울산광역시 남구 처용로487번길 154,그 외 기타 분류 안된 화학제품 제조업,1101111466659,에스케이브로드밴드(주),서울,"서울특별시 중구 퇴계로 24 (남대문로5가, 남산소월타워)",유선통신업,,,,,,,모름,모름,모름,
1,1101114499954,울산아로마틱스(주),울산,울산광역시 남구 처용로487번길 154,그 외 기타 분류 안된 화학제품 제조업,1101111533599,에스케이텔링크(주),서울,"서울특별시 중구 퇴계로 24 (남대문로5가, SK남산그린빌딩)",통신 재판매업,,,,,,,모름,모름,모름,
1,1101114499954,울산아로마틱스(주),울산,울산광역시 남구 처용로487번길 154,그 외 기타 분류 안된 화학제품 제조업,1101111873432,에스케이엠앤서비스(주),서울,"서울특별시 중구 수표로 34, 14~16층(저동2가, 씨티센터타워)",시스템 소프트웨어 개발 및 공급업,,,,,,,모름,모름,모름,
1,1101114499954,울산아로마틱스(주),울산,울산광역시 남구 처용로487번길 154,그 외 기타 분류 안된 화학제품 제조업,1101113001685,에스케이디앤디(주),경기,"경기도 성남시 분당구 판교로 332 (삼평동, ECO Hub)",부동산 관련 서비스업,,,,,,,모름;부동산·건설;서비스,모름,부동산·건설;서비스,
1,1101114499954,울산아로마틱스(주),울산,울산광역시 남구 처용로487번길 154,그 외 기타 분류 안된 화학제품 제조업,1101114505967,에스케이에너지(주),서울,서울특별시 종로구 종로 26,석유 정제품 제조업,,,,,,,모름,모름,모름,
