Unnamed: 0,crno,corpNm,corpEnsnNm,enpPbanCmpyNm,enpRprFnm,bzno,enpBsadr,enpDtadr,enpHmpgUrl,enpTlno,enpEstbDt,enpEmpeCnt,lastOpegDt,상장여부
117,1243110000573,주식회사 파라텍,Paratech Company Limited,파라텍,"[""박선기""]",1308100241,충청남도 서산시 수석산업로 51 -,,www.paratech.co.kr,02-795-2300,19730608,229,20260915,0
118,1243110004252,(주)서흥,"SUHEUNG CO.,LTD.",서흥,"[""양주환""]",1308100576,충청북도 청주시 흥덕구 오송읍 오송생명로 61 -,,www.suheung.com,043-249-4100,19730130,1295,20260915,1
119,1243110008999,KG케미칼(주),KG Chemical Corporation,KG케미칼,"[""곽정현"", ""김재익""]",1308109693,울산광역시 울주군 온산읍 당월로 322,,www.kgchem.co.kr,052-231-1842,19541231,201,20260915,1
120,1243110011322,삼보판지(주),"SAMBO CORRUGATED BOARD CO.,LTD.",삼보판지,"[""류진호""]",1308112669,경기도 시흥시 공단1대로28번길 120 (정왕동),,www.isambo.com,031-319-6523,19810723,284,20260915,0
121,1243110033235,(주)원익홀딩스,"WONIK HOLDINGS CO.,LTD.",원익홀딩스,"[""조남성"", ""장성대""]",1338127249,경기도 평택시 진위면 마산12로 21 -,,www.wonikholdings.kr,031-230-4600,19910919,419,20260915,0
122,1244110006602,(주)디에이피,"DAP Co., Ltd",디에이피,"[""권오일"", ""최봉윤""]",1398111954,경기도 안성시 미양면 보체리 404-1,,www.dapmc.co.kr,031-677-0005,19871128,1127,20260915,0
123,1244110019308,(주)아모텍,"Amotech Co., Ltd.",아모텍,"[""김병규""]",1368112269,인천 남동구 남촌동 617 남동공단 5블럭 1롯트,,www.amotech.co.kr,(031)989-0506,19941019,597,20260915,0
124,1244110093120,주식회사 아모센스,"Amosense Co., Ltd.",아모센스,"[""김인응"", ""김병규""]",1378191480,충청남도 천안시 서북구 직산읍 모시리 308 천안 제4지방산업단지 19-1블럭,,www.amosense.co.kr,041-590-5700,20081101,302,20260915,0
125,1301110001585,SKC(주),SKC LTD,SKC,"[""김종우""]",1358101250,경기도 수원시 장안구 정자로 102 SKC첨단기술중앙연구소 (정자동 911-10),,www.skc.kr,02-3787-1234,19730716,172,20260915,1
126,1301110005199,SK네트웍스(주),SKNetworksCompanyLimited,SK네트웍스,"[""이호정""]",1248100718,경기도 수원시 장안구 경수대로976번길 19 -,,www.sknetworks.co.kr,070-7800-2114,19560324,1576,20260915,1
127,1301110006246,삼성전자(주),"SAMSUNG ELECTRONICS CO,.LTD",삼성전자,"[""전영현"", ""노태문""]",1248100998,경기도 수원시 영통구  삼성로 129 (매탄동),,www.samsung.com/sec,02-2255-0114,19690113,128881,20260915,1
128,1301110006296,인지컨트롤스(주),"INZI CONTROLS CO.,LTD",인지컨트롤스,"[""정혜승"", ""강혁진""]",1338122303,"경기도 시흥시  군자천로 171 (정왕동, 시화공단2다504)",,www.inzi.co.kr,031-496-1725,19780131,559,20260915,1
129,1301110007137,(주)대창,"DAECHANG Co.,Ltd",대창,"[""조시영"", ""조정호""]",1338123689,경기도 시흥시 공단1대로 391,,www.brassone.com,031-496-3000,19771219,335,20260915,1
130,1301110010015,태림포장(주),"Tailim Packaging Co., Ltd",태림포장,"[""강재영""]",1338122623,경기도 시흥시 공단1대로379번안길 74,,www.tailim.com,031-499-3333,19760412,954,20260915,1
131,1301110010031,티피(주),TP Inc.,TP,"[""임석원""]",1348105011,서울특별시 구로구 디지털로31길 12 태평양물산,,www.panpacific.co.kr,02-850-9000,19720630,252,20260915,1
132,1301110010841,(주)케이피에프,KPF,케이피에프,"[""김형노""]",1348102988,경기도 성남시 분당구 운중로 136 판교송현타워,,www.kpf.co.kr,043-849-1114,19631031,466,20260915,0
133,1301110013499,케이비캐피탈(주),"KB CAPITAL CO,. LTD",케이비캐피탈,"[""빈중일""]",1248125121,경기도 수원시 팔달구  효원로  295,,www.kbcapital.co.kr,02-1544-1200,19890912,649,20260915,0
134,1301110026749,(주)코리아써키트,"KOREA CIRCUIT CO.,LTD",코리아써키트,"[""장세준""]",1348107528,경기도 안산시 단원구  강촌로139번길 9,,www.kcg.co.kr,031-491-3061,19720411,1306,20260915,1
135,1301110026814,(주)아난티,Ananti Inc.,아난티,"[""이만규""]",1348107135,충청북도 진천군  백곡면 배티로 818-105,,www.ananti.kr,02-6742-1500,19870116,700,20260915,0
136,1301110028935,(주)이건홀딩스,"EAGON HOLDINGS CO., LTD.",이건홀딩스,"[""박승준"", ""이길수""]",1348101053,인천 남구 도화동 967-3,,www.eagon.com,032-760-0042,19880414,29,20260915,0
137,1301110064351,에스와이(주),"SY CO., LTD.",에스와이,"[""홍성부"", ""김성덕""]",1248177032,"경기도 수원시 권선구 정조로 340-2 (권선동, 에스와이빌딩)",,www.sypanel.com,031-222-4028,20000929,368,20260915,0
138,1311110042950,(주)팜스코,FARMSCO,팜스코,"[""김남욱""]",1298130202,경기도 안성시  미양면 제2공단4길 33,,www.farmsco.com,031-606-6820,19991001,523,20260915,1
139,1311110046291,엘비세미콘(주),"LB SEMICON, INC.",LB세미콘,"[""이대교""]",1298132684,경기도 평택시 청북면 청북산단로 138,,www.lbsemicon.com,031-680-1600,20000210,1513,20260915,0
140,1311110046639,(주)아이티엠반도체,"ITM Semiconductor Co., Ltd",아이티엠반도체,"[""나혁휘""]",1298132781,충청북도 청주시 청원구 오창읍 양청3길 60,,www.it-m.co.kr,043-270-6700,20000223,314,20260915,0
141,1311110367986,에스프리즘 (주),"S-Prism Co., Ltd.",에스프리즘,"[""홍성민"", ""홍문교""]",1298686341,서울특별시 송파구 법원로6길 11 4층,,www.s-fuelcell.com/,070-4613-4900,20140228,37,20260915,0
142,1311110481819,주식회사 카카오모빌리티,Kakao Mobility Corp.,카카오모빌리티,"[""류긍선""]",1728600842,경기도 성남시 분당구 판교역로 152 알파돔타워 13층,,www.kakaomobility.com,15999400,20170609,940,20260915,0
143,1311110501021,에스케이케미칼(주),"SK Chemicals Co., Ltd.",SK케미칼,"[""안재현""]",8468100915,경기도 성남시 분당구 판교로 310,,www.skchemicals.com,02-2008-2008,20171201,1547,20260915,1
144,1313110030042,에이치엘홀딩스(주),HL Holdings Corporation,HL홀딩스,"[""김광헌""]",1258130627,경기도 용인시 기흥구 기흥단지로 46 -,,hlholdings.co.kr,02-3434-5133,19991127,337,20260915,1
145,1313110083497,(주)풍산,POONGSAN CORPORATION,풍산,"[""류진"", ""박우동""]",1258175323,경기도 평택시  포승읍 평택항로156번길 134 (주)풍산,,www.poongsan.co.kr,02-3406-5114,20080704,3754,20260915,1
146,1313110140776,에이치엘만도(주),"HL Mando CO.,LTD",HL만도,"[""조성현""]",1258625094,경기도 평택시 포승읍 하만호길 32,,www.mando.com,031-680-6114,20140902,3828,20260915,1
147,1314110133612,삼보오토(주),"SAMBOAUTO. Co., Ltd",삼보오토,"[""이건국"", ""이태용""]",1348192156,충청남도 예산군 응봉면 산단1길 66 (주령리),,www.samboauto.com,041-338-0763,20021113,272,20260915,0
148,1314110189425,(주)후성,"FOOSUNG CO.,LTD",후성,"[""김용민""]",1348634812,경기도 화성시  팔탄면 현대기아로 72-37,,www.foosungchem.com,031-627-4328,20061124,351,20260915,1
149,1341110000567,가온전선(주),"GAON CABLE CO.,LTD",가온전선,"[""정현""]",1238100049,경기도 군포시  엘에스로45번길 120,,www.gaoncable.com,031-8068-3928,19470924,498,20260915,1
150,1341110000822,아진전자부품(주),"AJIN ELECTRONIC COMPONENTS CO.,LTD",아진전자부품,"[""서중호""]",1238100262,전라북도 정읍시  공단2길 3,,www.dwecc.com,063-530-8171,19731013,305,20260915,1
151,1341110002258,(주)오뚜기,OTOKI CORPORATION,오뚜기,"[""함영준"", ""황성만""]",1388103238,경기도 안양시 동안구  흥안대로 405,,www.otoki.com,031-421-2122,19710603,3388,20260915,1
152,1341110002878,(주)노루홀딩스,"NOROO HOLDINGS CO., LTD",노루홀딩스,"[""한영재""]",1238102601,경기도 안양시 만안구  박달로 351,,www.norooholdings.co.kr,02-2191-7700,19451101,62,20260915,1
153,1341110142575,(주)노루페인트,"NOROO PAINT & COATINGS Co.,LTD",노루페인트,"[""김종우""]",1238606034,경기도 안양시 만안구  박달로 351,,-,031-467-6114,20060602,780,20260915,1
154,1341110168349,엘에스엠트론(주),LS Mtron Ltd.,엘에스엠트론,"[""신재호""]",1388147556,경기도 안양시 동안구 엘에스로 127,,www.lsmtron.co.kr,031-689-8376,20080702,1348,20260915,0
155,1341110168357,LS전선(주),LS Cable & System Ltd.,LS전선,"[""구본규""]",1388147634,경기도 안양시 동안구 엘에스로 127 LS타워,,,02-2189-9114,20080702,2210,20260915,0
156,1341110213433,롯데오토리스 주식회사,"Lotte auto lease co.,ltd.",롯데오토리스,"[""김태민""]",1388171361,경기도 안양시 동안구 전파로 88,,www.lotte-autolease.net,1899-8700,20111201,68,20260915,0
157,1344110001387,에스케이하이닉스(주),SK hynix Inc.,SK하이닉스,"[""곽노정""]",1268103725,경기도 이천시  부발읍 경충대로 2091,,www.skhynix.com,031-630-4114,19491015,34549,20260915,1
158,1344110046664,(주)선진,"SUNJIN CO., LTD.",선진,"[""이범권""]",1268636352,경기도 이천시  대월면 사동로 76,,www.sj.co.kr,031-637-1180,20110104,457,20260915,1
159,1345110000014,(주)녹십자홀딩스,GC Corp.,녹십자홀딩스,"[""허일섭"", ""허용준""]",1358105009,경기 용인시 구성읍 동백리 (주)녹십자 303,,www.gccorp.com,031-260-9300,19671005,163,20260915,1
160,1345110000600,(주)엠투엔,"M2N Co.,Ltd",엠투엔,"[""이승건""]",1358105130,"서울특별시 중구 소공로 109 한화빌딩 13층(소공동, 한화빌딩)",,www.dkdni.co.kr,02-2636-2431,19651210,208,20260915,0
161,1345110004149,(주)마니커,"MANIKER CO.,LTD.",마니커,"[""안정원"", ""엄영철""]",1358103151,경기도 용인시 기흥구 구성로 278 -,,www.maniker.co.kr,031-281-5300,19850927,491,20260915,1
162,1345110004412,엠케이전자(주),MKElectron,엠케이전자,"[""현기진""]",1358106406,경기도 용인시 처인구 포곡읍 금어로 405 엠케이전자,,www.mke.co.kr,031-330-1900,19821216,296,20260915,0
163,1345110083218,(주)녹십자웰빙,GC WellBeing Corporation,녹십자웰빙,"[""김상현""]",1358172584,서울특별시 성동구 왕십리로 241 4층,,www.greencrosswb.com,031-629-8600,20040902,330,20260915,0
164,1345110144268,(주)휴맥스,"HUMAX CO., LTD.",휴맥스,"[""정창수""]",1428122888,경기도 용인시 처인구  영문로 2,,kr.humaxdigital.com,031-776-6114,20091005,91,20260915,0
165,1345110172532,(주)지씨셀,GC CELL CORPORATION,지씨셀,"[""원성용"", ""김재왕""]",1428137741,경기도 용인시 기흥구 이현로30번길 107 -,,www.gclabcell.com,031-260-9300,20110621,806,20260915,0
166,1346110000260,주식회사 대동모빌리티,DAEDONGMOBILITY.CORP.,대동모빌리티,"[""원유현""]",1258100934,경기도 안성시 대덕면 서동대로 4867-11,,www.daedongmobility.co.kr,0316735544,19770629,401,20260915,0
167,1346110018221,(주)이녹스,INNOXCorporation,이녹스,"[""박정진""]",1258140130,충청남도 아산시 둔포면 아산밸리로 171,,www.innoxcorp.com,031-727-9197,20011108,37,20260915,0
168,1347110001159,(주)경동나비엔,"KYUNG DONG NAVIEN CO.,LTD",경동나비엔,"[""손연호"", ""손흥락"", ""장희철""]",1258101234,경기도 평택시 서탄면 수월암길 95 -,,www.kdnavien.co.kr,031-8060-5500,19781113,1734,20260915,1
169,1348110003020,(주)대림제지,DaelimPaper,대림제지,"[""류창승""]",1248132409,경기 오산시 누읍동 7,,www.daelimpaper.co.kr,031 -373 -7670,19840321,193,20260915,0
170,1348110003187,한미사이언스(주),"Hanmi Science Co.,Ltd",한미사이언스,"[""김재교""]",1248132296,경기도 화성시 팔탄면 무하로 214 한미약품(주) 팔탄공단,,www.hanmiscience.co.kr,02-410-9114,19730615,489,20260915,1
171,1348110075342,(주)대웅제약,DAEWOONG PHARMA,대웅제약,"[""이창재"", ""박성수""]",1248601143,경기도 화성시 향남읍 제약공단4길 35-14 -,,www.daewoong.co.kr,02-550-8800,20021001,1794,20260915,1
172,1348110094160,한양디지텍(주),"HANYANG DIGITECH CO.,LTD.",한양디지텍,"[""김윤상""]",1248619959,경기도 화성시 삼성1로 332-7,,www.hanyangdgt.com,031-695-5000,20040419,81,20260915,0
173,1348110197550,한미약품(주),"Hanmi Pharm. Co., Ltd.",한미약품,"[""황상연""]",1248700613,경기도 화성시  팔탄면 무하로 214,,-,02-410-9114,20100705,2382,20260915,1
174,1348110294273,코스맥스(주),"COSMAX, INC.",코스맥스,"[""최경"", ""이병만""]",1438119635,"경기도 화성시  향남읍 제약공단1길 27, 2길 46",,www.cosmax.com,031-359-0300,20140303,1565,20260915,1
175,1350110029881,(주)서원,"SEOWON CO.,LTD",서원,"[""조경호"", ""박주황""]",1348101655,"경기도 안산시 단원구  산단로67번길 94  (목내동, (주)서원)",,www.swbrass.co.kr,031-365-8700,19880907,108,20260915,1
176,1350110034038,(주)셀트리온,"Celltrion, Inc.",셀트리온,"[""기우성"", ""서진석""]",1338123603,인천광역시 연수구 아카데미로 23,,www.celltrion.com,032-850-5000,19910227,3153,20260915,1
177,1350110034400,신한캐피탈(주),"Shinhan Capital Co., Ltd.",신한캐피탈,"[""전필환""]",1348111323,"경기도 안산시 단원구 당곡로 17 (고잔동, 신한은행)",,www.shcap.co.kr,1544-6800,19910419,274,20260915,0
178,1350110036315,(주)인지디스플레이,INZI DISPLAY COMPANY LIMITED,인지디스플레,"[""정혜승"", ""배학범""]",1348113942,충청남도 예산군 예산읍 벚꽃로388번길 7 -,,www.inzidisplay.co.kr,041-330-3051,19920317,123,20260915,0
179,1350110049607,(주)다원시스,"DAWONSYS CO., LTD",다원시스,"[""박선순""]",1348129935,경기도 안산시 단원구 시화호수로 485(성곡동) (주) 다원시스,,www.dawonsys.com,031-8085-3010,19960115,475,20260915,0
180,1350110057395,제이더블유생명과학(주),JW LIFESCIENCE CORPORATION,JW생명과학,"[""노정열""]",1338125692,충청남도 당진시 송악읍 한진1길 28,,www.jw-lifescience.co.kr,041-351-7600,19940510,319,20260915,1
181,1350110087483,(주)비에이치,"BHCo.,Ltd.",비에이치,"[""최영식""]",1228157587,인천광역시 부평구 평천로199번길 25,,www.bhe.co.kr,032-510-2000,19990310,1370,20260915,1
182,1350110106150,(주)퀀텀레일,QuantumRail Inc.,퀀텀레일,"[""안은철"", ""김지원""]",1348159986,경기도 김포시 양촌읍 황금1로 307-5,,www.xcure.co.kr,031-689-3119,20000915,43,20260915,0
183,1350110122156,서울바이오시스(주),"SEOUL VIOSYS CO., LTD.",서울바이오시스,"[""이정훈"", ""강지훈""]",1348178872,경기도 안산시 단원구 산단로163번길 65-16 (원시동),,www.seoulviosys.com/kr/,031-1566-2771,20020125,194,20260915,0
184,1351110050173,주식회사 서진캠,"seojin cam co.,ltd.",서진캠,"[""엄익두""]",1238150345,"경기도 평택시 청북읍 청북산단로 31 (어연리, 884번지) 주식회사 서진캠",,www.seojincam.com,031-680-9100,19990903,355,20260915,0
185,1353110013606,코오롱인더스트리(주),"KOLON INDUSTRIES, INC.",코오롱인더,"[""허성"", ""김민태""]",1388156604,서울특별시 강서구 마곡동로 110 코오롱 One&Only 타워,,www.kolonindustries.com/,02-3677-3114,20100105,4260,20260915,1
186,1355110106027,(주)모다이노칩,"Moda-InnoChips Co., Ltd.",모다이노칩,"[""정태형"", ""강중근""]",1348154564,경기도 안산시 단원구  동산로27번길 42-7 이노칩테크놀러지(주),,www.innochips.co.kr,031-315-7250,20000424,437,20260915,0
187,1358110124726,제이씨케미칼(주),"JC Chemical Corporation, LTD.",제이씨케미칼,"[""김의윤"", ""김지용""]",1358185115,울산광역시 울주군  온산읍 화산1길 70,,www.jcchemical.co.kr,02-6321-1333,20060324,93,20260915,0
188,1450110002801,모나용평(주),"MONA YONGPYONG CO.,LTD",모나용평,"[""박인준""]",2268124374,강원도 평창군  대관령면 올림픽로 715,,www.yongpyong.co.kr,033-330-8350,20000214,378,20260915,1
189,1501110003058,(주)대원,"DAEWON CO., LTD.",대원,"[""전응식"", ""조종호""]",3158101104,"충청북도 청주시 흥덕구 직지대로435번길 15 송정동,(주)대원",,www.daewon.co.kr,043-264-1115,19720221,135,20260915,0
190,1501110006185,(주)심텍홀딩스,"SIMMTECH HOLDINGS Co., Ltd.",심텍홀딩스,"[""박광준""]",3158101652,충청북도 청주시 흥덕구 산단로 73,,www.simmtechholdings.co.kr,043-909-8000,19870824,47,20260915,0
191,1501110205802,(주)심텍,"SIMMTECH Co., Ltd.",심텍,"[""전영선"", ""김영구""]",1338800123,충청북도 청주시 흥덕구 산단로 73 &nbsp,,www.simmtech.co.kr,043-269-9000,20150701,2902,20260915,0
192,1501110219184,(주)에코프로비엠,"ECOPRO BM CO.,LTD.",에코프로비엠,"[""최문호"", ""김장우""]",6388600376,충청북도 청주시 청원구 오창읍 2산단로 100 송대리 329,,www.ecoprobm.co.kr,043-240-7700,20160502,1192,20260915,0
193,1511110053458,에스와이스틸텍(주),"SY STEEL TECH, Inc.",에스와이스틸텍,"[""홍성균""]",5728700151,충청북도 충주시 엄정면 세고개로 154,,systeeltech.com/,070-4808-2189,20150701,130,20260915,0
194,1543110001997,(주)체리부로,"Cherrybro Co.,Ltd",체리부로,"[""김강흥""]",3018112903,충청북도 진천군 이월면 생거진천로 1770,,www.cherrybro.com,043-530-3200,19910907,299,20260915,0
195,1545110001571,티케이지애강(주),"TKG AIKANG CO., LTD",티케이지애강,"[""임홍석""]",3128107981,충청북도 충주시 중앙탑면 기업도시로 422 -,,aikang.taekwang.com,043-723-2007,19900122,120,20260915,0
196,1545110002355,(주)네패스,NEPES Corporation,네패스,"[""이병구"", ""이창우""]",3038105198,충청북도 청주시 청원구 오창읍 과학산업2로 587-32 주식회사 네패스,,www.nepes.co.kr,02-3470-2700,19901227,1200,20260915,0
197,1545110006076,일진디스플레이(주),"ILJIN DISPLAY CO.,LTD.",일진디스플,"[""김태완""]",3038110352,충청북도 음성군  대소면 대금로 157,,www.iljindisplay.co.kr,031-680-0212,19940401,42,20260915,1
198,1545110039324,풀무원식품 (주),"Pulmuone Foods Co., Ltd.",풀무원식품,"[""천영훈"", ""박광순"", ""이동훈""]",3038151649,충청북도 음성군 대소면 삼양로 730-27,,-,02-2040-4300,20080701,801,20260915,0
199,1545110049654,(주)윈하이텍,"WINHITECH CO., Ltd.",윈하이텍,"[""송자은"", ""박성태""]",3038163280,충청북도 음성군 삼성면 하이텍산단로 99 &nbsp,,www.winhitech.co.kr,02-854-2818,20110915,119,20260915,0
200,1601110002313,(주)알루코,"ALUKO CO.,LTD.",알루코,"[""박진우""]",3068101212,대전광역시 대덕구  대화로119번길 31,,www.aluko.co.kr,042-605-8300,19560604,160,20260915,1
201,1601110003121,계룡건설산업(주),"KYE-RYONG CONSTRUCTION INDUSTRIAL CO.,LTD",계룡건설산업,"[""오태식"", ""윤길호""]",3148107954,대전광역시 서구 문정로48번길 48 -,,www.krcon.co.kr,042-480-7114-5,19781011,1850,20260915,1
202,1601110003931,(주)하림지주,"Harim Holdings Co., Ltd.",하림지주,"[""김홍국""]",3068103054,전라북도 익산시 중앙로 121 -,,www.harimholdings.co.kr,02-2085-4684,19500401,91,20260915,0
203,1601110014483,미래에셋생명보험(주),"MIRAE ASSET Life Insurance CO., Ltd.",미래에셋생명,"[""김재식"", ""황문규""]",3058108605,"서울특별시 마포구 만리재로 24 (신공덕동, 미래에셋생명빌딩)",,life.miraeasset.com,02-1588-0220,19880307,793,20260915,1
204,1614110008562,현대트랜시스주식회사,HYUNDAI TRANSYS INC.,현대트랜시스,"[""백철승""]",3108112926,"충청남도 서산시 성연면 신당1로 105 (갈현리, 현대트랜시스(주))",,www.hyundai-transys.com,031-369-9993,19991228,4061,20260915,0
205,1615110006796,(주)오스템,"AUSTEM CO.,LTD",오스템,"[""김정우"", ""김민석""]",3128107773,충청남도 천안시 동남구 수신면 수신로 739,,www.yyauto.co.kr,041 -559 -2340,19900307,293,20260915,0
206,1615110011795,세메스 주식회사,SYSTEM ENGINEERING MEGA SOLUTION,세메스,"[""심상필""]",3128113969,"충청남도 천안시 서북구 직산읍 4산단5길 77 (모시리, 세메스)",,www.semes.co.kr,041-620-8353,19930104,2660,20260915,0
207,1615110086227,하나머티리얼즈(주),Hana Materials Inc.,하나머티리얼즈,"[""김현주""]",3128188209,충청남도 천안시 서북구 3공단3로 42,,hanamts.com,041-410-1255,20070123,717,20260915,0
208,1615110148704,(주)티엠씨,"TMC Co., Ltd.",티엠씨,"[""지영완""]",3128646688,충청남도 천안시 서북구 입장면 연곡길 443,,www.tmccable.com,041-589-6500,20121231,402,20260915,1
209,1647110001591,콜마홀딩스(주),"KOLMAR HOLDINGS CO.,LTD.",콜마홀딩스,"[""윤상현""]",3078102816,세종특별자치시  전의면 덕고개길 12-11,,www.kolmarholdings.co.kr,041-862-1057,19900515,113,20260915,1
210,1647110030756,한국콜마(주),"KOLMAR KOREA CO.,LTD",한국콜마,"[""최현규""]",3078138444,세종특별자치시  전의면 덕고개길 12-11,,https://www.kolmar.co.kr/,02-3459-5952,20121002,1542,20260915,1
211,1648110015300,(주)위니아,"WINIA Co., Ltd.",위니아,"[""김혁표""]",3128138164,광주광역시 광산구 하남산단9번로 110 -,,www.winiadimchae.com,062-604-6114,19991006,240,20260915,0
212,1648110021208,하나마이크론(주),HanaMicronInc.,하나마이크론,"[""이동철""]",3128150630,충남 아산시 음봉면 원남리 95-1번지,,www.hanamicron.co.kr,041-423-7015,20010823,771,20260915,0
213,1648110105010,(주)이녹스첨단소재,"INNOX Advanced Materials Co., Ltd.",이녹스첨단소재,"[""장경호"", ""강정태""]",5018600680,충청남도 아산시 둔포면 아산밸리로 171,,www.innoxamc.com,031-727-9197,20170601,727,20260915,0
214,1650110006768,에이치디씨현대이피(주),"HDC Hyundai Engineering Plastics Co., Ltd.",HDC현대EP,"[""신우철""]",3118113651,충청남도 당진시  석문면 대호만로 1221-32 현대EP 주식회사,,www.hdc-hyundaiep.com/,041-350-0500,20000115,403,20260915,1
215,1701110000141,주식회사 아이엠뱅크,iM Bank,아이엠뱅크,"[""강정훈""]",5028107740,대구광역시 수성구 달구벌대로 2310 (수성동2가),,www.imbank.co.kr,053-756-2001,19671007,3181,20260915,0
216,1701110000935,삼익THK(주),"SAMICK THK CO.,LTD",삼익THK,"[""진영환"", ""류영수""]",5038110869,대구광역시 달서구  성서동로 163,,www.samickthk.co.kr,053-665-7000,19651005,526,20260915,1
217,1701110001082,무림에스피(주),"MOORIM SP CO., LTD.",무림SP,"[""이도균""]",2118163282,서울특별시 강남구  강남대로 656 (신사동),,www.moorim.co.kr,02  -3485-1603,19560726,216,20260915,0
218,1701110005042,(주)남선알미늄,"NAMSUN ALUMINIUM CO.,LTD",남선알미늄,"[""조현기"", ""정순원"", ""김제욱""]",5028100107,대구광역시 달성군  논공읍 논공중앙로 288,,www.namsun.co.kr,053-610-5110,19730104,507,20260915,1
219,1701110006412,평화홀딩스(주),"Pyung Hwa Holdings Co.,Ltd.",평화홀딩스,"[""황순용"", ""김주영""]",5148106346,대구광역시 달성군  논공읍 논공로 597,,www.phhc.co.kr,053-610-8500,19501030,87,20260915,1
220,1701110006868,(주)우성머티리얼스,"WOOSUNG MATERIALS CO.,LTD",우성머티리얼스,"[""임종찬""]",5048101534,대구광역시 북구  검단동로 35 (검단동),,www.startex.co.kr,053-382-4772,19760420,36,20260915,1
221,1701110007733,경창산업(주),KyungchangIndustrial,경창산업,"[""손일호"", ""차석주""]",5038104241,대구광역시 달서구 성서로35길 6 월암동,,www.kc.co.kr,053 -560 -0141,19770622,1263,20260915,0
222,1701110014936,(주)화신,"HWASHIN CO.,LTD",화신,"[""정서진"", ""배현주""]",5058120965,경상북도 영천시  도남공단길 94-2,,www.hwashin.co.kr,054-330-5400,19740701,1010,20260915,1
223,1701110017237,대성홀딩스(주),"DAESUNG HOLDINGS CO., LTD.",대성홀딩스,"[""김영훈"", ""김정주""]",5038106405,대구광역시 중구 명덕로 85 대성홀딩스,,http://www.daesung-holdings.com,053-606-1000,19830131,47,20260915,1
224,1701110021816,동원모빌리티(주),"Dongwon Mobility CO.,LTD",동원모빌리티,"[""이은우"", ""박승룡"", ""이승재""]",5038106778,경상북도 경산시  진량읍 북리1길  69,,www.dwmic.com,053-859-2311,19851214,523,20260915,1
225,1701110638661,에이치디현대(주),"HD HYUNDAI CO.,LTD.",HD현대,"[""정기선"", ""조영철""]",5398600614,경기도 성남시 분당구 분당수서로 477 HD현대 글로벌 R&D센터,,www.hd.com,02-1811-6114,20170403,48,20260915,1
226,1712110000958,명신산업(주),MYOUNG SHIN INDUSTRY,명신산업,"[""최우철""]",5058101731,경상북도 경주시 천북면 천북산단로 91,,www.myoungshinindustry.com,054-746-2665,19820417,156,20260915,1
227,1712110001253,에코플라스틱(주),ECOPLASTIC CORPORATION,에코플라스틱,"[""황학기""]",5058102351,경상북도 경주시  공단로69번길 30 에코플라스틱(주),,WWW.AP.CO.KR,054-770-3255,19840601,625,20260915,0
228,1712110005114,(주)엠에스오토텍,"MS AUTOTECH COMPANY, LIMITED",엠에스오토텍,"[""이태규"", ""이강섭""]",5058105299,경상북도 경주시  내남면 포석로 16-9,,ms-global.com,054-770-1810,19900906,20,20260915,0
229,1713110003504,코오롱이앤피(주),"KOLON ENP, INC.",코오롱이앤피,"[""김영범""]",5108105710,경상북도 김천시  공단3길 64 (응명동),,www.kolonenp.com,054-420-8371,19960315,405,20260915,0
230,1741110000527,상신브레이크(주),SANGSIN BRAKE,상신브레이크,"[""박세종""]",5148103617,대구광역시 달성군 논공읍 논공중앙로33길 10,,www.sangsin.com,053-616-9555,19750813,622,20260915,1
231,1741110001294,케이비아이메탈(주),"KBI METAL CO., LTD.",KBI메탈,"[""김병제""]",5148105779,대구광역시 달성군 논공읍 논공로87길 88 갑을메탈 대구공장,,www.kbimetal.co.kr,053-610-5610,19870225,471,20260915,0
232,1746110000981,오씨아이홀딩스 주식회사,OCI Holdings Company Ltd.,OCI홀딩스,"[""이우현"", ""이수미""]",5068100069,서울특별시 중구  소공로 94 OCI 빌딩,,www.oci-holdings.co.kr,02-727-9300,19740701,67,20260915,1
233,1746110002979,(주)포스코이앤씨,"POSCO Eco & Challenge Co., Ltd.",포스코이앤씨,"[""송치영""]",5068102280,경상북도 포항시 북구 중흥로 307 (죽도동),,www.poscoenc.com,054)223-6114,19941201,5816,20260915,0
234,1753110000762,(주)새로닉스,"SERONICS. CO., LTD.",새로닉스,"[""박시환""]",5138101294,경상북도 구미시  수출대로9길 36 (주)새로닉스,,www.seronics.co.kr,054-463-7945,19681221,1054,20260915,0
235,1753110001348,SK실트론 주식회사,"SK Siltron Co., Ltd.",SK실트론,"[""정광진""]",5138102110,경상북도 구미시 임수로 53 SK실트론 주식회사,,www.sksiltron.com,02-6719-5312,19830425,3624,20260915,0
236,1760110020145,아주스틸(주),"AJUSTEEL CO.,LTD.",아주스틸,"[""이현식""]",5138116496,경상북도 구미시 4공단로 321,,www.ajusteel.com,054-714-3657,19991029,821,20260915,1
237,1760110020640,한화시스템(주),"HANWHA SYSTEMS Co., Ltd.",한화시스템,"[""손재일""]",5138117175,경상북도 구미시 산호대로 264-60 -,,hanwhasystems.com,02-729-4605,20000111,4855,20260915,1
238,1760110022654,(주)엘앤에프,"L&F CO.,LTD",엘앤에프,"[""허제홍""]",5138119101,대구광역시 달서구 이곡동로 11,,www.landf.co.kr/,053-592-7300,20000727,1924,20260915,1
