character_id,normalized_name,canonical_name,appearance_count,speaker_turn_count,mention_count,unique_episode_count,total_score,is_focus_character,is_generic_name,source,overall_rank
char__alligator,alligator,Alligator,12,72,33,24,141,False,False,light_combined,378
char__monkey_friend,monkey friend,Monkey Friend,15,93,2,17,140,False,False,light_combined,379
char__royal_member,royal member,Royal Member,15,93,2,16,140,False,False,light_combined,380
char__head_priest,head priest,Head Priest,12,95,9,14,140,False,False,light_combined,381
char__stable_hand,stable hand,Stable Hand,12,80,24,26,140,False,False,light_combined,382
char__werewolf,werewolf,Werewolf,11,70,37,25,140,False,False,light_combined,383
char__wizards,wizards,Wizards,10,57,53,50,140,False,False,light_combined,384
char__fairy_interpreter,fairy interpreter,Fairy Interpreter,14,92,5,15,139,False,False,light_combined,385
char__wealthy_noble,wealthy noble,Wealthy Noble,14,92,5,15,139,False,False,light_combined,386
char__bluebird,bluebird,Bluebird,14,88,9,14,139,False,False,light_combined,387
char__sea_witch,sea witch,Sea Witch,13,86,14,17,139,False,False,light_combined,388
char__vagrants,vagrants,Vagrants,14,93,3,16,138,False,False,light_combined,389
char__historian,historian,Historian,14,92,4,14,138,False,False,light_combined,390
char__weapons_master,weapons master,Weapons Master,14,91,5,14,138,False,False,light_combined,391
char__president,president,President,11,77,28,12,138,False,False,light_combined,392
char__captive,captive,Captive,11,77,27,32,137,False,False,light_combined,393
char__small_child_cleaning_boat,small child cleaning boat,Small Child Cleaning Boat,14,94,0,14,136,False,False,light_combined,394
char__future_heir_to_the_throne,future heir to the throne,Future Heir To The Throne,14,93,1,14,136,False,False,light_combined,395
char__alter_boy,alter boy,Alter Boy,14,85,9,17,136,False,False,light_combined,396
char__scientist,scientist,Scientist,13,85,12,19,136,False,False,light_combined,397
char__man_woman,man woman,Man Woman,12,84,16,18,136,False,False,light_combined,398
char__slave,slave,Slave,6,36,82,69,136,False,False,light_combined,399
char__devil,devil,Devil,5,35,86,65,136,False,False,light_combined,400
char__scavenger,scavenger,Scavenger,13,91,5,15,135,False,False,light_combined,401
char__fruit_bat,fruit bat,Fruit Bat,13,84,12,14,135,False,False,light_combined,402
char__reluctant_nun,reluctant nun,Reluctant Nun,14,91,1,14,134,False,False,light_combined,403
char__grass_snake,grass snake,Grass Snake,14,89,3,15,134,False,False,light_combined,404
char__performer,performer,Performer,14,82,10,18,134,False,False,light_combined,405
char__plants,plants,Plants,3,21,104,90,134,False,False,light_combined,406
char__tourist,tourist,Tourist,12,79,18,24,133,False,False,light_combined,407
char__military_commander,military commander,Military Commander,14,89,1,15,132,False,False,light_combined,408
char__church_mouse,church mouse,Church Mouse,13,86,7,16,132,False,False,light_combined,409
char__pheasant,pheasant,Pheasant,12,68,28,20,132,False,False,light_combined,410
char__hound,hound,Hound,10,65,37,30,132,False,False,light_combined,411
char__challenger,challenger,Challenger,14,85,4,16,131,False,False,light_combined,412
char__local_bazaar,local bazaar,Local Bazaar,13,89,3,13,131,False,False,light_combined,413
char__small_living_thing,small living thing,Small Living Thing,15,82,3,15,130,False,False,light_combined,414
char__king_s_guardsman,king's guardsman,King'S Guardsman,14,87,1,15,130,False,False,light_combined,415
char__mysterious_owner,mysterious owner,Mysterious Owner,13,91,0,13,130,False,False,light_combined,416
char__shipwrecked_survivor,shipwrecked survivor,Shipwrecked Survivor,13,91,0,13,130,False,False,light_combined,417
char__traveler_long_past,traveler long past,Traveler Long Past,15,84,0,15,129,False,False,light_combined,418
char__castle_guard,castle guard,Castle Guard,12,84,9,20,129,False,False,light_combined,419
char__mischievous_teenager,mischievous teenager,Mischievous Teenager,13,89,0,13,128,False,False,light_combined,420
char__ornate_birds,ornate birds,Ornate Birds,13,89,0,13,128,False,False,light_combined,421
char__talking_cat,talking cat,Talking Cat,12,73,19,22,128,False,False,light_combined,422
char__apprentice,apprentice,Apprentice,8,54,50,54,128,False,False,light_combined,423
char__torture_master,torture master,Torture Master,13,79,8,15,126,False,False,light_combined,424
char__bat_king,bat king,Bat King,12,78,12,13,126,False,False,light_combined,425
char__companion,companion,Companion,7,48,56,59,125,False,False,light_combined,426
char__tourists,tourists,Tourists,12,84,4,16,124,False,False,light_combined,427
char__stable_hands,stable hands,Stable Hands,12,78,10,17,124,False,False,light_combined,428
char__armed_guardsmen,armed guardsmen,Armed Guardsmen,14,80,1,14,123,False,False,light_combined,429
char__zuric,zuric,Zuric,11,77,13,11,123,False,False,light_combined,430
char__master_wizard,master wizard,Master Wizard,11,75,14,14,122,False,False,light_combined,431
char__war_officer,war officer,War Officer,12,84,1,13,121,False,False,light_combined,432
char__eagle,eagle,Eagle,9,57,37,23,121,False,False,light_combined,433
char__there_is_the_lighthouse_keeper_on_his_daily_walk_up_the_boardwalk,there is the lighthouse keeper on his daily walk up the boardwalk,There Is The Lighthouse Keeper On His Daily Walk Up The Boardwalk,12,83,0,12,119,False,False,light_combined,434
char__runaway,runaway,Runaway,12,72,11,18,119,False,False,light_combined,435
char__king_s_guardsmen,king's guardsmen,King'S Guardsmen,13,77,2,15,118,False,False,light_combined,436
char__people_saved_by_the_paladinsa,people saved by the paladinsa,People Saved By The Paladinsa,12,82,0,12,118,False,False,light_combined,437
char__local_merchant,local merchant,Local Merchant,12,78,4,16,118,False,False,light_combined,438
char__leper,leper,Leper,11,72,13,14,118,False,False,light_combined,439
char__scholar,scholar,Scholar,11,62,23,23,118,False,False,light_combined,440
char__ghosts,ghosts,Ghosts,5,35,68,58,118,False,False,light_combined,441
char__unicorn_hunters,unicorn hunters,Unicorn Hunters,12,79,2,13,117,False,False,light_combined,442
char__choir_member,choir member,Choir Member,12,75,6,12,117,False,False,light_combined,443
char__founder,founder,Founder,12,74,7,13,117,False,False,light_combined,444
char__zombie,zombie,Zombie,9,63,27,20,117,False,False,light_combined,445
char__ghosts_of_previous_occupants,ghosts of previous occupants,Ghosts Of Previous Occupants,12,79,1,12,116,False,False,light_combined,446
char__organist,organist,Organist,11,77,6,14,116,False,False,light_combined,447
char__businessman,businessman,Businessman,11,76,7,12,116,False,False,light_combined,448
char__wizard_overseer,wizard overseer,Wizard Overseer,13,75,1,13,115,False,False,light_combined,449
char__man_sleeping_inside,man sleeping inside,Man Sleeping Inside,12,79,0,12,115,False,False,light_combined,450
char__stray_cat_sun_bathing,stray cat sun-bathing,Stray Cat Sun-Bathing,12,79,0,12,115,False,False,light_combined,451
char__architect,architect,Architect,8,56,35,27,115,False,False,light_combined,452
char__nobles,nobles,Nobles,7,42,52,54,115,False,False,light_combined,453
char__foxes,foxes,Foxes,4,28,75,45,115,False,False,light_combined,454
char__acolyte_preparing_for_evening_prayer_service,acolyte preparing for evening prayer service,Acolyte Preparing For Evening Prayer Service,12,78,0,12,114,False,False,light_combined,455
char__bigfoot,bigfoot,Bigfoot,11,71,10,11,114,False,False,light_combined,456
char__prior,prior,Prior,9,61,26,25,114,False,False,light_combined,457
char__staff,staff,Staff,4,23,79,57,114,False,False,light_combined,458
char__organ_player,organ player,Organ Player,12,76,1,12,113,False,False,light_combined,459
char__jungle,jungle,Jungle,2,14,93,57,113,False,False,light_combined,460
char__old_maniacal_man,old maniacal man,Old Maniacal Man,12,74,2,12,112,False,False,light_combined,461
char__her_maid,her maid,Her Maid,11,77,2,12,112,False,False,light_combined,462
char__reaper,reaper,Reaper,11,70,9,15,112,False,False,light_combined,463
char__homeless_man,homeless man,Homeless Man,11,67,12,20,112,False,False,light_combined,464
char__boat_workers,boat workers,Boat Workers,12,75,0,12,111,False,False,light_combined,465
char__cooker,cooker,Cooker,12,74,1,12,111,False,False,light_combined,466
char__humble_knight,humble knight,Humble Knight,12,74,1,12,111,False,False,light_combined,467
char__denizen,denizen,Denizen,11,77,1,12,111,False,False,light_combined,468
char__priest_in_ornate_robes,priest in ornate robes,Priest In Ornate Robes,11,77,0,11,110,False,False,light_combined,469
char__princess_who_lives_in_the_castle_and_can_t_escape,princess who lives in the castle and can't escape,Princess Who Lives In The Castle And Can'T Escape,11,77,0,11,110,False,False,light_combined,470
char__economist,economist,Economist,11,70,7,13,110,False,False,light_combined,471
char__advisor,advisor,Advisor,7,43,46,39,110,False,False,light_combined,472
char__bedroom,bedroom,Bedroom,4,28,70,62,110,False,False,light_combined,473
char__young_maiden,young maiden,Young Maiden,12,70,3,14,109,False,False,light_combined,474
char__debtor,debtor,Debtor,11,74,2,11,109,False,False,light_combined,475
char__jacob,jacob,Jacob,11,62,14,15,109,False,False,light_combined,476
char__lazy_insects,lazy insects,Lazy Insects,11,71,4,11,108,False,False,light_combined,477
char__towns_folk,towns folk,Towns Folk,11,68,7,15,108,False,False,light_combined,478
char__homeless_person,homeless person,Homeless Person,11,67,8,14,108,False,False,light_combined,479
char__traders,traders,Traders,10,67,11,20,108,False,False,light_combined,480
char__zombies,zombies,Zombies,9,56,25,23,108,False,False,light_combined,481
char__gaurd,gaurd,Gaurd,10,64,13,21,107,False,False,light_combined,482
char__evil_wizard,evil wizard,Evil Wizard,9,59,21,19,107,False,False,light_combined,483
char__character,character,Character,6,41,48,46,107,False,False,light_combined,484
char__well_off_business_man,well off business man,Well Off Business Man,11,72,1,12,106,False,False,light_combined,485
char__castaway,castaway,Castaway,11,71,2,11,106,False,False,light_combined,486
char__offender,offender,Offender,11,71,2,11,106,False,False,light_combined,487
char__many_insects,many insects,Many Insects,11,70,3,14,106,False,False,light_combined,488
char__artists,artists,Artists,10,64,12,18,106,False,False,light_combined,489
char__warden,warden,Warden,9,63,16,14,106,False,False,light_combined,490
char__king_himself,king himself,King Himself,7,44,41,47,106,False,False,light_combined,491
char__evil_priestess,evil priestess,Evil Priestess,11,67,5,13,105,False,False,light_combined,492
char__secret_lovers_seeking_privacy,secret lovers seeking privacy,Secret Lovers Seeking Privacy,11,71,0,11,104,False,False,light_combined,493
char__long_dead_monk,long dead monk,Long Dead Monk,11,70,1,11,104,False,False,light_combined,494
char__courtier,courtier,Courtier,11,67,4,13,104,False,False,light_combined,495
char__dark_king,dark king,Dark King,10,70,4,11,104,False,False,light_combined,496
char__farm_worker,farm worker,Farm Worker,10,70,4,12,104,False,False,light_combined,497
char__joel,joel,Joel,10,66,8,11,104,False,False,light_combined,498
char__vagabond,vagabond,Vagabond,10,60,14,17,104,False,False,light_combined,499
char__dark_lord,dark lord,Dark Lord,8,49,31,24,104,False,False,light_combined,500
char__although_the_temple_is_full_no_one_is_speaking_and_all_you_can_hear_are_muted_scuffling_feet,although the temple is full no one is speaking and all you can hear are muted scuffling feet,Although The Temple Is Full No One Is Speaking And All You Can Hear Are Muted Scuffling Feet,11,70,0,11,103,False,False,light_combined,501
char__scribe_constantly_writing,scribe constantly writing,Scribe Constantly Writing,11,70,0,11,103,False,False,light_combined,502
char__wyvern,wyvern,Wyvern,11,64,6,11,103,False,False,light_combined,503
char__individual,individual,Individual,10,51,22,31,103,False,False,light_combined,504
char__royal_prince,royal prince,Royal Prince,11,67,2,11,102,False,False,light_combined,505
char__foreign_ambassador,foreign ambassador,Foreign Ambassador,10,70,2,11,102,False,False,light_combined,506
char__electric_eel,electric eel,Electric Eel,10,66,6,13,102,False,False,light_combined,507
char__librarian,librarian,Librarian,10,63,9,14,102,False,False,light_combined,508
char__soldier_named_ulmer,soldier named ulmer,Soldier Named Ulmer,11,68,0,11,101,False,False,light_combined,509
char__giant_toads,giant toads,Giant Toads,11,67,1,11,101,False,False,light_combined,510
char__fox_trying_to_steal_chickens,fox trying to steal chickens,Fox Trying To Steal Chickens,11,67,0,11,100,False,False,light_combined,511
char__goblin_king_s_bartender,goblin king's bartender,Goblin King'S Bartender,10,70,0,10,100,False,False,light_combined,512
char__king_s_horses,king's horses,King'S Horses,10,70,0,10,100,False,False,light_combined,513
char__recently_tortured,recently tortured,Recently Tortured,10,70,0,10,100,False,False,light_combined,514
char__temple_members,temple members,Temple Members,10,70,0,10,100,False,False,light_combined,515
char__they_are_not_quite_outcast,they are not quite outcast,They Are Not Quite Outcast,10,70,0,10,100,False,False,light_combined,516
char__farmers_wife,farmers wife,Farmers Wife,10,69,1,11,100,False,False,light_combined,517
char__captain_of_the_guard,captain of the guard,Captain Of The Guard,9,63,10,17,100,False,False,light_combined,518
char__enchantress,enchantress,Enchantress,9,63,10,12,100,False,False,light_combined,519
char__dove,dove,Dove,8,56,20,16,100,False,False,light_combined,520
char__magician,magician,Magician,7,47,32,23,100,False,False,light_combined,521
char__traveling_salesmen_stopping_for_a_drink,traveling salesmen stopping for a drink,Traveling Salesmen Stopping For A Drink,11,66,0,11,99,False,False,light_combined,522
char__foreman_ordering_his_workers,foreman ordering his workers,Foreman Ordering His Workers,11,63,3,11,99,False,False,light_combined,523
char__supplicant,supplicant,Supplicant,10,63,6,12,99,False,False,light_combined,524
char__barbarian,barbarian,Barbarian,9,56,16,17,99,False,False,light_combined,525
char__evil_witch,evil witch,Evil Witch,8,50,25,27,99,False,False,light_combined,526
char__his_father,his father,His Father,7,44,34,37,99,False,False,light_combined,527
char__shark,shark,Shark,6,42,39,22,99,False,False,light_combined,528
char__goblins,goblins,Goblins,3,21,69,45,99,False,False,light_combined,529
char__nobel,nobel,Nobel,11,55,10,14,98,False,False,light_combined,530
char__pastry_chef,pastry chef,Pastry Chef,10,66,2,10,98,False,False,light_combined,531
char__assistant_chef,assistant chef,Assistant Chef,10,65,3,13,98,False,False,light_combined,532
char__midget,midget,Midget,10,64,4,10,98,False,False,light_combined,533
char__eunuch,eunuch,Eunuch,9,63,8,12,98,False,False,light_combined,534
char__brave_knight,brave knight,Brave Knight,9,49,22,28,98,False,False,light_combined,535
char__carpenter,carpenter,Carpenter,8,53,21,19,98,False,False,light_combined,536
char__chief,chief,Chief,3,21,68,45,98,False,False,light_combined,537
char__lector,lector,Lector,9,63,7,9,97,False,False,light_combined,538
char__wasp,wasp,Wasp,9,58,12,10,97,False,False,light_combined,539
char__yeti,yeti,Yeti,9,54,16,11,97,False,False,light_combined,540
char__goat_for_company_for_the_horses,goat for company for the horses,Goat For Company For The Horses,11,63,0,11,96,False,False,light_combined,541
char__his_horse,his horse,His Horse,9,63,6,15,96,False,False,light_combined,542
char__bacteria,bacteria,Bacteria,8,56,16,11,96,False,False,light_combined,543
char__guardsman,guardsman,Guardsman,8,53,19,23,96,False,False,light_combined,544
char__parrot,parrot,Parrot,8,43,29,17,96,False,False,light_combined,545
char__book_keeper,book keeper,Book Keeper,10,61,4,10,95,False,False,light_combined,546
char__agricultural_advisor,agricultural advisor,Agricultural Advisor,9,63,5,11,95,False,False,light_combined,547
char__firemen,firemen,Firemen,9,63,5,9,95,False,False,light_combined,548
char__royal_dog,royal dog,Royal Dog,9,63,5,11,95,False,False,light_combined,549
char__director,director,Director,9,52,16,13,95,False,False,light_combined,550
char__local_villagers,local villagers,Local Villagers,10,64,0,10,94,False,False,light_combined,551
char__wise_looking_turtle,wise-looking turtle,Wise-Looking Turtle,10,64,0,10,94,False,False,light_combined,552
char__tanner,tanner,Tanner,9,59,8,11,94,False,False,light_combined,553
char__woodpecker,woodpecker,Woodpecker,8,56,14,15,94,False,False,light_combined,554
char__family_members,family members,Family Members,7,49,24,27,94,False,False,light_combined,555
char__dragon_who_breathes_fire_and_won_t_let_her_out,dragon who breathes fire and won't let her out,Dragon Who Breathes Fire And Won'T Let Her Out,10,63,0,10,93,False,False,light_combined,556
char__exiled_person,exiled person,Exiled Person,10,63,0,10,93,False,False,light_combined,557
char__large_experienced_guard_with_a_grizzly_expression,large experienced guard with a grizzly expression,Large Experienced Guard With A Grizzly Expression,10,63,0,10,93,False,False,light_combined,558
char__nurse,nurse,Nurse,10,54,9,16,93,False,False,light_combined,559
char__chief_wife,chief wife,Chief Wife,9,63,3,9,93,False,False,light_combined,560
char__angels,angels,Angels,7,49,23,24,93,False,False,light_combined,561
char__young_student_reading_a_book_beneath_a_dogwood_tree,young student reading a book beneath a dogwood tree,Young Student Reading A Book Beneath A Dogwood Tree,10,62,0,10,92,False,False,light_combined,562
char__tax_agent,tax agent,Tax Agent,9,63,2,9,92,False,False,light_combined,563
char__party_goers,party goers,Party Goers,9,61,4,11,92,False,False,light_combined,564
char__most_evil_creature,most evil creature,Most Evil Creature,9,60,5,9,92,False,False,light_combined,565
char__wealthy_bookshop_owner,wealthy bookshop owner,Wealthy Bookshop Owner,11,58,0,11,91,False,False,light_combined,566
char__drunk_reeling_out_of_the_saloon,drunk reeling out of the saloon,Drunk Reeling Out Of The Saloon,10,61,0,10,91,False,False,light_combined,567
char__cleaning_maid,cleaning maid,Cleaning Maid,9,63,1,9,91,False,False,light_combined,568
char__descendant_of_the_sons,descendant of the sons,Descendant Of The Sons,9,63,1,9,91,False,False,light_combined,569
char__kings_bodyguard,kings bodyguard,Kings Bodyguard,9,63,1,9,91,False,False,light_combined,570
char__sword_makers,sword makers,Sword Makers,9,63,1,9,91,False,False,light_combined,571
char__usher,usher,Usher,9,60,4,11,91,False,False,light_combined,572
char__jailer,jailer,Jailer,9,58,6,11,91,False,False,light_combined,573
char__grave_digger,grave digger,Grave Digger,9,51,13,12,91,False,False,light_combined,574
char__trader_s_wife_that_traveled_with_him,trader's wife that traveled with him,Trader'S Wife That Traveled With Him,10,60,0,10,90,False,False,light_combined,575
char__large_spider_high_in_one_corner,large spider high in one corner,Large Spider High In One Corner,9,63,0,9,90,False,False,light_combined,576
char__people_in_the_observatory,people in the observatory,People In The Observatory,9,63,0,9,90,False,False,light_combined,577
char__small_foxes_who_have_made_the_ice_cave_their_home,small foxes who have made the ice cave their home,Small Foxes Who Have Made The Ice Cave Their Home,9,63,0,9,90,False,False,light_combined,578
char__soldier_named_zinney,soldier named zinney,Soldier Named Zinney,9,63,0,9,90,False,False,light_combined,579
char__spider_spins_its_web_in_the_pew_corner,spider spins its web in the pew corner,Spider Spins Its Web In The Pew Corner,9,63,0,9,90,False,False,light_combined,580
char__person_of_the_wood,person of the wood,Person Of The Wood,9,61,2,9,90,False,False,light_combined,581
char__waitress,waitress,Waitress,9,56,7,10,90,False,False,light_combined,582
char__snakes_slithering_around_the_cavern,snakes slithering around the cavern,Snakes Slithering Around The Cavern,9,62,0,9,89,False,False,light_combined,583
char__lady_of_the_court,lady of the court,Lady Of The Court,9,58,4,10,89,False,False,light_combined,584
char__spelunker,spelunker,Spelunker,9,56,6,9,89,False,False,light_combined,585
char__hangman,hangman,Hangman,8,55,10,9,89,False,False,light_combined,586
char__deckhand,deckhand,Deckhand,9,57,4,10,88,False,False,light_combined,587
char__stray_dogs,stray dogs,Stray Dogs,9,57,4,13,88,False,False,light_combined,588
char__knights_in_training,knights in training,Knights In Training,9,60,0,9,87,False,False,light_combined,589
char__wall_repairman,wall repairman,Wall Repairman,9,60,0,9,87,False,False,light_combined,590
char__maintenance_person,maintenance person,Maintenance Person,9,58,2,9,87,False,False,light_combined,591
char__eel,eel,Eel,5,35,37,19,87,False,False,light_combined,592
char__small_aggressive_looking_dog,small aggressive-looking dog,Small Aggressive-Looking Dog,9,59,0,9,86,False,False,light_combined,593
char__lady_of_the_house,lady of the house,Lady Of The House,9,56,3,12,86,False,False,light_combined,594
char__ugly_toad,ugly toad,Ugly Toad,8,56,6,8,86,False,False,light_combined,595
char__scorpions,scorpions,Scorpions,7,49,16,15,86,False,False,light_combined,596
char__fighter,fighter,Fighter,6,37,31,32,86,False,False,light_combined,597
char__chained_cat,chained cat,Chained Cat,10,55,0,10,85,False,False,light_combined,598
char__one_unicorn,one unicorn,One Unicorn,10,54,1,11,85,False,False,light_combined,599
char__curious_boy,curious boy,Curious Boy,9,58,0,9,85,False,False,light_combined,600
char__farmer_bob_s_wife,farmer bob's wife,Farmer Bob'S Wife,9,58,0,9,85,False,False,light_combined,601
char__fat_rats,fat rats,Fat Rats,9,57,1,10,85,False,False,light_combined,602
char__skeletons,skeletons,Skeletons,4,28,45,43,85,False,False,light_combined,603
char__scullery_boy,scullery boy,Scullery Boy,9,56,1,9,84,False,False,light_combined,604
char__dungeon_master,dungeon master,Dungeon Master,9,53,4,11,84,False,False,light_combined,605
char__scullery_maid,scullery maid,Scullery Maid,9,53,4,13,84,False,False,light_combined,606
char__troop,troop,Troop,9,52,5,12,84,False,False,light_combined,607
char__wild_boar,wild boar,Wild Boar,8,53,7,14,84,False,False,light_combined,608
char__care_taker,care taker,Care Taker,8,56,3,8,83,False,False,light_combined,609
char__groom_of_the_stool,groom of the stool,Groom Of The Stool,8,56,3,8,83,False,False,light_combined,610
char__occupant,occupant,Occupant,8,56,3,10,83,False,False,light_combined,611
char__fighters,fighters,Fighters,8,49,10,16,83,False,False,light_combined,612
char__maester,maester,Maester,8,49,10,10,83,False,False,light_combined,613
char__mystical_dragon,mystical dragon,Mystical Dragon,9,54,1,9,82,False,False,light_combined,614
char__sad_woman,sad woman,Sad Woman,8,56,2,8,82,False,False,light_combined,615
char__shop_keeper,shop keeper,Shop Keeper,8,56,2,9,82,False,False,light_combined,616
char__baby_dragon,baby dragon,Baby Dragon,8,53,5,9,82,False,False,light_combined,617
char__hawk,hawk,Hawk,8,44,14,11,82,False,False,light_combined,618
char__apothecary,apothecary,Apothecary,5,29,38,26,82,False,False,light_combined,619
char__wise_woman,wise woman,Wise Woman,9,46,8,11,81,False,False,light_combined,620
char__large_spiders,large spiders,Large Spiders,8,56,1,9,81,False,False,light_combined,621
char__organism,organism,Organism,8,50,7,9,81,False,False,light_combined,622
char__his_wolf_companion_always_at_his_side,his wolf companion always at his side,His Wolf Companion Always At His Side,9,53,0,9,80,False,False,light_combined,623
char__elderly_man,elderly man,Elderly Man,8,56,0,8,80,False,False,light_combined,624
char__lady_of_the_house_coming_to_greet_you,lady of the house coming to greet you,Lady Of The House Coming To Greet You,8,56,0,8,80,False,False,light_combined,625
char__religious_clerk,religious clerk,Religious Clerk,8,56,0,8,80,False,False,light_combined,626
char__sneaky_thief,sneaky thief,Sneaky Thief,8,53,3,10,80,False,False,light_combined,627
char__masons,masons,Masons,8,49,7,12,80,False,False,light_combined,628
char__smith,smith,Smith,5,29,36,27,80,False,False,light_combined,629
char__gravedigger_doing_his_work,gravedigger doing his work,Gravedigger Doing His Work,9,52,0,9,79,False,False,light_combined,630
char__high_priest_reading_an_arcane_book,high priest reading an arcane book,High Priest Reading An Arcane Book,9,52,0,9,79,False,False,light_combined,631
char__some_kind_of_police,some kind of police,Some Kind Of Police,8,55,0,8,79,False,False,light_combined,632
char__squire_still_keeping_everything_sharp,squire still keeping everything sharp,Squire Still Keeping Everything Sharp,8,55,0,8,79,False,False,light_combined,633
char__pet_goldfish,pet goldfish,Pet Goldfish,8,54,1,9,79,False,False,light_combined,634
char__hoakbera,hoakbera,Hoakbera,8,49,6,8,79,False,False,light_combined,635
char__hummingbird,hummingbird,Hummingbird,7,49,9,9,79,False,False,light_combined,636
char__wildlife,wildlife,Wildlife,5,35,29,28,79,False,False,light_combined,637
char__grim_reaper,grim reaper,Grim Reaper,8,52,2,9,78,False,False,light_combined,638
char__court_wizard,court wizard,Court Wizard,8,49,5,12,78,False,False,light_combined,639
char__watcher,watcher,Watcher,8,44,10,12,78,False,False,light_combined,640
char__foreigner,foreigner,Foreigner,7,49,8,11,78,False,False,light_combined,641
char__reindeer,reindeer,Reindeer,7,44,13,11,78,False,False,light_combined,642
char__beetle,beetle,Beetle,5,35,28,18,78,False,False,light_combined,643
char__caveman,caveman,Caveman,9,41,9,11,77,False,False,light_combined,644
char__boatswain,boatswain,Boatswain,8,50,3,8,77,False,False,light_combined,645
char__magical_elf,magical elf,Magical Elf,8,50,3,8,77,False,False,light_combined,646
char__pet_dog,pet dog,Pet Dog,8,49,4,12,77,False,False,light_combined,647
char__veteran,veteran,Veteran,7,46,10,12,77,False,False,light_combined,648
char__loved_one,loved one,Loved One,6,42,17,20,77,False,False,light_combined,649
char__royal_guard,royal guard,Royal Guard,4,27,38,37,77,False,False,light_combined,650
char__chilling_wind_or_voice,chilling wind or voice,Chilling Wind Or Voice,9,49,0,9,76,False,False,light_combined,651
char__person_who_adventured_the_cave_but_has_been_injured_and_is_awaiting_either_a_rescuer_or_death,person who adventured the cave but has been injured and is awaiting either a rescuer or death,Person Who Adventured The Cave But Has Been Injured And Is Awaiting Either A Rescuer Or Death,8,52,0,8,76,False,False,light_combined,652
char__old_men,old men,Old Men,8,50,2,10,76,False,False,light_combined,653
char__waiter,waiter,Waiter,8,50,2,8,76,False,False,light_combined,654
char__tribe_chief,tribe chief,Tribe Chief,8,49,3,8,76,False,False,light_combined,655
char__baby_shower,baby shower,Baby Shower,7,47,8,7,76,False,False,light_combined,656
char__dignitary,dignitary,Dignitary,7,42,13,10,76,False,False,light_combined,657
char__mosquito,mosquito,Mosquito,6,42,16,18,76,False,False,light_combined,658
char__artist,artist,Artist,4,28,36,35,76,False,False,light_combined,659
char__merchant_who_sells_his_goods_at_the_most_popular_area_around,merchant who sells his goods at the most popular area around,Merchant Who Sells His Goods At The Most Popular Area Around,8,51,0,8,75,False,False,light_combined,660
char__wizard_of_the_town,wizard of the town,Wizard Of The Town,8,51,0,8,75,False,False,light_combined,661
char__diseased_distempered_dog,diseased distempered dog,Diseased Distempered Dog,8,50,1,8,75,False,False,light_combined,662
char__enigmatic_wizard,enigmatic wizard,Enigmatic Wizard,8,50,1,8,75,False,False,light_combined,663
char__local_artist,local artist,Local Artist,8,50,1,8,75,False,False,light_combined,664
char__treasure_seekers,treasure seekers,Treasure Seekers,8,48,3,10,75,False,False,light_combined,665
char__king_s_son,king's son,King'S Son,7,49,5,9,75,False,False,light_combined,666
char__jesters,jesters,Jesters,6,29,28,24,75,False,False,light_combined,667
char__staircase,staircase,Staircase,5,22,38,27,75,False,False,light_combined,668
char__amphibian,amphibian,Amphibian,7,49,4,9,74,False,False,light_combined,669
char__gamekeeper,gamekeeper,Gamekeeper,7,49,4,7,74,False,False,light_combined,670
char__large_spider,large spider,Large Spider,7,49,4,8,74,False,False,light_combined,671
char__shipwright,shipwright,Shipwright,10,40,3,10,73,False,False,light_combined,672
char__bazaar_owner,bazaar owner,Bazaar Owner,9,45,1,10,73,False,False,light_combined,673
char__god_of_their_pagan_religion,god of their pagan religion,God Of Their Pagan Religion,8,49,0,8,73,False,False,light_combined,674
char__tern,tern,Tern,8,48,1,8,73,False,False,light_combined,675
char__bighorn_sheep,bighorn sheep,Bighorn Sheep,7,49,3,8,73,False,False,light_combined,676
char__veterinarian,veterinarian,Veterinarian,7,49,3,10,73,False,False,light_combined,677
char__gecko,gecko,Gecko,7,43,9,8,73,False,False,light_combined,678
char__grazing_milk_cow_in_the_background,grazing milk cow in the background,Grazing Milk Cow In The Background,9,45,0,9,72,False,False,light_combined,679
char__garter_snake,garter snake,Garter Snake,7,49,2,9,72,False,False,light_combined,680
char__woodland_spirits,woodland spirits,Woodland Spirits,7,47,4,8,72,False,False,light_combined,681
char__big_sheep_like_brown_dog,big sheep-like brown dog,Big Sheep-Like Brown Dog,8,47,0,8,71,False,False,light_combined,682
char__pet_cat,pet cat,Pet Cat,8,47,0,8,71,False,False,light_combined,683
char__surface_dweller,surface dweller,Surface Dweller,7,49,1,7,71,False,False,light_combined,684
char__manservant,manservant,Manservant,7,44,6,9,71,False,False,light_combined,685
char__survivors,survivors,Survivors,7,44,6,12,71,False,False,light_combined,686
char__otter,otter,Otter,6,42,11,7,71,False,False,light_combined,687
char__albino_fish_totally_blind_swims_in_a_tiny_pool,albino fish totally blind swims in a tiny pool,Albino Fish Totally Blind Swims In A Tiny Pool,8,46,0,8,70,False,False,light_combined,688
char__bloodied_prisoner,bloodied prisoner,Bloodied Prisoner,8,46,0,8,70,False,False,light_combined,689
char__knight_in_shining_armor,knight in shining armor,Knight In Shining Armor,8,46,0,8,70,False,False,light_combined,690
char__child_lost_from_his_mother,child lost from his mother,Child Lost From His Mother,7,49,0,7,70,False,False,light_combined,691
