character_id,utterance_id,episode_id,turn_index
char__king,utt__train_ep_003347__008,train_ep_003347,8
char__princess,utt__train_ep_003347__009,train_ep_003347,9
char__king,utt__train_ep_003347__010,train_ep_003347,10
char__princess,utt__train_ep_003347__011,train_ep_003347,11
char__king,utt__train_ep_003347__012,train_ep_003347,12
char__princess,utt__train_ep_003347__013,train_ep_003347,13
char__king,utt__train_ep_003404__000,train_ep_003404,0
char__guard,utt__train_ep_003404__001,train_ep_003404,1
char__king,utt__train_ep_003404__002,train_ep_003404,2
char__guard,utt__train_ep_003404__003,train_ep_003404,3
char__king,utt__train_ep_003404__004,train_ep_003404,4
char__guard,utt__train_ep_003404__005,train_ep_003404,5
char__king,utt__train_ep_003404__006,train_ep_003404,6
char__guard,utt__train_ep_003404__007,train_ep_003404,7
char__king,utt__train_ep_003404__008,train_ep_003404,8
char__guard,utt__train_ep_003404__009,train_ep_003404,9
char__king,utt__train_ep_003404__010,train_ep_003404,10
char__guard,utt__train_ep_003404__011,train_ep_003404,11
char__king,utt__train_ep_003404__012,train_ep_003404,12
char__guard,utt__train_ep_003404__013,train_ep_003404,13
char__officer,utt__train_ep_003405__000,train_ep_003405,0
char__king,utt__train_ep_003405__001,train_ep_003405,1
char__officer,utt__train_ep_003405__002,train_ep_003405,2
char__king,utt__train_ep_003405__003,train_ep_003405,3
char__officer,utt__train_ep_003405__004,train_ep_003405,4
char__king,utt__train_ep_003405__005,train_ep_003405,5
char__officer,utt__train_ep_003405__006,train_ep_003405,6
char__king,utt__train_ep_003405__007,train_ep_003405,7
char__officer,utt__train_ep_003405__008,train_ep_003405,8
char__king,utt__train_ep_003405__009,train_ep_003405,9
char__officer,utt__train_ep_003405__010,train_ep_003405,10
char__king,utt__train_ep_003405__011,train_ep_003405,11
char__officer,utt__train_ep_003405__012,train_ep_003405,12
char__king,utt__train_ep_003405__013,train_ep_003405,13
char__king,utt__train_ep_003412__000,train_ep_003412,0
char__knight,utt__train_ep_003412__001,train_ep_003412,1
char__king,utt__train_ep_003412__002,train_ep_003412,2
char__knight,utt__train_ep_003412__003,train_ep_003412,3
char__king,utt__train_ep_003412__004,train_ep_003412,4
char__knight,utt__train_ep_003412__005,train_ep_003412,5
char__king,utt__train_ep_003412__006,train_ep_003412,6
char__knight,utt__train_ep_003412__007,train_ep_003412,7
char__king,utt__train_ep_003412__008,train_ep_003412,8
char__knight,utt__train_ep_003412__009,train_ep_003412,9
char__king,utt__train_ep_003412__010,train_ep_003412,10
char__knight,utt__train_ep_003412__011,train_ep_003412,11
char__king,utt__train_ep_003412__012,train_ep_003412,12
char__knight,utt__train_ep_003412__013,train_ep_003412,13
char__courtier,utt__train_ep_003424__000,train_ep_003424,0
char__king,utt__train_ep_003424__001,train_ep_003424,1
char__courtier,utt__train_ep_003424__002,train_ep_003424,2
char__king,utt__train_ep_003424__003,train_ep_003424,3
char__courtier,utt__train_ep_003424__004,train_ep_003424,4
char__king,utt__train_ep_003424__005,train_ep_003424,5
char__courtier,utt__train_ep_003424__006,train_ep_003424,6
char__king,utt__train_ep_003424__007,train_ep_003424,7
char__courtier,utt__train_ep_003424__008,train_ep_003424,8
char__king,utt__train_ep_003424__009,train_ep_003424,9
char__courtier,utt__train_ep_003424__010,train_ep_003424,10
char__king,utt__train_ep_003424__011,train_ep_003424,11
char__courtier,utt__train_ep_003424__012,train_ep_003424,12
char__king,utt__train_ep_003424__013,train_ep_003424,13
char__sioux_chef,utt__train_ep_003530__000,train_ep_003530,0
char__king,utt__train_ep_003530__001,train_ep_003530,1
char__sioux_chef,utt__train_ep_003530__002,train_ep_003530,2
char__king,utt__train_ep_003530__003,train_ep_003530,3
char__sioux_chef,utt__train_ep_003530__004,train_ep_003530,4
char__king,utt__train_ep_003530__005,train_ep_003530,5
char__sioux_chef,utt__train_ep_003530__006,train_ep_003530,6
char__king,utt__train_ep_003530__007,train_ep_003530,7
char__sioux_chef,utt__train_ep_003530__008,train_ep_003530,8
char__king,utt__train_ep_003530__009,train_ep_003530,9
char__sioux_chef,utt__train_ep_003530__010,train_ep_003530,10
char__king,utt__train_ep_003530__011,train_ep_003530,11
char__sioux_chef,utt__train_ep_003530__012,train_ep_003530,12
char__king,utt__train_ep_003530__013,train_ep_003530,13
char__debtor,utt__train_ep_003532__000,train_ep_003532,0
char__king,utt__train_ep_003532__001,train_ep_003532,1
char__debtor,utt__train_ep_003532__002,train_ep_003532,2
char__king,utt__train_ep_003532__003,train_ep_003532,3
char__debtor,utt__train_ep_003532__004,train_ep_003532,4
char__king,utt__train_ep_003532__005,train_ep_003532,5
char__debtor,utt__train_ep_003532__006,train_ep_003532,6
char__king,utt__train_ep_003532__007,train_ep_003532,7
char__debtor,utt__train_ep_003532__008,train_ep_003532,8
char__king,utt__train_ep_003532__009,train_ep_003532,9
char__debtor,utt__train_ep_003532__010,train_ep_003532,10
char__king,utt__train_ep_003532__011,train_ep_003532,11
char__debtor,utt__train_ep_003532__012,train_ep_003532,12
char__king,utt__train_ep_003532__013,train_ep_003532,13
char__king,utt__train_ep_003581__000,train_ep_003581,0
char__brother,utt__train_ep_003581__001,train_ep_003581,1
char__king,utt__train_ep_003581__002,train_ep_003581,2
char__brother,utt__train_ep_003581__003,train_ep_003581,3
char__king,utt__train_ep_003581__004,train_ep_003581,4
char__brother,utt__train_ep_003581__005,train_ep_003581,5
char__king,utt__train_ep_003581__006,train_ep_003581,6
char__brother,utt__train_ep_003581__007,train_ep_003581,7
char__king,utt__train_ep_003581__008,train_ep_003581,8
char__brother,utt__train_ep_003581__009,train_ep_003581,9
char__king,utt__train_ep_003581__010,train_ep_003581,10
char__brother,utt__train_ep_003581__011,train_ep_003581,11
char__king,utt__train_ep_003581__012,train_ep_003581,12
char__brother,utt__train_ep_003581__013,train_ep_003581,13
char__king,utt__train_ep_003604__000,train_ep_003604,0
char__trader,utt__train_ep_003604__001,train_ep_003604,1
char__king,utt__train_ep_003604__002,train_ep_003604,2
char__trader,utt__train_ep_003604__003,train_ep_003604,3
char__king,utt__train_ep_003604__004,train_ep_003604,4
char__trader,utt__train_ep_003604__005,train_ep_003604,5
char__king,utt__train_ep_003604__006,train_ep_003604,6
char__trader,utt__train_ep_003604__007,train_ep_003604,7
char__king,utt__train_ep_003604__008,train_ep_003604,8
char__trader,utt__train_ep_003604__009,train_ep_003604,9
char__king,utt__train_ep_003604__010,train_ep_003604,10
char__trader,utt__train_ep_003604__011,train_ep_003604,11
char__king,utt__train_ep_003604__012,train_ep_003604,12
char__trader,utt__train_ep_003604__013,train_ep_003604,13
char__king,utt__train_ep_003605__000,train_ep_003605,0
char__servant,utt__train_ep_003605__001,train_ep_003605,1
char__king,utt__train_ep_003605__002,train_ep_003605,2
char__servant,utt__train_ep_003605__003,train_ep_003605,3
char__king,utt__train_ep_003605__004,train_ep_003605,4
char__servant,utt__train_ep_003605__005,train_ep_003605,5
char__king,utt__train_ep_003605__006,train_ep_003605,6
char__servant,utt__train_ep_003605__007,train_ep_003605,7
char__king,utt__train_ep_003605__008,train_ep_003605,8
char__servant,utt__train_ep_003605__009,train_ep_003605,9
char__king,utt__train_ep_003605__010,train_ep_003605,10
char__servant,utt__train_ep_003605__011,train_ep_003605,11
char__king,utt__train_ep_003605__012,train_ep_003605,12
char__servant,utt__train_ep_003605__013,train_ep_003605,13
char__king,utt__train_ep_003607__000,train_ep_003607,0
char__queen,utt__train_ep_003607__001,train_ep_003607,1
char__king,utt__train_ep_003607__002,train_ep_003607,2
char__queen,utt__train_ep_003607__003,train_ep_003607,3
char__king,utt__train_ep_003607__004,train_ep_003607,4
char__queen,utt__train_ep_003607__005,train_ep_003607,5
char__king,utt__train_ep_003607__006,train_ep_003607,6
char__queen,utt__train_ep_003607__007,train_ep_003607,7
char__king,utt__train_ep_003607__008,train_ep_003607,8
char__queen,utt__train_ep_003607__009,train_ep_003607,9
char__king,utt__train_ep_003607__010,train_ep_003607,10
char__queen,utt__train_ep_003607__011,train_ep_003607,11
char__king,utt__train_ep_003607__012,train_ep_003607,12
char__queen,utt__train_ep_003607__013,train_ep_003607,13
char__king,utt__train_ep_003613__000,train_ep_003613,0
char__townperson,utt__train_ep_003613__001,train_ep_003613,1
char__guest,utt__train_ep_003616__000,train_ep_003616,0
char__king,utt__train_ep_003616__001,train_ep_003616,1
char__guest,utt__train_ep_003616__002,train_ep_003616,2
char__king,utt__train_ep_003616__003,train_ep_003616,3
char__guest,utt__train_ep_003616__004,train_ep_003616,4
char__king,utt__train_ep_003616__005,train_ep_003616,5
char__guest,utt__train_ep_003616__006,train_ep_003616,6
char__king,utt__train_ep_003616__007,train_ep_003616,7
char__guest,utt__train_ep_003616__008,train_ep_003616,8
char__king,utt__train_ep_003616__009,train_ep_003616,9
char__guest,utt__train_ep_003616__010,train_ep_003616,10
char__king,utt__train_ep_003616__011,train_ep_003616,11
char__guest,utt__train_ep_003616__012,train_ep_003616,12
char__king,utt__train_ep_003616__013,train_ep_003616,13
char__waiting_priest,utt__train_ep_003630__000,train_ep_003630,0
char__king,utt__train_ep_003630__001,train_ep_003630,1
char__waiting_priest,utt__train_ep_003630__002,train_ep_003630,2
char__king,utt__train_ep_003630__003,train_ep_003630,3
char__waiting_priest,utt__train_ep_003630__004,train_ep_003630,4
char__king,utt__train_ep_003630__005,train_ep_003630,5
char__waiting_priest,utt__train_ep_003630__006,train_ep_003630,6
char__king,utt__train_ep_003630__007,train_ep_003630,7
char__waiting_priest,utt__train_ep_003630__008,train_ep_003630,8
char__king,utt__train_ep_003630__009,train_ep_003630,9
char__waiting_priest,utt__train_ep_003630__010,train_ep_003630,10
char__king,utt__train_ep_003630__011,train_ep_003630,11
char__waiting_priest,utt__train_ep_003630__012,train_ep_003630,12
char__king,utt__train_ep_003630__013,train_ep_003630,13
char__guard,utt__train_ep_003643__000,train_ep_003643,0
char__king,utt__train_ep_003643__001,train_ep_003643,1
char__guard,utt__train_ep_003643__002,train_ep_003643,2
char__king,utt__train_ep_003643__003,train_ep_003643,3
char__guard,utt__train_ep_003643__004,train_ep_003643,4
char__king,utt__train_ep_003643__005,train_ep_003643,5
char__guard,utt__train_ep_003643__006,train_ep_003643,6
char__person,utt__train_ep_003694__000,train_ep_003694,0
char__king,utt__train_ep_003694__001,train_ep_003694,1
char__person,utt__train_ep_003694__002,train_ep_003694,2
char__king,utt__train_ep_003694__003,train_ep_003694,3
char__person,utt__train_ep_003694__004,train_ep_003694,4
char__king,utt__train_ep_003694__005,train_ep_003694,5
char__person,utt__train_ep_003694__006,train_ep_003694,6
char__king,utt__train_ep_003694__007,train_ep_003694,7
char__person,utt__train_ep_003694__008,train_ep_003694,8
char__king,utt__train_ep_003694__009,train_ep_003694,9
char__person,utt__train_ep_003694__010,train_ep_003694,10
char__king,utt__train_ep_003694__011,train_ep_003694,11
char__person,utt__train_ep_003694__012,train_ep_003694,12
char__king,utt__train_ep_003694__013,train_ep_003694,13
char__king,utt__train_ep_003699__000,train_ep_003699,0
char__kings,utt__train_ep_003699__001,train_ep_003699,1
char__king,utt__train_ep_003699__002,train_ep_003699,2
char__kings,utt__train_ep_003699__003,train_ep_003699,3
char__king,utt__train_ep_003699__004,train_ep_003699,4
char__kings,utt__train_ep_003699__005,train_ep_003699,5
char__king,utt__train_ep_003699__006,train_ep_003699,6
char__kings,utt__train_ep_003699__007,train_ep_003699,7
char__king,utt__train_ep_003699__008,train_ep_003699,8
char__kings,utt__train_ep_003699__009,train_ep_003699,9
char__king,utt__train_ep_003699__010,train_ep_003699,10
char__kings,utt__train_ep_003699__011,train_ep_003699,11
char__king,utt__train_ep_003699__012,train_ep_003699,12
char__kings,utt__train_ep_003699__013,train_ep_003699,13
char__merchant,utt__train_ep_003706__000,train_ep_003706,0
char__king,utt__train_ep_003706__001,train_ep_003706,1
char__merchant,utt__train_ep_003706__002,train_ep_003706,2
char__king,utt__train_ep_003706__003,train_ep_003706,3
char__merchant,utt__train_ep_003706__004,train_ep_003706,4
char__king,utt__train_ep_003706__005,train_ep_003706,5
char__merchant,utt__train_ep_003706__006,train_ep_003706,6
char__king,utt__train_ep_003706__007,train_ep_003706,7
char__merchant,utt__train_ep_003706__008,train_ep_003706,8
char__king,utt__train_ep_003706__009,train_ep_003706,9
char__merchant,utt__train_ep_003706__010,train_ep_003706,10
char__king,utt__train_ep_003706__011,train_ep_003706,11
char__merchant,utt__train_ep_003706__012,train_ep_003706,12
char__king,utt__train_ep_003706__013,train_ep_003706,13
char__blacksmith,utt__train_ep_003709__000,train_ep_003709,0
char__king,utt__train_ep_003709__001,train_ep_003709,1
char__blacksmith,utt__train_ep_003709__002,train_ep_003709,2
char__king,utt__train_ep_003709__003,train_ep_003709,3
char__blacksmith,utt__train_ep_003709__004,train_ep_003709,4
char__king,utt__train_ep_003709__005,train_ep_003709,5
char__blacksmith,utt__train_ep_003709__006,train_ep_003709,6
char__king,utt__train_ep_003709__007,train_ep_003709,7
char__blacksmith,utt__train_ep_003709__008,train_ep_003709,8
char__king,utt__train_ep_003709__009,train_ep_003709,9
char__blacksmith,utt__train_ep_003709__010,train_ep_003709,10
char__king,utt__train_ep_003709__011,train_ep_003709,11
char__blacksmith,utt__train_ep_003709__012,train_ep_003709,12
char__king,utt__train_ep_003709__013,train_ep_003709,13
char__maid,utt__train_ep_003718__000,train_ep_003718,0
char__king,utt__train_ep_003718__001,train_ep_003718,1
char__maid,utt__train_ep_003718__002,train_ep_003718,2
char__king,utt__train_ep_003718__003,train_ep_003718,3
char__maid,utt__train_ep_003718__004,train_ep_003718,4
char__king,utt__train_ep_003718__005,train_ep_003718,5
char__maid,utt__train_ep_003718__006,train_ep_003718,6
char__king,utt__train_ep_003718__007,train_ep_003718,7
char__maid,utt__train_ep_003718__008,train_ep_003718,8
char__king,utt__train_ep_003718__009,train_ep_003718,9
char__maid,utt__train_ep_003718__010,train_ep_003718,10
char__king,utt__train_ep_003718__011,train_ep_003718,11
char__maid,utt__train_ep_003718__012,train_ep_003718,12
char__king,utt__train_ep_003718__013,train_ep_003718,13
char__queen,utt__train_ep_003723__000,train_ep_003723,0
char__king,utt__train_ep_003723__001,train_ep_003723,1
char__queen,utt__train_ep_003723__002,train_ep_003723,2
char__king,utt__train_ep_003723__003,train_ep_003723,3
char__queen,utt__train_ep_003723__004,train_ep_003723,4
char__king,utt__train_ep_003723__005,train_ep_003723,5
char__queen,utt__train_ep_003723__006,train_ep_003723,6
char__king,utt__train_ep_003723__007,train_ep_003723,7
char__queen,utt__train_ep_003723__008,train_ep_003723,8
char__king,utt__train_ep_003723__009,train_ep_003723,9
char__queen,utt__train_ep_003723__010,train_ep_003723,10
char__king,utt__train_ep_003723__011,train_ep_003723,11
char__queen,utt__train_ep_003723__012,train_ep_003723,12
char__king,utt__train_ep_003723__013,train_ep_003723,13
char__king,utt__train_ep_003738__000,train_ep_003738,0
char__noble,utt__train_ep_003738__001,train_ep_003738,1
char__king,utt__train_ep_003738__002,train_ep_003738,2
char__noble,utt__train_ep_003738__003,train_ep_003738,3
char__king,utt__train_ep_003738__004,train_ep_003738,4
char__noble,utt__train_ep_003738__005,train_ep_003738,5
char__king,utt__train_ep_003738__006,train_ep_003738,6
char__noble,utt__train_ep_003738__007,train_ep_003738,7
char__king,utt__train_ep_003738__008,train_ep_003738,8
char__noble,utt__train_ep_003738__009,train_ep_003738,9
char__king,utt__train_ep_003738__010,train_ep_003738,10
char__noble,utt__train_ep_003738__011,train_ep_003738,11
char__king,utt__train_ep_003738__012,train_ep_003738,12
char__noble,utt__train_ep_003738__013,train_ep_003738,13
char__king,utt__train_ep_003807__000,train_ep_003807,0
char__young_student_reading_a_book_beneath_a_dogwood_tree,utt__train_ep_003807__001,train_ep_003807,1
char__king,utt__train_ep_003807__002,train_ep_003807,2
char__young_student_reading_a_book_beneath_a_dogwood_tree,utt__train_ep_003807__003,train_ep_003807,3
char__king,utt__train_ep_003807__004,train_ep_003807,4
char__young_student_reading_a_book_beneath_a_dogwood_tree,utt__train_ep_003807__005,train_ep_003807,5
char__king,utt__train_ep_003807__006,train_ep_003807,6
char__young_student_reading_a_book_beneath_a_dogwood_tree,utt__train_ep_003807__007,train_ep_003807,7
char__king,utt__train_ep_003807__008,train_ep_003807,8
char__young_student_reading_a_book_beneath_a_dogwood_tree,utt__train_ep_003807__009,train_ep_003807,9
char__king,utt__train_ep_003807__010,train_ep_003807,10
char__young_student_reading_a_book_beneath_a_dogwood_tree,utt__train_ep_003807__011,train_ep_003807,11
char__king,utt__train_ep_003807__012,train_ep_003807,12
char__young_student_reading_a_book_beneath_a_dogwood_tree,utt__train_ep_003807__013,train_ep_003807,13
char__king,utt__train_ep_003895__000,train_ep_003895,0
char__queen,utt__train_ep_003895__001,train_ep_003895,1
char__king,utt__train_ep_004048__000,train_ep_004048,0
char__brother,utt__train_ep_004048__001,train_ep_004048,1
char__king,utt__train_ep_004048__002,train_ep_004048,2
char__brother,utt__train_ep_004048__003,train_ep_004048,3
char__king,utt__train_ep_004048__004,train_ep_004048,4
char__brother,utt__train_ep_004048__005,train_ep_004048,5
char__king,utt__train_ep_004048__006,train_ep_004048,6
char__brother,utt__train_ep_004048__007,train_ep_004048,7
char__king,utt__train_ep_004048__008,train_ep_004048,8
char__brother,utt__train_ep_004048__009,train_ep_004048,9
char__king,utt__train_ep_004048__010,train_ep_004048,10
char__brother,utt__train_ep_004048__011,train_ep_004048,11
char__king,utt__train_ep_004048__012,train_ep_004048,12
char__brother,utt__train_ep_004048__013,train_ep_004048,13
char__servant,utt__train_ep_004068__000,train_ep_004068,0
char__king,utt__train_ep_004068__001,train_ep_004068,1
char__servant,utt__train_ep_004068__002,train_ep_004068,2
char__king,utt__train_ep_004068__003,train_ep_004068,3
char__servant,utt__train_ep_004068__004,train_ep_004068,4
char__king,utt__train_ep_004068__005,train_ep_004068,5
char__servant,utt__train_ep_004068__006,train_ep_004068,6
char__king,utt__train_ep_004068__007,train_ep_004068,7
char__servant,utt__train_ep_004068__008,train_ep_004068,8
char__king,utt__train_ep_004068__009,train_ep_004068,9
char__servant,utt__train_ep_004068__010,train_ep_004068,10
char__king,utt__train_ep_004068__011,train_ep_004068,11
char__servant,utt__train_ep_004068__012,train_ep_004068,12
char__king,utt__train_ep_004068__013,train_ep_004068,13
char__townperson,utt__train_ep_004080__000,train_ep_004080,0
char__king,utt__train_ep_004080__001,train_ep_004080,1
char__townperson,utt__train_ep_004080__002,train_ep_004080,2
char__king,utt__train_ep_004080__003,train_ep_004080,3
char__townperson,utt__train_ep_004080__004,train_ep_004080,4
char__king,utt__train_ep_004080__005,train_ep_004080,5
char__townperson,utt__train_ep_004080__006,train_ep_004080,6
char__king,utt__train_ep_004080__007,train_ep_004080,7
char__townperson,utt__train_ep_004080__008,train_ep_004080,8
char__king,utt__train_ep_004080__009,train_ep_004080,9
char__townperson,utt__train_ep_004080__010,train_ep_004080,10
char__king,utt__train_ep_004080__011,train_ep_004080,11
char__townperson,utt__train_ep_004080__012,train_ep_004080,12
char__king,utt__train_ep_004080__013,train_ep_004080,13
char__guest,utt__train_ep_004084__000,train_ep_004084,0
char__king,utt__train_ep_004084__001,train_ep_004084,1
char__guest,utt__train_ep_004084__002,train_ep_004084,2
char__king,utt__train_ep_004084__003,train_ep_004084,3
char__guest,utt__train_ep_004084__004,train_ep_004084,4
char__king,utt__train_ep_004084__005,train_ep_004084,5
char__guest,utt__train_ep_004084__006,train_ep_004084,6
char__king,utt__train_ep_004084__007,train_ep_004084,7
char__guest,utt__train_ep_004084__008,train_ep_004084,8
char__king,utt__train_ep_004084__009,train_ep_004084,9
char__guest,utt__train_ep_004084__010,train_ep_004084,10
char__king,utt__train_ep_004084__011,train_ep_004084,11
char__guest,utt__train_ep_004084__012,train_ep_004084,12
char__king,utt__train_ep_004084__013,train_ep_004084,13
char__king,utt__train_ep_004098__000,train_ep_004098,0
char__princess,utt__train_ep_004098__001,train_ep_004098,1
char__king,utt__train_ep_004098__002,train_ep_004098,2
char__princess,utt__train_ep_004098__003,train_ep_004098,3
char__king,utt__train_ep_004098__004,train_ep_004098,4
char__princess,utt__train_ep_004098__005,train_ep_004098,5
char__king,utt__train_ep_004098__006,train_ep_004098,6
char__princess,utt__train_ep_004098__007,train_ep_004098,7
char__king,utt__train_ep_004098__008,train_ep_004098,8
char__princess,utt__train_ep_004098__009,train_ep_004098,9
char__king,utt__train_ep_004098__010,train_ep_004098,10
char__princess,utt__train_ep_004098__011,train_ep_004098,11
char__king,utt__train_ep_004098__012,train_ep_004098,12
char__princess,utt__train_ep_004098__013,train_ep_004098,13
char__royal_family,utt__train_ep_004111__000,train_ep_004111,0
char__king,utt__train_ep_004111__001,train_ep_004111,1
char__royal_family,utt__train_ep_004111__002,train_ep_004111,2
char__king,utt__train_ep_004111__003,train_ep_004111,3
char__royal_family,utt__train_ep_004111__004,train_ep_004111,4
char__king,utt__train_ep_004111__005,train_ep_004111,5
char__royal_family,utt__train_ep_004111__006,train_ep_004111,6
char__king,utt__train_ep_004111__007,train_ep_004111,7
char__royal_family,utt__train_ep_004111__008,train_ep_004111,8
char__king,utt__train_ep_004111__009,train_ep_004111,9
char__royal_family,utt__train_ep_004111__010,train_ep_004111,10
char__king,utt__train_ep_004111__011,train_ep_004111,11
char__royal_family,utt__train_ep_004111__012,train_ep_004111,12
char__king,utt__train_ep_004111__013,train_ep_004111,13
char__king,utt__train_ep_004120__000,train_ep_004120,0
char__child,utt__train_ep_004120__001,train_ep_004120,1
char__king,utt__train_ep_004120__002,train_ep_004120,2
char__child,utt__train_ep_004120__003,train_ep_004120,3
char__king,utt__train_ep_004120__004,train_ep_004120,4
char__child,utt__train_ep_004120__005,train_ep_004120,5
char__king,utt__train_ep_004120__006,train_ep_004120,6
char__child,utt__train_ep_004120__007,train_ep_004120,7
char__king,utt__train_ep_004120__008,train_ep_004120,8
char__child,utt__train_ep_004120__009,train_ep_004120,9
char__king,utt__train_ep_004120__010,train_ep_004120,10
char__child,utt__train_ep_004120__011,train_ep_004120,11
char__king,utt__train_ep_004120__012,train_ep_004120,12
char__child,utt__train_ep_004120__013,train_ep_004120,13
char__king,utt__train_ep_004124__000,train_ep_004124,0
char__servant,utt__train_ep_004124__001,train_ep_004124,1
char__king,utt__train_ep_004124__002,train_ep_004124,2
char__servant,utt__train_ep_004124__003,train_ep_004124,3
char__king,utt__train_ep_004124__004,train_ep_004124,4
char__servant,utt__train_ep_004124__005,train_ep_004124,5
char__king,utt__train_ep_004124__006,train_ep_004124,6
char__servant,utt__train_ep_004124__007,train_ep_004124,7
char__king,utt__train_ep_004124__008,train_ep_004124,8
char__servant,utt__train_ep_004124__009,train_ep_004124,9
char__king,utt__train_ep_004124__010,train_ep_004124,10
char__servant,utt__train_ep_004124__011,train_ep_004124,11
char__king,utt__train_ep_004124__012,train_ep_004124,12
char__servant,utt__train_ep_004124__013,train_ep_004124,13
char__diplomat,utt__train_ep_004145__000,train_ep_004145,0
char__king,utt__train_ep_004145__001,train_ep_004145,1
char__diplomat,utt__train_ep_004145__002,train_ep_004145,2
char__king,utt__train_ep_004145__003,train_ep_004145,3
char__diplomat,utt__train_ep_004145__004,train_ep_004145,4
char__king,utt__train_ep_004145__005,train_ep_004145,5
char__diplomat,utt__train_ep_004145__006,train_ep_004145,6
char__king,utt__train_ep_004145__007,train_ep_004145,7
char__diplomat,utt__train_ep_004145__008,train_ep_004145,8
char__king,utt__train_ep_004145__009,train_ep_004145,9
char__diplomat,utt__train_ep_004145__010,train_ep_004145,10
char__king,utt__train_ep_004145__011,train_ep_004145,11
char__diplomat,utt__train_ep_004145__012,train_ep_004145,12
char__king,utt__train_ep_004145__013,train_ep_004145,13
char__servant,utt__train_ep_004163__000,train_ep_004163,0
char__king,utt__train_ep_004163__001,train_ep_004163,1
char__servant,utt__train_ep_004163__002,train_ep_004163,2
char__king,utt__train_ep_004163__003,train_ep_004163,3
char__servant,utt__train_ep_004163__004,train_ep_004163,4
char__king,utt__train_ep_004163__005,train_ep_004163,5
char__servant,utt__train_ep_004163__006,train_ep_004163,6
char__king,utt__train_ep_004163__007,train_ep_004163,7
char__servant,utt__train_ep_004163__008,train_ep_004163,8
char__king,utt__train_ep_004163__009,train_ep_004163,9
char__servant,utt__train_ep_004163__010,train_ep_004163,10
char__king,utt__train_ep_004163__011,train_ep_004163,11
char__servant,utt__train_ep_004163__012,train_ep_004163,12
char__king,utt__train_ep_004163__013,train_ep_004163,13
char__blacksmith,utt__train_ep_004190__000,train_ep_004190,0
char__king,utt__train_ep_004190__001,train_ep_004190,1
char__blacksmith,utt__train_ep_004190__002,train_ep_004190,2
char__king,utt__train_ep_004190__003,train_ep_004190,3
char__blacksmith,utt__train_ep_004190__004,train_ep_004190,4
char__king,utt__train_ep_004190__005,train_ep_004190,5
char__blacksmith,utt__train_ep_004190__006,train_ep_004190,6
char__king,utt__train_ep_004190__007,train_ep_004190,7
char__blacksmith,utt__train_ep_004190__008,train_ep_004190,8
char__king,utt__train_ep_004190__009,train_ep_004190,9
char__blacksmith,utt__train_ep_004190__010,train_ep_004190,10
char__king,utt__train_ep_004190__011,train_ep_004190,11
char__blacksmith,utt__train_ep_004190__012,train_ep_004190,12
char__king,utt__train_ep_004190__013,train_ep_004190,13
char__king,utt__train_ep_004200__000,train_ep_004200,0
char__chef,utt__train_ep_004200__001,train_ep_004200,1
char__king,utt__train_ep_004200__002,train_ep_004200,2
char__chef,utt__train_ep_004200__003,train_ep_004200,3
char__king,utt__train_ep_004200__004,train_ep_004200,4
char__chef,utt__train_ep_004200__005,train_ep_004200,5
char__king,utt__train_ep_004200__006,train_ep_004200,6
char__chef,utt__train_ep_004200__007,train_ep_004200,7
char__king,utt__train_ep_004200__008,train_ep_004200,8
char__chef,utt__train_ep_004200__009,train_ep_004200,9
char__king,utt__train_ep_004200__010,train_ep_004200,10
char__chef,utt__train_ep_004200__011,train_ep_004200,11
char__king,utt__train_ep_004200__012,train_ep_004200,12
char__chef,utt__train_ep_004200__013,train_ep_004200,13
char__king,utt__train_ep_004202__000,train_ep_004202,0
char__spider,utt__train_ep_004202__001,train_ep_004202,1
char__king,utt__train_ep_004202__002,train_ep_004202,2
char__spider,utt__train_ep_004202__003,train_ep_004202,3
char__king,utt__train_ep_004202__004,train_ep_004202,4
char__spider,utt__train_ep_004202__005,train_ep_004202,5
char__king,utt__train_ep_004202__006,train_ep_004202,6
char__spider,utt__train_ep_004202__007,train_ep_004202,7
char__king,utt__train_ep_004202__008,train_ep_004202,8
char__spider,utt__train_ep_004202__009,train_ep_004202,9
char__king,utt__train_ep_004202__010,train_ep_004202,10
char__spider,utt__train_ep_004202__011,train_ep_004202,11
char__king,utt__train_ep_004202__012,train_ep_004202,12
char__spider,utt__train_ep_004202__013,train_ep_004202,13
char__queen,utt__train_ep_004208__000,train_ep_004208,0
char__king,utt__train_ep_004208__001,train_ep_004208,1
char__queen,utt__train_ep_004208__002,train_ep_004208,2
char__king,utt__train_ep_004208__003,train_ep_004208,3
char__queen,utt__train_ep_004208__004,train_ep_004208,4
char__king,utt__train_ep_004208__005,train_ep_004208,5
char__queen,utt__train_ep_004208__006,train_ep_004208,6
char__king,utt__train_ep_004208__007,train_ep_004208,7
char__queen,utt__train_ep_004208__008,train_ep_004208,8
char__king,utt__train_ep_004208__009,train_ep_004208,9
char__queen,utt__train_ep_004208__010,train_ep_004208,10
char__king,utt__train_ep_004208__011,train_ep_004208,11
char__queen,utt__train_ep_004208__012,train_ep_004208,12
char__king,utt__train_ep_004208__013,train_ep_004208,13
char__princess,utt__train_ep_004228__000,train_ep_004228,0
char__king,utt__train_ep_004228__001,train_ep_004228,1
char__princess,utt__train_ep_004228__002,train_ep_004228,2
char__king,utt__train_ep_004228__003,train_ep_004228,3
