episode_id,object_id,object_name,object_count_in_episode
train_ep_002222,obj__bottles__529ec26c,bottles,14
train_ep_002222,obj__nautical_themed_decor__1e2560de,nautical themed decor,14
train_ep_002223,obj__seat__554e4b55,seat,14
train_ep_002223,obj__golden_cloth__97aa2af8,golden cloth,14
train_ep_002223,obj__golden_trim__74cc75fd,golden trim,14
train_ep_002223,obj__religious_text__7b1aac89,religious text,1
train_ep_002224,obj__spring_nearby__223e4ebc,spring nearby,14
train_ep_002224,obj__sand__88336b5b,sand,14
train_ep_002224,obj__torn_fabric__a4073b7a,torn fabric,11
train_ep_002224,obj__campfire__a0511348,campfire,14
train_ep_002224,obj__stick__37f8bf33,stick,14
train_ep_002224,obj__wand__642fd86b,wand,8
train_ep_002225,obj__coin__96a9519b,coin,12
train_ep_002225,obj__artifact__8e5b948a,artifact,14
train_ep_002225,obj__door__2feaaf89,door,14
train_ep_002225,obj__things__e64c3132,things,14
train_ep_002226,obj__gold__e07e81c2,gold,3
train_ep_002226,obj__wooden_headboard__b8610d6b,wooden headboard,3
train_ep_002226,obj__door__2feaaf89,door,3
train_ep_002226,obj__fancy_roof__77deaa16,fancy roof,3
train_ep_002226,obj__sword__f3b462d9,sword,3
train_ep_002226,obj__jewel__29d233ae,jewel,3
train_ep_002226,obj__painting__6a7c1b1d,painting,3
train_ep_002226,obj__large_wardrobe__7b0380d4,large wardrobe,3
train_ep_002226,obj__map_of_the_kingdom__2c65bd82,map of the kingdom,3
train_ep_002226,obj__large_bed__fcb7005b,large bed,3
train_ep_002226,obj__large_tapestry__98d7f45f,large tapestry,3
train_ep_002227,obj__bee_hive__9ce088b5,bee hive,14
train_ep_002227,obj__plant__9ea0a36b,plant,14
train_ep_002227,obj__nests__9e4addf3,nests,14
train_ep_002227,obj__tree__c0af77cf,tree,14
train_ep_002228,obj__enchanted_amulet__cae6f1f3,enchanted amulet,8
train_ep_002228,obj__flower__608f0b98,flower,14
train_ep_002228,obj__small_dirt_country_road__489d72c5,small dirt country road,14
train_ep_002228,obj__waterfall__911b1ca4,waterfall,14
train_ep_002228,obj__tree__c0af77cf,tree,14
train_ep_002229,obj__well__f9323f5b,well,14
train_ep_002229,obj__cobblestone__e5ee4c19,cobblestone,14
train_ep_002229,obj__street__1f4a9685,street,14
train_ep_002229,obj__general_store__53a8fbb0,general store,14
train_ep_002229,obj__building__1b20e902,building,14
train_ep_002229,obj__chair__a09272b5,chair,14
train_ep_002229,obj__road__3c68cbe4,road,14
train_ep_002229,obj__candy_shop__7b16bcac,candy shop,14
train_ep_002229,obj__streetlight__424e4b7f,streetlight,14
train_ep_002229,obj__sign__04b29480,sign,14
train_ep_002229,obj__door__2feaaf89,door,14
train_ep_002230,obj__large_stone_fireplace__e98ede63,large stone fireplace,14
train_ep_002230,obj__heavy_blanket__a0a97a12,heavy blanket,10
train_ep_002230,obj__bed__001cbc05,bed,14
train_ep_002230,obj__floor_to_ceiling_mirror__a0c94dbc,floor to ceiling mirror,14
train_ep_002230,obj__door__2feaaf89,door,14
train_ep_002230,obj__tapestry__8873d146,tapestry,14
train_ep_002231,obj__large_dark_oak_and_gold_bench__c2ec298d,large dark oak and gold bench,14
train_ep_002231,obj__drapes__05fa6332,drapes,14
train_ep_002231,obj__confessional__f24d3972,confessional,14
train_ep_002231,obj__alter__5667da2f,alter,14
train_ep_002231,obj__hard_bench__e34ea7fd,hard bench,14
train_ep_002231,obj__piano__d113f1c3,piano,14
train_ep_002231,obj__wooden_cross__1b3dffb3,wooden cross,14
train_ep_002232,obj__bar__37b51d19,bar,4
train_ep_002232,obj__horse_trough__6eb62bb1,horse trough,14
train_ep_002232,obj__church__916586c8,church,14
train_ep_002233,obj__weapon__282aa351,weapon,9
train_ep_002233,obj__skull__f13460bd,skull,7
train_ep_002233,obj__magic_book__56b3a09c,magic book,3
train_ep_002234,obj__sculpture__5aeef5db,sculpture,14
train_ep_002234,obj__jewel__29d233ae,jewel,14
train_ep_002234,obj__red_carpet__268d65fc,red carpet,14
train_ep_002234,obj__gold__e07e81c2,gold,12
train_ep_002235,obj__drapery__daeb14f9,drapery,14
train_ep_002235,obj__ornament__417d2d18,ornament,14
train_ep_002235,obj__wardrobe__e1c8ac33,wardrobe,14
train_ep_002235,obj__lamps__399daeca,lamps,2
train_ep_002235,obj__chair__a09272b5,chair,14
train_ep_002235,obj__rug__717de68e,rug,14
train_ep_002235,obj__big_bed__aa3d4fd7,big bed,14
train_ep_002236,obj__painting__6a7c1b1d,painting,14
train_ep_002236,obj__calm_water_fountain__839a635a,calm water fountain,14
train_ep_002236,obj__statue__a643f0c6,statue,14
train_ep_002237,obj__tapestry__8873d146,tapestry,4
train_ep_002237,obj__temple__44fdfd6b,temple,4
train_ep_002237,obj__red_silk_prayer_bench__4683e4a4,red silk prayer bench,4
train_ep_002237,obj__alter__5667da2f,alter,4
train_ep_002237,obj__candle__ce23a732,candle,4
train_ep_002237,obj__prayer_book__02828fc9,prayer book,4
train_ep_002238,obj__tent__7b65dcf0,tent,14
train_ep_002238,obj__sleeping_bag__7b66f470,sleeping bag,14
train_ep_002239,obj__washing_board__62fd5c41,washing board,12
train_ep_002239,obj__cloth__b9d27d6b,cloth,14
train_ep_002239,obj__small_alter__e8b14be8,small alter,14
train_ep_002239,obj__boat__dd8fc45d,boat,14
train_ep_002239,obj__shrub__2f5bae73,shrub,14
train_ep_002239,obj__lake__97d986e2,lake,14
train_ep_002239,obj__green_short_grass__78409116,green short grass,14
train_ep_002239,obj__tree__c0af77cf,tree,14
train_ep_002240,obj__treasure__82210e61,treasure,14
train_ep_002240,obj__tree__c0af77cf,tree,14
train_ep_002240,obj__stone__0a840ef4,stone,14
train_ep_002240,obj__treasure_map__ed5c105a,treasure map,4
train_ep_002240,obj__trail__c6b8b330,trail,14
train_ep_002240,obj__flower__608f0b98,flower,10
train_ep_002241,obj__letter__f5b75010,letter,14
train_ep_002241,obj__shelf__1f650330,shelf,14
train_ep_002241,obj__cursed_amulet__573403c6,cursed amulet,14
train_ep_002241,obj__shop_counter__2c0d0a0f,shop counter,14
train_ep_002241,obj__tool__39ab32c5,tool,14
train_ep_002241,obj__talisman__54466dc2,talisman,14
train_ep_002241,obj__ware__f52845d1,ware,14
train_ep_002242,obj__axe__c89ee4a2,axe,4
train_ep_002242,obj__mace__22213c39,mace,14
train_ep_002242,obj__shield__28c69b4c,shield,14
train_ep_002242,obj__chain__9951112f,chain,14
train_ep_002242,obj__crossbow__68ea5b5f,crossbow,9
train_ep_002242,obj__longbows__fd739c14,longbows,14
train_ep_002242,obj__bow__18222660,bow,14
train_ep_002242,obj__sword__f3b462d9,sword,14
train_ep_002242,obj__key__3c6e0b8a,key,14
train_ep_002242,obj__small_bucket__4269bdf5,small bucket,11
train_ep_002243,obj__stone_fireplace__a49374de,stone fireplace,14
train_ep_002243,obj__torch__69756f3c,torch,11
train_ep_002243,obj__window__05b8c74c,window,14
train_ep_002243,obj__well_equipped_kitchen__1c17cb56,well-equipped kitchen,14
train_ep_002243,obj__bar_counter__526e63ea,bar counter,14
train_ep_002243,obj__chair__a09272b5,chair,14
train_ep_002244,obj__candle__ce23a732,candle,14
train_ep_002244,obj__ornate_mosaic__ef0ca3aa,ornate mosaic,14
train_ep_002244,obj__sarcophagus__f9c81e6c,sarcophagus,14
train_ep_002244,obj__rose__fcdc7b42,rose,5
train_ep_002244,obj__tile__13181d8c,tile,14
train_ep_002244,obj__mosaic__0964b521,mosaic,14
train_ep_002244,obj__shrine__86454297,shrine,14
train_ep_002245,obj__book__821f0328,book,7
train_ep_002245,obj__steel_statue__106172e1,steel statue,14
train_ep_002246,obj__rug__717de68e,rug,6
train_ep_002246,obj__candle_stick__db7f7097,candle stick,6
train_ep_002246,obj__carpet__37c6ab2f,carpet,6
train_ep_002246,obj__dish__d51f95cd,dish,6
train_ep_002246,obj__painting__6a7c1b1d,painting,6
train_ep_002246,obj__chair__a09272b5,chair,6
train_ep_002246,obj__tapestry__8873d146,tapestry,6
train_ep_002246,obj__candle__ce23a732,candle,5
train_ep_002246,obj__table__aab9e1de,table,6
train_ep_002246,obj__cherry_wood_colored_table__17bd66cd,cherry wood colored table,6
train_ep_002246,obj__wall__2d86bdac,wall,6
train_ep_002247,obj__tapestry__8873d146,tapestry,14
train_ep_002247,obj__sculpture__5aeef5db,sculpture,14
train_ep_002247,obj__candle__ce23a732,candle,14
train_ep_002247,obj__wrought_iron_chandelier__bc9ae526,wrought iron chandelier,14
train_ep_002247,obj__tomb__bc804441,tomb,14
train_ep_002248,obj__wind__7e25b972,wind,14
train_ep_002248,obj__skeleton__84df077b,skeleton,14
train_ep_002248,obj__sand__88336b5b,sand,14
train_ep_002248,obj__hill__debaee4a,hill,14
train_ep_002248,obj__sun__ebd556e6,sun,14
train_ep_002249,obj__boat__dd8fc45d,boat,3
train_ep_002249,obj__pole__8ebcf604,pole,3
train_ep_002249,obj__wood_flooring__8ed44a5e,wood flooring,3
train_ep_002249,obj__small_wooden_structure__2eb6e08b,small wooden structure,3
train_ep_002250,obj__beam__5435eeb7,beam,14
train_ep_002250,obj__horse_tack__a26c0077,horse tack,12
train_ep_002250,obj__stone__0a840ef4,stone,14
train_ep_002250,obj__horse__f1bdf5ed,horse,14
train_ep_002250,obj__shovel__2c997ee3,shovel,14
train_ep_002250,obj__wall__2d86bdac,wall,14
train_ep_002250,obj__hay__4982b37a,hay,14
train_ep_002250,obj__stable__f40faf63,stable,14
train_ep_002250,obj__trough__bdd00dfe,trough,14
train_ep_002262,obj__sword__f3b462d9,sword,2
train_ep_002267,obj__dress__ccaaac95,dress,2
train_ep_002279,obj__purse__204e3937,purse,1
train_ep_002293,obj__jacket__f4ebf8a0,jacket,3
train_ep_002294,obj__sleeping_bag__7b66f470,sleeping bag,7
train_ep_002301,obj__bible__a7c01f5c,bible,2
train_ep_002321,obj__coin__96a9519b,coin,1
train_ep_002336,obj__paper__7e3f6604,paper,2
train_ep_002343,obj__baskets_of_freshly_caught_fish__8abc7c51,baskets of freshly-caught fish,6
train_ep_002352,obj__bag__4a827154,bag,6
train_ep_002369,obj__small_bucket__4269bdf5,small bucket,11
train_ep_002372,obj__books__7d8949bc,books,12
train_ep_002382,obj__rolling_pin__0c89c315,rolling pin,2
train_ep_002386,obj__crown__408e69f6,crown,8
train_ep_002398,obj__small_bucket__4269bdf5,small bucket,2
train_ep_002419,obj__sleeping_bag__7b66f470,sleeping bag,9
train_ep_002419,obj__chisel__323e689c,chisel,7
train_ep_002424,obj__robe__3950a4dc,robe,7
train_ep_002429,obj__broom__5bfab488,broom,12
train_ep_002434,obj__road__3c68cbe4,road,28
train_ep_002434,obj__stall__f0069dfe,stall,14
train_ep_002434,obj__rock__9a1f3094,rock,14
train_ep_002434,obj__shop__fb54f3c5,shop,14
train_ep_002434,obj__tower__79835ea3,tower,14
train_ep_002434,obj__hitching_post__c1aa141d,hitching post,14
train_ep_002434,obj__buildings__a1b0311b,buildings,14
train_ep_002434,obj__dirt__c90b1198,dirt,14
train_ep_002435,obj__candle__ce23a732,candle,14
train_ep_002435,obj__religous_texts__ca9ee77f,religous texts,10
train_ep_002435,obj__box__34be958a,box,14
train_ep_002435,obj__tapes_and_records__28af5f81,tapes and records,14
train_ep_002435,obj__ceremonial_hat__8ff9fe75,ceremonial hat,14
train_ep_002435,obj__book__821f0328,book,14
train_ep_002435,obj__cabinet__6f796183,cabinet,14
train_ep_002435,obj__text__1cb251ec,text,14
train_ep_002435,obj__bookcase__796ab53a,bookcase,14
train_ep_002435,obj__tape__3ad76632,tape,14
train_ep_002435,obj__robe__3950a4dc,robe,14
train_ep_002435,obj__closet__840c6b39,closet,14
train_ep_002436,obj__floor__75158758,floor,14
train_ep_002436,obj__ceiling__246b2dd5,ceiling,14
train_ep_002436,obj__bush__dbbc546e,bush,14
train_ep_002437,obj__table__aab9e1de,table,14
train_ep_002437,obj__glass__2570c919,glass,14
train_ep_002437,obj__fence__dc42bba7,fence,14
train_ep_002437,obj__baptism_pool__db08472a,baptism pool,14
train_ep_002437,obj__bench__1d28d258,bench,14
train_ep_002437,obj__flower__608f0b98,flower,14
train_ep_002437,obj__roof__3a393f7a,roof,14
train_ep_002438,obj__frost_window__af45409e,frost window,14
train_ep_002438,obj__worshipper__067dfc54,worshipper,14
train_ep_002438,obj__stage__9a8c2b9d,stage,14
train_ep_002438,obj__cross__22aadb26,cross,14
train_ep_002438,obj__gold_trim__526da778,gold trim,14
train_ep_002438,obj__big_organ__435c8830,big organ,14
train_ep_002438,obj__window__05b8c74c,window,14
train_ep_002438,obj__bench__1d28d258,bench,14
train_ep_002438,obj__huge_frost_window__b3b7e31e,huge frost window,14
train_ep_002439,obj__wooden_fence__89954ec5,wooden fence,14
train_ep_002439,obj__shovel__2c997ee3,shovel,14
train_ep_002440,obj__animal__1e4483e8,animal,14
train_ep_002440,obj__plant__9ea0a36b,plant,7
train_ep_002440,obj__wood_is_gathered_to_make_fire__13c56c22,wood is gathered to make fire,6
train_ep_002440,obj__tree__c0af77cf,tree,14
train_ep_002441,obj__coin__96a9519b,coin,14
train_ep_002441,obj__flower__608f0b98,flower,14
train_ep_002441,obj__small_water_spring__583c7fc5,small water spring,14
train_ep_002441,obj__treasure_chest__758181f6,treasure chest,13
train_ep_002441,obj__tree__c0af77cf,tree,14
train_ep_002442,obj__tower__79835ea3,tower,14
train_ep_002442,obj__wall__2d86bdac,wall,14
train_ep_002442,obj__artwork__431a210e,artwork,14
train_ep_002442,obj__stone__0a840ef4,stone,6
train_ep_002442,obj__room__fef2576d,room,14
train_ep_002442,obj__crack__463c8a75,crack,14
train_ep_002442,obj__crevice__67f4ee23,crevice,14
train_ep_002443,obj__flower__608f0b98,flower,14
train_ep_002443,obj__grass__09d440e4,grass,14
train_ep_002443,obj__brook__4843d65c,brook,14
train_ep_002443,obj__dead_people__d415a08e,dead people,14
train_ep_002443,obj__thorn_bush__dc9a5bd4,thorn bush,14
train_ep_002443,obj__meadow__07a42035,meadow,14
train_ep_002444,obj__merchandise__93d1fa1b,merchandise,14
train_ep_002444,obj__pot__ecbfde13,pot,14
train_ep_002444,obj__kettle__a442b546,kettle,14
train_ep_002445,obj__rope_bridge__657c3187,rope bridge,14
train_ep_002445,obj__babbling_brook__af496cb9,babbling brook,14
train_ep_002445,obj__food__62506be3,food,4
train_ep_002445,obj__tree__c0af77cf,tree,14
train_ep_002446,obj__grain__c7730632,grain,7
train_ep_002446,obj__wheelbarrows__6ccbceaa,wheelbarrows,14
train_ep_002447,obj__peg__ac401416,peg,14
train_ep_002447,obj__rusty_bar__905126ea,rusty bar,14
train_ep_002447,obj__manical__8a653a0b,manical,14
train_ep_002448,obj__cell_phone__1d688452,cell phone,14
train_ep_002448,obj__computer__df53ca26,computer,14
train_ep_002448,obj__chair__a09272b5,chair,14
train_ep_002448,obj__medicine__d9e5d212,medicine,14
train_ep_002448,obj__food__62506be3,food,14
train_ep_002448,obj__table__aab9e1de,table,14
train_ep_002449,obj__dust__63712a25,dust,14
train_ep_002449,obj__block__14511f2f,block,14
train_ep_002449,obj__sky__900bc885,sky,14
train_ep_002449,obj__grass__09d440e4,grass,14
train_ep_002449,obj__window__05b8c74c,window,14
train_ep_002449,obj__rough_stone_floor__06de05c0,rough stone floor,14
train_ep_002449,obj__grappling_hook__aa3f0428,grappling hook,14
train_ep_002449,obj__doorway__8d60d347,doorway,14
train_ep_002449,obj__tower__79835ea3,tower,14
train_ep_002449,obj__gray_stone__8859a5fa,gray stone,14
train_ep_002450,obj__blanket__b24f10fa,blanket,14
train_ep_002450,obj__altar__ff70cae5,altar,14
train_ep_002450,obj__bed__001cbc05,bed,14
train_ep_002451,obj__welcome_mat__fc0d07ca,welcome mat,14
train_ep_002451,obj__coat__77eaa26c,coat,14
train_ep_002451,obj__mud__c95e3dd9,mud,14
train_ep_002451,obj__fan__50bd8c21,fan,14
train_ep_002451,obj__shoes__b0a8b6f8,shoes,14
train_ep_002451,obj__door__2feaaf89,door,14
train_ep_002451,obj__rack__11690b09,rack,14
train_ep_002451,obj__hats__f4efffe4,hats,14
train_ep_002451,obj__wet_outer_wear__e4457038,wet outer wear,14
train_ep_002451,obj__single_bulb_of_light__babcad85,single bulb of light,14
train_ep_002451,obj__tray__75b2ade1,tray,12
train_ep_002452,obj__candle__ce23a732,candle,3
train_ep_002452,obj__moss__06a311b9,moss,14
train_ep_002452,obj__shield__28c69b4c,shield,1
train_ep_002453,obj__knocker__6551d3cd,knocker,14
train_ep_002453,obj__door__2feaaf89,door,14
train_ep_002453,obj__window__05b8c74c,window,14
train_ep_002453,obj__small_sliding_window_covered_with_metal__1267d427,small sliding window covered with metal,14
train_ep_002453,obj__rivet__be43c2c5,rivet,14
train_ep_002453,obj__knocking_nob__8297f90a,knocking nob,14
train_ep_002454,obj__floor__75158758,floor,14
train_ep_002455,obj__table__aab9e1de,table,14
train_ep_002455,obj__small_candle_holder__87e00597,small candle holder,14
train_ep_002455,obj__small_wooden_table__09919883,small wooden table,14
train_ep_002455,obj__mirror__fbe322a8,mirror,14
train_ep_002455,obj__candle__ce23a732,candle,14
train_ep_002455,obj__quills__a65f94ad,quills,14
train_ep_002455,obj__parchment__cc1681e6,parchment,3
train_ep_002455,obj__pot__ecbfde13,pot,14
train_ep_002455,obj__small_window__e75d1d7c,small window,14
train_ep_002456,obj__shield__28c69b4c,shield,14
train_ep_002456,obj__sweetmeat__20eb3f71,sweetmeat,6
train_ep_002456,obj__banner__12df53fe,banner,14
train_ep_002456,obj__rough_clothing__0f8af01c,rough clothing,14
train_ep_002456,obj__roasting_meat__6c2db81b,roasting meat,14
train_ep_002456,obj__wine__3f206bd2,wine,14
train_ep_002457,obj__beast__b878bc12,beast,14
train_ep_002457,obj__tree__c0af77cf,tree,14
train_ep_002457,obj__jungle__5d991220,jungle,14
train_ep_002457,obj__plant__9ea0a36b,plant,14
train_ep_002457,obj__grape__b781cbb2,grape,9
train_ep_002457,obj__impassable_vegetation__8d07f65a,impassable vegetation,14
train_ep_002458,obj__statue__a643f0c6,statue,14
train_ep_002458,obj__painting__6a7c1b1d,painting,14
train_ep_002458,obj__torch__69756f3c,torch,14
train_ep_002458,obj__candle__ce23a732,candle,14
train_ep_002458,obj__door__2feaaf89,door,14
train_ep_002458,obj__pillar__590d8d93,pillar,14
train_ep_002458,obj__drawing__d8eb8762,drawing,14
train_ep_002458,obj__altar__ff70cae5,altar,14
train_ep_002459,obj__old_shack__8562c06c,old shack,14
train_ep_002459,obj__tree__c0af77cf,tree,14
train_ep_002459,obj__ghost__71144850,ghost,14
train_ep_002459,obj__adventurer_s_remains__61bcc500,adventurer's remains,14
train_ep_002459,obj__swamp__5d47a77d,swamp,14
train_ep_002460,obj__turquoise_color_water__0b38299c,turquoise color water,14
train_ep_002460,obj__thing__8afc1e9b,thing,14
train_ep_002460,obj__gem__9855b7f5,gem,14
train_ep_002460,obj__water__9460370b,water,14
train_ep_002460,obj__fish__83e4a96a,fish,14
train_ep_002460,obj__treasure__82210e61,treasure,14
train_ep_002460,obj__mermaid__2ccb3dd4,mermaid,14
train_ep_002460,obj__shell__2591c98b,shell,14
train_ep_002460,obj__gold__e07e81c2,gold,14
train_ep_002460,obj__crab__bd589331,crab,14
train_ep_002460,obj__stone__0a840ef4,stone,14
train_ep_002461,obj__jewel__29d233ae,jewel,13
train_ep_002462,obj__golden_goblet__b813daca,golden goblet,3
train_ep_002462,obj__table__aab9e1de,table,14
train_ep_002462,obj__candelabra__02475550,candelabra,14
train_ep_002462,obj__sculptures__3b80b907,sculptures,14
train_ep_002462,obj__vast_ceilings__1ee4cb75,vast ceilings,14
train_ep_002462,obj__large_ornate_table__053d4c9c,large ornate table,28
train_ep_002462,obj__higher_dining_table__227786b4,higher dining table,14
train_ep_002463,obj__timber__f22152af,timber,14
train_ep_002463,obj__block__14511f2f,block,14
train_ep_002463,obj__block_and_tackle__12050bc8,block and tackle,14
train_ep_002463,obj__axes__42b47eed,axes,14
train_ep_002463,obj__rotted_wood_timber__50f13209,rotted wood timber,4
train_ep_002463,obj__mine_cart__9090ba7a,mine cart,14
train_ep_002463,obj__stone__0a840ef4,stone,14
train_ep_002463,obj__ore__be98d2fd,ore,14
train_ep_002463,obj__grass__09d440e4,grass,14
train_ep_002464,obj__leaf__bab4ff04,leaf,5
train_ep_002464,obj__wall__2d86bdac,wall,14
train_ep_002465,obj__baskets_of_freshly_caught_fish__8abc7c51,baskets of freshly-caught fish,14
train_ep_002465,obj__stained_wooden_troughs__45ba836b,stained wooden troughs,14
train_ep_002465,obj__piece_of_old_sun_bleached_sailcloth__b8978feb,piece of old sun-bleached sailcloth,14
train_ep_002465,obj__old_sun_bleached_sailcloth__95d193e8,old sun-bleached sailcloth,14
train_ep_002465,obj__cutting_board__6d9b7831,cutting board,14
train_ep_002465,obj__table__aab9e1de,table,14
train_ep_002466,obj__towel__226f863b,towel,13
train_ep_002466,obj__sand_that_is_white_as_snow__2e097339,sand that is white as snow,14
train_ep_002466,obj__water_is_as_clear_as_a_crystal__1a70064f,water is as clear as a crystal,14
train_ep_002466,obj__tunic__5f7f5750,tunic,3
train_ep_002467,obj__old_machinery__ff774a18,old machinery,14
train_ep_002467,obj__cobweb__0366e5f3,cobweb,14
train_ep_002467,obj__lamp__263addb7,lamp,12
train_ep_002467,obj__torch__69756f3c,torch,14
train_ep_002467,obj__rock_wall__22084bc7,rock wall,14
train_ep_002467,obj__machinery__cc68ce7f,machinery,14
train_ep_002468,obj__colorful_lizard__f9b3e2e6,colorful lizard,28
train_ep_002468,obj__rock__9a1f3094,rock,14
train_ep_002468,obj__knife__4cbfe673,knife,11
train_ep_002468,obj__wooden_spit__82032ff9,wooden spit,14
train_ep_002468,obj__table__aab9e1de,table,14
train_ep_002468,obj__small_fire__96bb4181,small fire,14
train_ep_002468,obj__coconut__763b8741,coconut,13
train_ep_002468,obj__pot__ecbfde13,pot,14
train_ep_002468,obj__cup__f3f58ee4,cup,14
train_ep_002469,obj__step__2764ca9d,step,14
train_ep_002469,obj__bone__a57fc812,bone,14
train_ep_002469,obj__wall__2d86bdac,wall,14
train_ep_002469,obj__palace__667940ea,palace,14
train_ep_002469,obj__door__2feaaf89,door,14
train_ep_002470,obj__bone__a57fc812,bone,3
train_ep_002470,obj__spiderwebs__90a475fe,spiderwebs,14
train_ep_002471,obj__goddess__5e37719b,goddess,4
train_ep_002471,obj__ornament__417d2d18,ornament,4
train_ep_002472,obj__shed__5589981e,shed,14
train_ep_002472,obj__large_gate__0f1083bf,large gate,14
train_ep_002472,obj__wood__22811dd9,wood,12
train_ep_002472,obj__barn__5dfcc0aa,barn,14
train_ep_002473,obj__giant_withered_oak_tree__2dd891f9,giant withered oak tree,14
train_ep_002473,obj__gravestones_some_at_oblique_angles__c2eafe40,gravestones some at oblique angles,14
train_ep_002473,obj__corroded_vessels_placed__8e9f38a4,corroded vessels placed,14
train_ep_002473,obj__slight_fog__de8b85d5,slight fog,14
train_ep_002474,obj__hill__debaee4a,hill,14
train_ep_002474,obj__flower__608f0b98,flower,14
train_ep_002475,obj__bed__001cbc05,bed,14
train_ep_002475,obj__jewelry__449de323,jewelry,14
train_ep_002475,obj__chifferobe__0b2d9319,chifferobe,14
train_ep_002475,obj__mattress__64b51654,mattress,14
train_ep_002475,obj__bell__8d45c85b,bell,10
train_ep_002475,obj__plush_mattress__4841c20b,plush mattress,14
train_ep_002476,obj__bear__893b56e3,bear,14
train_ep_002476,obj__art__2c5f64ab,art,14
train_ep_002476,obj__wall__2d86bdac,wall,14
train_ep_002477,obj__book__821f0328,book,14
train_ep_002477,obj__sacred_flame__fb44211c,sacred flame,14
train_ep_002478,obj__incense_burner__53158abd,incense burner,14
train_ep_002479,obj__bar__37b51d19,bar,14
train_ep_002479,obj__ring__1a5df958,ring,1
train_ep_002480,obj__alarm_horn__d20ed7a8,alarm horn,2
train_ep_002480,obj__spears__8ba35d7d,spears,2
train_ep_002480,obj__bows__e949ecf5,bows,2
train_ep_002481,obj__poster__49e20b87,poster,14
train_ep_002481,obj__stool__801f91a6,stool,14
train_ep_002481,obj__wooden_bar__e18010fd,wooden bar,14
train_ep_002481,obj__fluid__5cfea13b,fluid,14
train_ep_002481,obj__barnacle__d2ba9502,barnacle,14
train_ep_002482,obj__small_bed__facfd127,small bed,2
train_ep_002482,obj__dirty_wooden_bucket__d13b74e9,dirty wooden bucket,2
train_ep_002482,obj__desk_chair__9a353467,desk chair,2
train_ep_002483,obj__wall__2d86bdac,wall,14
train_ep_002483,obj__cell__8d27600b,cell,14
train_ep_002483,obj__torch__69756f3c,torch,2
train_ep_002483,obj__bar__37b51d19,bar,14
train_ep_002485,obj__grave__386a023b,grave,14
train_ep_002485,obj__rock__9a1f3094,rock,12
train_ep_002486,obj__garden__e2704f30,garden,14
train_ep_002486,obj__outside_castle__fd9e3171,outside castle,14
train_ep_002486,obj__stone__0a840ef4,stone,14
train_ep_002486,obj__flower__608f0b98,flower,14
train_ep_002487,obj__canopy__ea9e8078,canopy,5
train_ep_002487,obj__foliage__bae73ab7,foliage,5
train_ep_002487,obj__tree__c0af77cf,tree,5
train_ep_002487,obj__skeletons__138f64f4,skeletons,5
train_ep_002487,obj__old_weapons__2a6f79dd,old weapons,5
train_ep_002487,obj__arrow__9022a153,arrow,5
train_ep_002488,obj__book__821f0328,book,5
train_ep_002488,obj__building__1b20e902,building,5
train_ep_002488,obj__stair__8148a665,stair,5
train_ep_002488,obj__bell__8d45c85b,bell,5
train_ep_002488,obj__bell_tower__53496f39,bell tower,5
train_ep_002489,obj__water_tower__01fa0e05,water tower,14
train_ep_002489,obj__water__9460370b,water,14
train_ep_002489,obj__mud__c95e3dd9,mud,14
train_ep_002490,obj__escape_tunnel__1b49b7eb,escape tunnel,14
train_ep_002490,obj__chain__9951112f,chain,6
train_ep_002490,obj__coal__5271e118,coal,6
train_ep_002491,obj__plant_matter__243142a7,plant matter,14
train_ep_002491,obj__vine__a77b5176,vine,5
train_ep_002491,obj__home__106a6c24,home,14
train_ep_002491,obj__waterfall__911b1ca4,waterfall,14
train_ep_002491,obj__cloth__b9d27d6b,cloth,14
train_ep_002491,obj__large_leaves__57c0a245,large leaves,7
train_ep_002491,obj__bag__4a827154,bag,1
train_ep_002492,obj__fossil__bd2ad056,fossil,14
train_ep_002492,obj__enchanted_torch__16750954,enchanted torch,14
train_ep_002493,obj__bed__001cbc05,bed,14
train_ep_002493,obj__trunk__8d0411b3,trunk,14
train_ep_002494,obj__pillar__590d8d93,pillar,8
train_ep_002494,obj__stall__f0069dfe,stall,8
train_ep_002495,obj__lion__6b42d00c,lion,14
train_ep_002495,obj__crystal__cc989606,crystal,12
train_ep_002496,obj__tree__c0af77cf,tree,14
train_ep_002496,obj__church__916586c8,church,14
train_ep_002496,obj__narrow_door__7026bb84,narrow door,14
train_ep_002496,obj__floor__75158758,floor,14
train_ep_002496,obj__door__2feaaf89,door,14
train_ep_002496,obj__window__05b8c74c,window,14
train_ep_002496,obj__black_ceiling__3108d9f2,black ceiling,14
train_ep_002497,obj__coin__96a9519b,coin,14
train_ep_002497,obj__pastel_sky__9647f673,pastel sky,14
train_ep_002497,obj__candy__c48ba993,candy,5
train_ep_002497,obj__grass__09d440e4,grass,14
train_ep_002497,obj__floor__75158758,floor,14
train_ep_002497,obj__rainbow__cd13b6a6,rainbow,14
train_ep_002498,obj__dead_body__6d339e07,dead body,9
train_ep_002498,obj__window__05b8c74c,window,14
train_ep_002498,obj__bone__a57fc812,bone,5
train_ep_002498,obj__pool_of_blood__76bf9a65,pool of blood,14
train_ep_002499,obj__temple__44fdfd6b,temple,14
train_ep_002499,obj__wall__2d86bdac,wall,14
train_ep_002499,obj__text__1cb251ec,text,14
