character_id,normalized_name,canonical_name,is_focus_character,is_generic_name,appearance_count,speaker_turn_count,mention_count,unique_episode_count,total_score,overall_rank,source
char__alligator,alligator,Alligator,False,False,12,72,33,24,141,378,light_combined
char__monkey_friend,monkey friend,Monkey Friend,False,False,15,93,2,17,140,379,light_combined
char__royal_member,royal member,Royal Member,False,False,15,93,2,16,140,380,light_combined
char__head_priest,head priest,Head Priest,False,False,12,95,9,14,140,381,light_combined
char__stable_hand,stable hand,Stable Hand,False,False,12,80,24,26,140,382,light_combined
char__werewolf,werewolf,Werewolf,False,False,11,70,37,25,140,383,light_combined
char__wizards,wizards,Wizards,False,False,10,57,53,50,140,384,light_combined
char__fairy_interpreter,fairy interpreter,Fairy Interpreter,False,False,14,92,5,15,139,385,light_combined
char__wealthy_noble,wealthy noble,Wealthy Noble,False,False,14,92,5,15,139,386,light_combined
char__bluebird,bluebird,Bluebird,False,False,14,88,9,14,139,387,light_combined
char__sea_witch,sea witch,Sea Witch,False,False,13,86,14,17,139,388,light_combined
char__vagrants,vagrants,Vagrants,False,False,14,93,3,16,138,389,light_combined
char__historian,historian,Historian,False,False,14,92,4,14,138,390,light_combined
char__weapons_master,weapons master,Weapons Master,False,False,14,91,5,14,138,391,light_combined
char__president,president,President,False,False,11,77,28,12,138,392,light_combined
char__captive,captive,Captive,False,False,11,77,27,32,137,393,light_combined
char__small_child_cleaning_boat,small child cleaning boat,Small Child Cleaning Boat,False,False,14,94,0,14,136,394,light_combined
char__future_heir_to_the_throne,future heir to the throne,Future Heir To The Throne,False,False,14,93,1,14,136,395,light_combined
char__alter_boy,alter boy,Alter Boy,False,False,14,85,9,17,136,396,light_combined
char__scientist,scientist,Scientist,False,False,13,85,12,19,136,397,light_combined
char__man_woman,man woman,Man Woman,False,False,12,84,16,18,136,398,light_combined
char__slave,slave,Slave,False,False,6,36,82,69,136,399,light_combined
char__devil,devil,Devil,False,False,5,35,86,65,136,400,light_combined
char__scavenger,scavenger,Scavenger,False,False,13,91,5,15,135,401,light_combined
char__fruit_bat,fruit bat,Fruit Bat,False,False,13,84,12,14,135,402,light_combined
char__reluctant_nun,reluctant nun,Reluctant Nun,False,False,14,91,1,14,134,403,light_combined
char__grass_snake,grass snake,Grass Snake,False,False,14,89,3,15,134,404,light_combined
char__performer,performer,Performer,False,False,14,82,10,18,134,405,light_combined
char__plants,plants,Plants,False,False,3,21,104,90,134,406,light_combined
char__tourist,tourist,Tourist,False,False,12,79,18,24,133,407,light_combined
char__military_commander,military commander,Military Commander,False,False,14,89,1,15,132,408,light_combined
char__church_mouse,church mouse,Church Mouse,False,False,13,86,7,16,132,409,light_combined
char__pheasant,pheasant,Pheasant,False,False,12,68,28,20,132,410,light_combined
char__hound,hound,Hound,False,False,10,65,37,30,132,411,light_combined
char__challenger,challenger,Challenger,False,False,14,85,4,16,131,412,light_combined
char__local_bazaar,local bazaar,Local Bazaar,False,False,13,89,3,13,131,413,light_combined
char__small_living_thing,small living thing,Small Living Thing,False,False,15,82,3,15,130,414,light_combined
char__king_s_guardsman,king's guardsman,King'S Guardsman,False,False,14,87,1,15,130,415,light_combined
char__mysterious_owner,mysterious owner,Mysterious Owner,False,False,13,91,0,13,130,416,light_combined
char__shipwrecked_survivor,shipwrecked survivor,Shipwrecked Survivor,False,False,13,91,0,13,130,417,light_combined
char__traveler_long_past,traveler long past,Traveler Long Past,False,False,15,84,0,15,129,418,light_combined
char__castle_guard,castle guard,Castle Guard,False,False,12,84,9,20,129,419,light_combined
char__mischievous_teenager,mischievous teenager,Mischievous Teenager,False,False,13,89,0,13,128,420,light_combined
char__ornate_birds,ornate birds,Ornate Birds,False,False,13,89,0,13,128,421,light_combined
char__talking_cat,talking cat,Talking Cat,False,False,12,73,19,22,128,422,light_combined
char__apprentice,apprentice,Apprentice,False,False,8,54,50,54,128,423,light_combined
char__torture_master,torture master,Torture Master,False,False,13,79,8,15,126,424,light_combined
char__bat_king,bat king,Bat King,False,False,12,78,12,13,126,425,light_combined
char__companion,companion,Companion,False,False,7,48,56,59,125,426,light_combined
char__tourists,tourists,Tourists,False,False,12,84,4,16,124,427,light_combined
char__stable_hands,stable hands,Stable Hands,False,False,12,78,10,17,124,428,light_combined
char__armed_guardsmen,armed guardsmen,Armed Guardsmen,False,False,14,80,1,14,123,429,light_combined
char__zuric,zuric,Zuric,False,False,11,77,13,11,123,430,light_combined
char__master_wizard,master wizard,Master Wizard,False,False,11,75,14,14,122,431,light_combined
char__war_officer,war officer,War Officer,False,False,12,84,1,13,121,432,light_combined
char__eagle,eagle,Eagle,False,False,9,57,37,23,121,433,light_combined
char__there_is_the_lighthouse_keeper_on_his_daily_walk_up_the_boardwalk,there is the lighthouse keeper on his daily walk up the boardwalk,There Is The Lighthouse Keeper On His Daily Walk Up The Boardwalk,False,False,12,83,0,12,119,434,light_combined
char__runaway,runaway,Runaway,False,False,12,72,11,18,119,435,light_combined
char__king_s_guardsmen,king's guardsmen,King'S Guardsmen,False,False,13,77,2,15,118,436,light_combined
char__people_saved_by_the_paladinsa,people saved by the paladinsa,People Saved By The Paladinsa,False,False,12,82,0,12,118,437,light_combined
char__local_merchant,local merchant,Local Merchant,False,False,12,78,4,16,118,438,light_combined
char__leper,leper,Leper,False,False,11,72,13,14,118,439,light_combined
char__scholar,scholar,Scholar,False,False,11,62,23,23,118,440,light_combined
char__ghosts,ghosts,Ghosts,False,False,5,35,68,58,118,441,light_combined
char__unicorn_hunters,unicorn hunters,Unicorn Hunters,False,False,12,79,2,13,117,442,light_combined
char__choir_member,choir member,Choir Member,False,False,12,75,6,12,117,443,light_combined
char__founder,founder,Founder,False,False,12,74,7,13,117,444,light_combined
char__zombie,zombie,Zombie,False,False,9,63,27,20,117,445,light_combined
char__ghosts_of_previous_occupants,ghosts of previous occupants,Ghosts Of Previous Occupants,False,False,12,79,1,12,116,446,light_combined
char__organist,organist,Organist,False,False,11,77,6,14,116,447,light_combined
char__businessman,businessman,Businessman,False,False,11,76,7,12,116,448,light_combined
char__wizard_overseer,wizard overseer,Wizard Overseer,False,False,13,75,1,13,115,449,light_combined
char__man_sleeping_inside,man sleeping inside,Man Sleeping Inside,False,False,12,79,0,12,115,450,light_combined
char__stray_cat_sun_bathing,stray cat sun-bathing,Stray Cat Sun-Bathing,False,False,12,79,0,12,115,451,light_combined
char__architect,architect,Architect,False,False,8,56,35,27,115,452,light_combined
char__nobles,nobles,Nobles,False,False,7,42,52,54,115,453,light_combined
char__foxes,foxes,Foxes,False,False,4,28,75,45,115,454,light_combined
char__acolyte_preparing_for_evening_prayer_service,acolyte preparing for evening prayer service,Acolyte Preparing For Evening Prayer Service,False,False,12,78,0,12,114,455,light_combined
char__bigfoot,bigfoot,Bigfoot,False,False,11,71,10,11,114,456,light_combined
char__prior,prior,Prior,False,False,9,61,26,25,114,457,light_combined
char__staff,staff,Staff,False,False,4,23,79,57,114,458,light_combined
char__organ_player,organ player,Organ Player,False,False,12,76,1,12,113,459,light_combined
char__jungle,jungle,Jungle,False,False,2,14,93,57,113,460,light_combined
char__old_maniacal_man,old maniacal man,Old Maniacal Man,False,False,12,74,2,12,112,461,light_combined
char__her_maid,her maid,Her Maid,False,False,11,77,2,12,112,462,light_combined
char__reaper,reaper,Reaper,False,False,11,70,9,15,112,463,light_combined
char__homeless_man,homeless man,Homeless Man,False,False,11,67,12,20,112,464,light_combined
char__boat_workers,boat workers,Boat Workers,False,False,12,75,0,12,111,465,light_combined
char__cooker,cooker,Cooker,False,False,12,74,1,12,111,466,light_combined
char__humble_knight,humble knight,Humble Knight,False,False,12,74,1,12,111,467,light_combined
char__denizen,denizen,Denizen,False,False,11,77,1,12,111,468,light_combined
char__priest_in_ornate_robes,priest in ornate robes,Priest In Ornate Robes,False,False,11,77,0,11,110,469,light_combined
char__princess_who_lives_in_the_castle_and_can_t_escape,princess who lives in the castle and can't escape,Princess Who Lives In The Castle And Can'T Escape,False,False,11,77,0,11,110,470,light_combined
char__economist,economist,Economist,False,False,11,70,7,13,110,471,light_combined
char__advisor,advisor,Advisor,False,False,7,43,46,39,110,472,light_combined
char__bedroom,bedroom,Bedroom,False,False,4,28,70,62,110,473,light_combined
char__young_maiden,young maiden,Young Maiden,False,False,12,70,3,14,109,474,light_combined
char__debtor,debtor,Debtor,False,False,11,74,2,11,109,475,light_combined
char__jacob,jacob,Jacob,False,False,11,62,14,15,109,476,light_combined
char__lazy_insects,lazy insects,Lazy Insects,False,False,11,71,4,11,108,477,light_combined
char__towns_folk,towns folk,Towns Folk,False,False,11,68,7,15,108,478,light_combined
char__homeless_person,homeless person,Homeless Person,False,False,11,67,8,14,108,479,light_combined
char__traders,traders,Traders,False,False,10,67,11,20,108,480,light_combined
char__zombies,zombies,Zombies,False,False,9,56,25,23,108,481,light_combined
char__gaurd,gaurd,Gaurd,False,False,10,64,13,21,107,482,light_combined
char__evil_wizard,evil wizard,Evil Wizard,False,False,9,59,21,19,107,483,light_combined
char__character,character,Character,False,False,6,41,48,46,107,484,light_combined
char__well_off_business_man,well off business man,Well Off Business Man,False,False,11,72,1,12,106,485,light_combined
char__castaway,castaway,Castaway,False,False,11,71,2,11,106,486,light_combined
char__offender,offender,Offender,False,False,11,71,2,11,106,487,light_combined
char__many_insects,many insects,Many Insects,False,False,11,70,3,14,106,488,light_combined
char__artists,artists,Artists,False,False,10,64,12,18,106,489,light_combined
char__warden,warden,Warden,False,False,9,63,16,14,106,490,light_combined
char__king_himself,king himself,King Himself,False,False,7,44,41,47,106,491,light_combined
char__evil_priestess,evil priestess,Evil Priestess,False,False,11,67,5,13,105,492,light_combined
char__secret_lovers_seeking_privacy,secret lovers seeking privacy,Secret Lovers Seeking Privacy,False,False,11,71,0,11,104,493,light_combined
char__long_dead_monk,long dead monk,Long Dead Monk,False,False,11,70,1,11,104,494,light_combined
char__courtier,courtier,Courtier,False,False,11,67,4,13,104,495,light_combined
char__dark_king,dark king,Dark King,False,False,10,70,4,11,104,496,light_combined
char__farm_worker,farm worker,Farm Worker,False,False,10,70,4,12,104,497,light_combined
char__joel,joel,Joel,False,False,10,66,8,11,104,498,light_combined
char__vagabond,vagabond,Vagabond,False,False,10,60,14,17,104,499,light_combined
char__dark_lord,dark lord,Dark Lord,False,False,8,49,31,24,104,500,light_combined
char__although_the_temple_is_full_no_one_is_speaking_and_all_you_can_hear_are_muted_scuffling_feet,although the temple is full no one is speaking and all you can hear are muted scuffling feet,Although The Temple Is Full No One Is Speaking And All You Can Hear Are Muted Scuffling Feet,False,False,11,70,0,11,103,501,light_combined
char__scribe_constantly_writing,scribe constantly writing,Scribe Constantly Writing,False,False,11,70,0,11,103,502,light_combined
char__wyvern,wyvern,Wyvern,False,False,11,64,6,11,103,503,light_combined
char__individual,individual,Individual,False,False,10,51,22,31,103,504,light_combined
char__royal_prince,royal prince,Royal Prince,False,False,11,67,2,11,102,505,light_combined
char__foreign_ambassador,foreign ambassador,Foreign Ambassador,False,False,10,70,2,11,102,506,light_combined
char__electric_eel,electric eel,Electric Eel,False,False,10,66,6,13,102,507,light_combined
char__librarian,librarian,Librarian,False,False,10,63,9,14,102,508,light_combined
char__soldier_named_ulmer,soldier named ulmer,Soldier Named Ulmer,False,False,11,68,0,11,101,509,light_combined
char__giant_toads,giant toads,Giant Toads,False,False,11,67,1,11,101,510,light_combined
char__fox_trying_to_steal_chickens,fox trying to steal chickens,Fox Trying To Steal Chickens,False,False,11,67,0,11,100,511,light_combined
char__goblin_king_s_bartender,goblin king's bartender,Goblin King'S Bartender,False,False,10,70,0,10,100,512,light_combined
char__king_s_horses,king's horses,King'S Horses,False,False,10,70,0,10,100,513,light_combined
char__recently_tortured,recently tortured,Recently Tortured,False,False,10,70,0,10,100,514,light_combined
char__temple_members,temple members,Temple Members,False,False,10,70,0,10,100,515,light_combined
char__they_are_not_quite_outcast,they are not quite outcast,They Are Not Quite Outcast,False,False,10,70,0,10,100,516,light_combined
char__farmers_wife,farmers wife,Farmers Wife,False,False,10,69,1,11,100,517,light_combined
char__captain_of_the_guard,captain of the guard,Captain Of The Guard,False,False,9,63,10,17,100,518,light_combined
char__enchantress,enchantress,Enchantress,False,False,9,63,10,12,100,519,light_combined
char__dove,dove,Dove,False,False,8,56,20,16,100,520,light_combined
char__magician,magician,Magician,False,False,7,47,32,23,100,521,light_combined
char__traveling_salesmen_stopping_for_a_drink,traveling salesmen stopping for a drink,Traveling Salesmen Stopping For A Drink,False,False,11,66,0,11,99,522,light_combined
char__foreman_ordering_his_workers,foreman ordering his workers,Foreman Ordering His Workers,False,False,11,63,3,11,99,523,light_combined
char__supplicant,supplicant,Supplicant,False,False,10,63,6,12,99,524,light_combined
char__barbarian,barbarian,Barbarian,False,False,9,56,16,17,99,525,light_combined
char__evil_witch,evil witch,Evil Witch,False,False,8,50,25,27,99,526,light_combined
char__his_father,his father,His Father,False,False,7,44,34,37,99,527,light_combined
char__shark,shark,Shark,False,False,6,42,39,22,99,528,light_combined
char__goblins,goblins,Goblins,False,False,3,21,69,45,99,529,light_combined
char__nobel,nobel,Nobel,False,False,11,55,10,14,98,530,light_combined
char__pastry_chef,pastry chef,Pastry Chef,False,False,10,66,2,10,98,531,light_combined
char__assistant_chef,assistant chef,Assistant Chef,False,False,10,65,3,13,98,532,light_combined
char__midget,midget,Midget,False,False,10,64,4,10,98,533,light_combined
char__eunuch,eunuch,Eunuch,False,False,9,63,8,12,98,534,light_combined
char__brave_knight,brave knight,Brave Knight,False,False,9,49,22,28,98,535,light_combined
char__carpenter,carpenter,Carpenter,False,False,8,53,21,19,98,536,light_combined
char__chief,chief,Chief,False,False,3,21,68,45,98,537,light_combined
char__lector,lector,Lector,False,False,9,63,7,9,97,538,light_combined
char__wasp,wasp,Wasp,False,False,9,58,12,10,97,539,light_combined
char__yeti,yeti,Yeti,False,False,9,54,16,11,97,540,light_combined
char__goat_for_company_for_the_horses,goat for company for the horses,Goat For Company For The Horses,False,False,11,63,0,11,96,541,light_combined
char__his_horse,his horse,His Horse,False,False,9,63,6,15,96,542,light_combined
char__bacteria,bacteria,Bacteria,False,False,8,56,16,11,96,543,light_combined
char__guardsman,guardsman,Guardsman,False,False,8,53,19,23,96,544,light_combined
char__parrot,parrot,Parrot,False,False,8,43,29,17,96,545,light_combined
char__book_keeper,book keeper,Book Keeper,False,False,10,61,4,10,95,546,light_combined
char__agricultural_advisor,agricultural advisor,Agricultural Advisor,False,False,9,63,5,11,95,547,light_combined
char__firemen,firemen,Firemen,False,False,9,63,5,9,95,548,light_combined
char__royal_dog,royal dog,Royal Dog,False,False,9,63,5,11,95,549,light_combined
char__director,director,Director,False,False,9,52,16,13,95,550,light_combined
char__local_villagers,local villagers,Local Villagers,False,False,10,64,0,10,94,551,light_combined
char__wise_looking_turtle,wise-looking turtle,Wise-Looking Turtle,False,False,10,64,0,10,94,552,light_combined
char__tanner,tanner,Tanner,False,False,9,59,8,11,94,553,light_combined
char__woodpecker,woodpecker,Woodpecker,False,False,8,56,14,15,94,554,light_combined
char__family_members,family members,Family Members,False,False,7,49,24,27,94,555,light_combined
char__dragon_who_breathes_fire_and_won_t_let_her_out,dragon who breathes fire and won't let her out,Dragon Who Breathes Fire And Won'T Let Her Out,False,False,10,63,0,10,93,556,light_combined
char__exiled_person,exiled person,Exiled Person,False,False,10,63,0,10,93,557,light_combined
char__large_experienced_guard_with_a_grizzly_expression,large experienced guard with a grizzly expression,Large Experienced Guard With A Grizzly Expression,False,False,10,63,0,10,93,558,light_combined
char__nurse,nurse,Nurse,False,False,10,54,9,16,93,559,light_combined
char__chief_wife,chief wife,Chief Wife,False,False,9,63,3,9,93,560,light_combined
char__angels,angels,Angels,False,False,7,49,23,24,93,561,light_combined
char__young_student_reading_a_book_beneath_a_dogwood_tree,young student reading a book beneath a dogwood tree,Young Student Reading A Book Beneath A Dogwood Tree,False,False,10,62,0,10,92,562,light_combined
char__tax_agent,tax agent,Tax Agent,False,False,9,63,2,9,92,563,light_combined
char__party_goers,party goers,Party Goers,False,False,9,61,4,11,92,564,light_combined
char__most_evil_creature,most evil creature,Most Evil Creature,False,False,9,60,5,9,92,565,light_combined
char__wealthy_bookshop_owner,wealthy bookshop owner,Wealthy Bookshop Owner,False,False,11,58,0,11,91,566,light_combined
char__drunk_reeling_out_of_the_saloon,drunk reeling out of the saloon,Drunk Reeling Out Of The Saloon,False,False,10,61,0,10,91,567,light_combined
char__cleaning_maid,cleaning maid,Cleaning Maid,False,False,9,63,1,9,91,568,light_combined
char__descendant_of_the_sons,descendant of the sons,Descendant Of The Sons,False,False,9,63,1,9,91,569,light_combined
char__kings_bodyguard,kings bodyguard,Kings Bodyguard,False,False,9,63,1,9,91,570,light_combined
char__sword_makers,sword makers,Sword Makers,False,False,9,63,1,9,91,571,light_combined
char__usher,usher,Usher,False,False,9,60,4,11,91,572,light_combined
char__jailer,jailer,Jailer,False,False,9,58,6,11,91,573,light_combined
char__grave_digger,grave digger,Grave Digger,False,False,9,51,13,12,91,574,light_combined
char__trader_s_wife_that_traveled_with_him,trader's wife that traveled with him,Trader'S Wife That Traveled With Him,False,False,10,60,0,10,90,575,light_combined
char__large_spider_high_in_one_corner,large spider high in one corner,Large Spider High In One Corner,False,False,9,63,0,9,90,576,light_combined
char__people_in_the_observatory,people in the observatory,People In The Observatory,False,False,9,63,0,9,90,577,light_combined
char__small_foxes_who_have_made_the_ice_cave_their_home,small foxes who have made the ice cave their home,Small Foxes Who Have Made The Ice Cave Their Home,False,False,9,63,0,9,90,578,light_combined
char__soldier_named_zinney,soldier named zinney,Soldier Named Zinney,False,False,9,63,0,9,90,579,light_combined
char__spider_spins_its_web_in_the_pew_corner,spider spins its web in the pew corner,Spider Spins Its Web In The Pew Corner,False,False,9,63,0,9,90,580,light_combined
char__person_of_the_wood,person of the wood,Person Of The Wood,False,False,9,61,2,9,90,581,light_combined
char__waitress,waitress,Waitress,False,False,9,56,7,10,90,582,light_combined
char__snakes_slithering_around_the_cavern,snakes slithering around the cavern,Snakes Slithering Around The Cavern,False,False,9,62,0,9,89,583,light_combined
char__lady_of_the_court,lady of the court,Lady Of The Court,False,False,9,58,4,10,89,584,light_combined
char__spelunker,spelunker,Spelunker,False,False,9,56,6,9,89,585,light_combined
char__hangman,hangman,Hangman,False,False,8,55,10,9,89,586,light_combined
char__deckhand,deckhand,Deckhand,False,False,9,57,4,10,88,587,light_combined
char__stray_dogs,stray dogs,Stray Dogs,False,False,9,57,4,13,88,588,light_combined
char__knights_in_training,knights in training,Knights In Training,False,False,9,60,0,9,87,589,light_combined
char__wall_repairman,wall repairman,Wall Repairman,False,False,9,60,0,9,87,590,light_combined
char__maintenance_person,maintenance person,Maintenance Person,False,False,9,58,2,9,87,591,light_combined
char__eel,eel,Eel,False,False,5,35,37,19,87,592,light_combined
char__small_aggressive_looking_dog,small aggressive-looking dog,Small Aggressive-Looking Dog,False,False,9,59,0,9,86,593,light_combined
char__lady_of_the_house,lady of the house,Lady Of The House,False,False,9,56,3,12,86,594,light_combined
char__ugly_toad,ugly toad,Ugly Toad,False,False,8,56,6,8,86,595,light_combined
char__scorpions,scorpions,Scorpions,False,False,7,49,16,15,86,596,light_combined
char__fighter,fighter,Fighter,False,False,6,37,31,32,86,597,light_combined
char__chained_cat,chained cat,Chained Cat,False,False,10,55,0,10,85,598,light_combined
char__one_unicorn,one unicorn,One Unicorn,False,False,10,54,1,11,85,599,light_combined
char__curious_boy,curious boy,Curious Boy,False,False,9,58,0,9,85,600,light_combined
char__farmer_bob_s_wife,farmer bob's wife,Farmer Bob'S Wife,False,False,9,58,0,9,85,601,light_combined
char__fat_rats,fat rats,Fat Rats,False,False,9,57,1,10,85,602,light_combined
char__skeletons,skeletons,Skeletons,False,False,4,28,45,43,85,603,light_combined
char__scullery_boy,scullery boy,Scullery Boy,False,False,9,56,1,9,84,604,light_combined
char__dungeon_master,dungeon master,Dungeon Master,False,False,9,53,4,11,84,605,light_combined
char__scullery_maid,scullery maid,Scullery Maid,False,False,9,53,4,13,84,606,light_combined
char__troop,troop,Troop,False,False,9,52,5,12,84,607,light_combined
char__wild_boar,wild boar,Wild Boar,False,False,8,53,7,14,84,608,light_combined
char__care_taker,care taker,Care Taker,False,False,8,56,3,8,83,609,light_combined
char__groom_of_the_stool,groom of the stool,Groom Of The Stool,False,False,8,56,3,8,83,610,light_combined
char__occupant,occupant,Occupant,False,False,8,56,3,10,83,611,light_combined
char__fighters,fighters,Fighters,False,False,8,49,10,16,83,612,light_combined
char__maester,maester,Maester,False,False,8,49,10,10,83,613,light_combined
char__mystical_dragon,mystical dragon,Mystical Dragon,False,False,9,54,1,9,82,614,light_combined
char__sad_woman,sad woman,Sad Woman,False,False,8,56,2,8,82,615,light_combined
char__shop_keeper,shop keeper,Shop Keeper,False,False,8,56,2,9,82,616,light_combined
char__baby_dragon,baby dragon,Baby Dragon,False,False,8,53,5,9,82,617,light_combined
char__hawk,hawk,Hawk,False,False,8,44,14,11,82,618,light_combined
char__apothecary,apothecary,Apothecary,False,False,5,29,38,26,82,619,light_combined
char__wise_woman,wise woman,Wise Woman,False,False,9,46,8,11,81,620,light_combined
char__large_spiders,large spiders,Large Spiders,False,False,8,56,1,9,81,621,light_combined
char__organism,organism,Organism,False,False,8,50,7,9,81,622,light_combined
char__his_wolf_companion_always_at_his_side,his wolf companion always at his side,His Wolf Companion Always At His Side,False,False,9,53,0,9,80,623,light_combined
char__elderly_man,elderly man,Elderly Man,False,False,8,56,0,8,80,624,light_combined
char__lady_of_the_house_coming_to_greet_you,lady of the house coming to greet you,Lady Of The House Coming To Greet You,False,False,8,56,0,8,80,625,light_combined
char__religious_clerk,religious clerk,Religious Clerk,False,False,8,56,0,8,80,626,light_combined
char__sneaky_thief,sneaky thief,Sneaky Thief,False,False,8,53,3,10,80,627,light_combined
char__masons,masons,Masons,False,False,8,49,7,12,80,628,light_combined
char__smith,smith,Smith,False,False,5,29,36,27,80,629,light_combined
char__gravedigger_doing_his_work,gravedigger doing his work,Gravedigger Doing His Work,False,False,9,52,0,9,79,630,light_combined
char__high_priest_reading_an_arcane_book,high priest reading an arcane book,High Priest Reading An Arcane Book,False,False,9,52,0,9,79,631,light_combined
char__some_kind_of_police,some kind of police,Some Kind Of Police,False,False,8,55,0,8,79,632,light_combined
char__squire_still_keeping_everything_sharp,squire still keeping everything sharp,Squire Still Keeping Everything Sharp,False,False,8,55,0,8,79,633,light_combined
char__pet_goldfish,pet goldfish,Pet Goldfish,False,False,8,54,1,9,79,634,light_combined
char__hoakbera,hoakbera,Hoakbera,False,False,8,49,6,8,79,635,light_combined
char__hummingbird,hummingbird,Hummingbird,False,False,7,49,9,9,79,636,light_combined
char__wildlife,wildlife,Wildlife,False,False,5,35,29,28,79,637,light_combined
char__grim_reaper,grim reaper,Grim Reaper,False,False,8,52,2,9,78,638,light_combined
char__court_wizard,court wizard,Court Wizard,False,False,8,49,5,12,78,639,light_combined
char__watcher,watcher,Watcher,False,False,8,44,10,12,78,640,light_combined
char__foreigner,foreigner,Foreigner,False,False,7,49,8,11,78,641,light_combined
char__reindeer,reindeer,Reindeer,False,False,7,44,13,11,78,642,light_combined
char__beetle,beetle,Beetle,False,False,5,35,28,18,78,643,light_combined
char__caveman,caveman,Caveman,False,False,9,41,9,11,77,644,light_combined
char__boatswain,boatswain,Boatswain,False,False,8,50,3,8,77,645,light_combined
char__magical_elf,magical elf,Magical Elf,False,False,8,50,3,8,77,646,light_combined
char__pet_dog,pet dog,Pet Dog,False,False,8,49,4,12,77,647,light_combined
char__veteran,veteran,Veteran,False,False,7,46,10,12,77,648,light_combined
char__loved_one,loved one,Loved One,False,False,6,42,17,20,77,649,light_combined
char__royal_guard,royal guard,Royal Guard,False,False,4,27,38,37,77,650,light_combined
char__chilling_wind_or_voice,chilling wind or voice,Chilling Wind Or Voice,False,False,9,49,0,9,76,651,light_combined
char__person_who_adventured_the_cave_but_has_been_injured_and_is_awaiting_either_a_rescuer_or_death,person who adventured the cave but has been injured and is awaiting either a rescuer or death,Person Who Adventured The Cave But Has Been Injured And Is Awaiting Either A Rescuer Or Death,False,False,8,52,0,8,76,652,light_combined
char__old_men,old men,Old Men,False,False,8,50,2,10,76,653,light_combined
char__waiter,waiter,Waiter,False,False,8,50,2,8,76,654,light_combined
char__tribe_chief,tribe chief,Tribe Chief,False,False,8,49,3,8,76,655,light_combined
char__baby_shower,baby shower,Baby Shower,False,False,7,47,8,7,76,656,light_combined
char__dignitary,dignitary,Dignitary,False,False,7,42,13,10,76,657,light_combined
char__mosquito,mosquito,Mosquito,False,False,6,42,16,18,76,658,light_combined
char__artist,artist,Artist,False,False,4,28,36,35,76,659,light_combined
char__merchant_who_sells_his_goods_at_the_most_popular_area_around,merchant who sells his goods at the most popular area around,Merchant Who Sells His Goods At The Most Popular Area Around,False,False,8,51,0,8,75,660,light_combined
char__wizard_of_the_town,wizard of the town,Wizard Of The Town,False,False,8,51,0,8,75,661,light_combined
char__diseased_distempered_dog,diseased distempered dog,Diseased Distempered Dog,False,False,8,50,1,8,75,662,light_combined
char__enigmatic_wizard,enigmatic wizard,Enigmatic Wizard,False,False,8,50,1,8,75,663,light_combined
char__local_artist,local artist,Local Artist,False,False,8,50,1,8,75,664,light_combined
char__treasure_seekers,treasure seekers,Treasure Seekers,False,False,8,48,3,10,75,665,light_combined
char__king_s_son,king's son,King'S Son,False,False,7,49,5,9,75,666,light_combined
char__jesters,jesters,Jesters,False,False,6,29,28,24,75,667,light_combined
char__staircase,staircase,Staircase,False,False,5,22,38,27,75,668,light_combined
char__amphibian,amphibian,Amphibian,False,False,7,49,4,9,74,669,light_combined
char__gamekeeper,gamekeeper,Gamekeeper,False,False,7,49,4,7,74,670,light_combined
char__large_spider,large spider,Large Spider,False,False,7,49,4,8,74,671,light_combined
char__shipwright,shipwright,Shipwright,False,False,10,40,3,10,73,672,light_combined
char__bazaar_owner,bazaar owner,Bazaar Owner,False,False,9,45,1,10,73,673,light_combined
char__god_of_their_pagan_religion,god of their pagan religion,God Of Their Pagan Religion,False,False,8,49,0,8,73,674,light_combined
char__tern,tern,Tern,False,False,8,48,1,8,73,675,light_combined
char__bighorn_sheep,bighorn sheep,Bighorn Sheep,False,False,7,49,3,8,73,676,light_combined
char__veterinarian,veterinarian,Veterinarian,False,False,7,49,3,10,73,677,light_combined
char__gecko,gecko,Gecko,False,False,7,43,9,8,73,678,light_combined
char__grazing_milk_cow_in_the_background,grazing milk cow in the background,Grazing Milk Cow In The Background,False,False,9,45,0,9,72,679,light_combined
char__garter_snake,garter snake,Garter Snake,False,False,7,49,2,9,72,680,light_combined
char__woodland_spirits,woodland spirits,Woodland Spirits,False,False,7,47,4,8,72,681,light_combined
char__big_sheep_like_brown_dog,big sheep-like brown dog,Big Sheep-Like Brown Dog,False,False,8,47,0,8,71,682,light_combined
char__pet_cat,pet cat,Pet Cat,False,False,8,47,0,8,71,683,light_combined
char__surface_dweller,surface dweller,Surface Dweller,False,False,7,49,1,7,71,684,light_combined
char__manservant,manservant,Manservant,False,False,7,44,6,9,71,685,light_combined
char__survivors,survivors,Survivors,False,False,7,44,6,12,71,686,light_combined
char__otter,otter,Otter,False,False,6,42,11,7,71,687,light_combined
char__albino_fish_totally_blind_swims_in_a_tiny_pool,albino fish totally blind swims in a tiny pool,Albino Fish Totally Blind Swims In A Tiny Pool,False,False,8,46,0,8,70,688,light_combined
char__bloodied_prisoner,bloodied prisoner,Bloodied Prisoner,False,False,8,46,0,8,70,689,light_combined
char__knight_in_shining_armor,knight in shining armor,Knight In Shining Armor,False,False,8,46,0,8,70,690,light_combined
char__child_lost_from_his_mother,child lost from his mother,Child Lost From His Mother,False,False,7,49,0,7,70,691,light_combined
