character_id,episode_id,character_name,source_field
char__mage,train_ep_003302,mage,agents
char__wolves,train_ep_003302,wolves,agents
char__cat,train_ep_003303,cat,agents
char__dog,train_ep_003303,dog,agents
char__squirrel,train_ep_003304,squirrel,agents
char__troll,train_ep_003304,troll,agents
char__farmer,train_ep_003305,farmer,agents
char__peasant,train_ep_003305,peasant,agents
char__king,train_ep_003306,king,agents
char__thief,train_ep_003306,thief,agents
char__elderly_man,train_ep_003307,elderly man,agents
char__explorer,train_ep_003307,explorer,agents
char__bat,train_ep_003308,bat,agents
char__spiders,train_ep_003308,spiders,agents
char__knight,train_ep_003309,knight,agents
char__mice,train_ep_003309,mice,agents
char__dwarf,train_ep_003310,dwarf,agents
char__gnome,train_ep_003310,gnome,agents
char__snake,train_ep_003311,snake,agents
char__witch,train_ep_003311,witch,agents
char__monk,train_ep_003312,monk,agents
char__reindeer,train_ep_003312,reindeer,agents
char__cowardly_guard_nervously_awaiting_an_attack,train_ep_003313,cowardly guard nervously awaiting an attack,agents
char__priests,train_ep_003313,priests,agents
char__king,train_ep_003314,king,agents
char__unicorn_hunters,train_ep_003314,unicorn hunters,agents
char__bartender,train_ep_003315,bartender,agents
char__werewolf,train_ep_003315,werewolf,agents
char__giant_frog,train_ep_003316,giant frog,agents
char__mosquito,train_ep_003316,mosquito,agents
char__one_unicorn,train_ep_003317,one unicorn,agents
char__ornate_birds,train_ep_003317,ornate birds,agents
char__cricket,train_ep_003318,cricket,agents
char__fairy,train_ep_003318,fairy,agents
char__egyptians,train_ep_003319,egyptians,agents
char__bandit,train_ep_003320,bandit,agents
char__gods,train_ep_003320,gods,agents
char__child_lost_from_his_mother,train_ep_003321,child lost from his mother,agents
char__priest,train_ep_003321,priest,agents
char__knight,train_ep_003322,knight,agents
char__pilgrims,train_ep_003322,pilgrims,agents
char__baby_dragon,train_ep_003323,baby dragon,agents
char__roach,train_ep_003323,roach,agents
char__lost_traveler,train_ep_003324,lost traveler,agents
char__traveler_long_past,train_ep_003324,traveler long past,agents
char__spider,train_ep_003325,spider,agents
char__thief,train_ep_003325,thief,agents
char__king,train_ep_003326,king,agents
char__visitor,train_ep_003326,visitor,agents
char__fruit_bat,train_ep_003327,fruit bat,agents
char__secret_lovers_seeking_privacy,train_ep_003327,secret lovers seeking privacy,agents
char__horse,train_ep_003328,horse,agents
char__king,train_ep_003328,king,agents
char__bazaar_owner,train_ep_003329,bazaar owner,agents
char__villager,train_ep_003329,villager,agents
char__guard,train_ep_003330,guard,agents
char__servant,train_ep_003330,servant,agents
char__captain_of_the_guard,train_ep_003331,captain of the guard,agents
char__guard,train_ep_003331,guard,agents
char__man_woman,train_ep_003332,man woman,agents
char__village,train_ep_003332,village,agents
char__princess,train_ep_003333,princess,agents
char__queen,train_ep_003333,queen,agents
char__goddess,train_ep_003334,goddess,agents
char__predator,train_ep_003334,predator,agents
char__fisherman,train_ep_003335,fisherman,agents
char__individual,train_ep_003335,individual,agents
char__townsperson,train_ep_003336,townsperson,agents
char__witch,train_ep_003336,witch,agents
char__cockroach,train_ep_003337,cockroach,agents
char__mouse,train_ep_003337,mouse,agents
char__enemy,train_ep_003338,enemy,agents
char__handmaid,train_ep_003338,handmaid,agents
char__fish,train_ep_003339,fish,agents
char__turtle,train_ep_003339,turtle,agents
char__mischievous_teenager,train_ep_003340,mischievous teenager,agents
char__spirit,train_ep_003340,spirit,agents
char__family_member,train_ep_003341,family member,agents
char__woman,train_ep_003341,woman,agents
char__leper,train_ep_003342,leper,agents
char__mischievous_teenager,train_ep_003342,mischievous teenager,agents
char__castle_guards,train_ep_003343,castle guards,agents
char__traveler,train_ep_003343,traveler,agents
char__gobber,train_ep_003344,gobber,agents
char__goblin,train_ep_003344,goblin,agents
char__king_fulmer,train_ep_003345,king fulmer,agents
char__soldier_named_ulmer,train_ep_003345,soldier named ulmer,agents
char__lost_traveler,train_ep_003346,lost traveler,agents
char__worms,train_ep_003346,worms,agents
char__king,train_ep_003347,king,agents
char__princess,train_ep_003347,princess,agents
char__father,train_ep_003348,father,agents
char__foreign_ambassador,train_ep_003348,foreign ambassador,agents
char__beggar,train_ep_003349,beggar,agents
char__vendor,train_ep_003349,vendor,agents
char__artists,train_ep_003350,artists,agents
char__mistress,train_ep_003350,mistress,agents
char__pet,train_ep_003351,pet,agents
char__resident,train_ep_003351,resident,agents
char__guest,train_ep_003352,guest,agents
char__traveler,train_ep_003352,traveler,agents
char__dog,train_ep_003353,dog,agents
char__person,train_ep_003353,person,agents
char__king,train_ep_003354,king,agents
char__queen,train_ep_003354,queen,agents
char__guard,train_ep_003355,guard,agents
char__person,train_ep_003355,person,agents
char__king,train_ep_003356,king,agents
char__queen,train_ep_003356,queen,agents
char__people,train_ep_003357,people,agents
char__person,train_ep_003357,person,agents
char__boatswain,train_ep_003358,boatswain,agents
char__merchant,train_ep_003358,merchant,agents
char__chef,train_ep_003359,chef,agents
char__child,train_ep_003360,child,agents
char__fierce_assassin,train_ep_003360,fierce assassin,agents
char__farmer,train_ep_003361,farmer,agents
char__gypsy,train_ep_003361,gypsy,agents
char__outlaw,train_ep_003362,outlaw,agents
char__witch,train_ep_003362,witch,agents
char__animal,train_ep_003363,animal,agents
char__bat,train_ep_003363,bat,agents
char__friends,train_ep_003364,friends,agents
char__humble_knight,train_ep_003364,humble knight,agents
char__blacksmith,train_ep_003365,blacksmith,agents
char__guard,train_ep_003365,guard,agents
char__castle_guard,train_ep_003366,castle guard,agents
char__wrongdoer,train_ep_003366,wrongdoer,agents
char__king_himself,train_ep_003367,king himself,agents
char__sword_makers,train_ep_003367,sword makers,agents
char__groundskeeper_of_the_castle,train_ep_003368,groundskeeper of the castle,agents
char__pet_cat,train_ep_003368,pet cat,agents
char__guard,train_ep_003369,guard,agents
char__religious_clerk,train_ep_003369,religious clerk,agents
char__farmer,train_ep_003370,farmer,agents
char__mice,train_ep_003370,mice,agents
char__rat,train_ep_003371,rat,agents
char__snake,train_ep_003371,snake,agents
char__pelican,train_ep_003372,pelican,agents
char__there_is_the_lighthouse_keeper_on_his_daily_walk_up_the_boardwalk,train_ep_003372,there is the lighthouse keeper on his daily walk up the boardwalk,agents
char__crow,train_ep_003373,crow,agents
char__person,train_ep_003373,person,agents
char__jailer,train_ep_003374,jailer,agents
char__spider,train_ep_003374,spider,agents
char__director,train_ep_003375,director,agents
char__mayor,train_ep_003375,mayor,agents
char__dogs,train_ep_003376,dogs,agents
char__king,train_ep_003376,king,agents
char__butler,train_ep_003377,butler,agents
char__men_and_women_working,train_ep_003377,men and women working,agents
char__alligator,train_ep_003378,alligator,agents
char__child,train_ep_003378,child,agents
char__town_baker,train_ep_003379,town baker,agents
char__maid,train_ep_003380,maid,agents
char__person,train_ep_003380,person,agents
char__family,train_ep_003381,family,agents
char__freind,train_ep_003381,freind,agents
char__midget,train_ep_003382,midget,agents
char__person,train_ep_003382,person,agents
char__king,train_ep_003383,king,agents
char__prince,train_ep_003383,prince,agents
char__bird,train_ep_003384,bird,agents
char__colorful_bird,train_ep_003384,colorful bird,agents
char__child,train_ep_003385,child,agents
char__parent,train_ep_003385,parent,agents
char__king,train_ep_003386,king,agents
char__subjects,train_ep_003386,subjects,agents
char__child,train_ep_003387,child,agents
char__people,train_ep_003387,people,agents
char__person,train_ep_003388,person,agents
char__small_living_thing,train_ep_003388,small living thing,agents
char__insects,train_ep_003389,insects,agents
char__lazy_snake,train_ep_003389,lazy snake,agents
char__blacksmith,train_ep_003390,blacksmith,agents
char__farmers,train_ep_003390,farmers,agents
char__guard,train_ep_003391,guard,agents
char__horse,train_ep_003391,horse,agents
char__dog,train_ep_003392,dog,agents
char__soul,train_ep_003392,soul,agents
char__monk,train_ep_003393,monk,agents
char__resting_travelers,train_ep_003393,resting travelers,agents
char__general,train_ep_003394,general,agents
char__guard,train_ep_003394,guard,agents
char__merchant,train_ep_003395,merchant,agents
char__pirate,train_ep_003395,pirate,agents
char__enigmatic_wizard,train_ep_003396,enigmatic wizard,agents
char__hiker,train_ep_003396,hiker,agents
char__his_queen,train_ep_003397,his queen,agents
char__king,train_ep_003397,king,agents
char__king,train_ep_003398,king,agents
char__servant,train_ep_003398,servant,agents
char__churchgoer,train_ep_003399,churchgoer,agents
char__waiting_priest,train_ep_003399,waiting priest,agents
char__blacksmith,train_ep_003400,blacksmith,agents
char__local_artist,train_ep_003400,local artist,agents
char__bazaar_owner,train_ep_003401,bazaar owner,agents
char__person,train_ep_003401,person,agents
char__sailor,train_ep_003402,sailor,agents
char__spider,train_ep_003402,spider,agents
char__farmer,train_ep_003403,farmer,agents
char__gypsy,train_ep_003403,gypsy,agents
char__guard,train_ep_003404,guard,agents
char__king,train_ep_003404,king,agents
char__king,train_ep_003405,king,agents
char__officer,train_ep_003405,officer,agents
char__butler,train_ep_003406,butler,agents
char__king,train_ep_003406,king,agents
char__brother,train_ep_003407,brother,agents
char__knight,train_ep_003407,knight,agents
char__nun,train_ep_003408,nun,agents
char__worshipper,train_ep_003408,worshipper,agents
char__police,train_ep_003409,police,agents
char__traveler,train_ep_003409,traveler,agents
char__fairy,train_ep_003410,fairy,agents
char__people,train_ep_003410,people,agents
char__animal,train_ep_003411,animal,agents
char__witch,train_ep_003411,witch,agents
char__king,train_ep_003412,king,agents
char__knight,train_ep_003412,knight,agents
char__fox_trying_to_steal_chickens,train_ep_003413,fox trying to steal chickens,agents
char__talking_cat,train_ep_003413,talking cat,agents
char__organist,train_ep_003414,organist,agents
char__rat_chews_on_a_dropped_hymnbook,train_ep_003414,rat chews on a dropped hymnbook,agents
char__boy,train_ep_003415,boy,agents
char__proprietor,train_ep_003415,proprietor,agents
char__bandit,train_ep_003416,bandit,agents
char__ghost,train_ep_003416,ghost,agents
char__guard,train_ep_003417,guard,agents
char__high_sorceress,train_ep_003417,high sorceress,agents
char__fisherman,train_ep_003418,fisherman,agents
char__seagull,train_ep_003418,seagull,agents
char__pilgrims,train_ep_003419,pilgrims,agents
char__stray_dogs,train_ep_003419,stray dogs,agents
char__butler,train_ep_003420,butler,agents
char__servant,train_ep_003420,servant,agents
char__goblin,train_ep_003421,goblin,agents
char__mage,train_ep_003421,mage,agents
char__dinner_guests,train_ep_003422,dinner guests,agents
char__man,train_ep_003422,man,agents
char__bird,train_ep_003423,bird,agents
char__snakes,train_ep_003423,snakes,agents
char__courtier,train_ep_003424,courtier,agents
char__king,train_ep_003424,king,agents
char__king_and_queen,train_ep_003425,king and queen,agents
char__servant,train_ep_003425,servant,agents
char__lector,train_ep_003426,lector,agents
char__nuns,train_ep_003426,nuns,agents
char__knight,train_ep_003427,knight,agents
char__person,train_ep_003427,person,agents
char__king,train_ep_003428,king,agents
char__mouse,train_ep_003428,mouse,agents
char__local_villagers,train_ep_003429,local villagers,agents
char__priests,train_ep_003429,priests,agents
char__nurse,train_ep_003430,nurse,agents
char__queen,train_ep_003430,queen,agents
char__bride,train_ep_003431,bride,agents
char__preacher,train_ep_003431,preacher,agents
char__horse,train_ep_003432,horse,agents
char__king,train_ep_003432,king,agents
char__old_man_with_a_fishing_rod,train_ep_003433,old man with a fishing rod,agents
char__president,train_ep_003433,president,agents
char__farmer,train_ep_003434,farmer,agents
char__old_man,train_ep_003434,old man,agents
char__child,train_ep_003435,child,agents
char__family_member,train_ep_003435,family member,agents
char__king,train_ep_003436,king,agents
char__person,train_ep_003436,person,agents
char__family_member,train_ep_003437,family member,agents
char__maid,train_ep_003437,maid,agents
char__ancient_king,train_ep_003438,ancient king,agents
char__goldfinch,train_ep_003438,goldfinch,agents
char__troll,train_ep_003439,troll,agents
char__turtle_can_t_escape_fast_enough_to_avoid_being_eaten,train_ep_003439,turtle can't escape fast enough to avoid being eaten,agents
char__jester,train_ep_003440,jester,agents
char__king,train_ep_003440,king,agents
char__faery,train_ep_003441,faery,agents
char__peasant,train_ep_003441,peasant,agents
char__mayor,train_ep_003442,mayor,agents
char__president,train_ep_003442,president,agents
char__fish,train_ep_003443,fish,agents
char__lazy_insects,train_ep_003443,lazy insects,agents
char__prince,train_ep_003444,prince,agents
char__queen,train_ep_003444,queen,agents
char__craftsman,train_ep_003445,craftsman,agents
char__trader_s_wife_that_traveled_with_him,train_ep_003445,trader's wife that traveled with him,agents
char__person,train_ep_003446,person,agents
char__princess,train_ep_003446,princess,agents
char__court_jester,train_ep_003447,court jester,agents
char__guard,train_ep_003447,guard,agents
char__beetle,train_ep_003448,beetle,agents
char__shipwright,train_ep_003448,shipwright,agents
char__guard,train_ep_003449,guard,agents
char__head_priest,train_ep_003449,head priest,agents
char__person,train_ep_003450,person,agents
char__priest,train_ep_003450,priest,agents
char__his_wife,train_ep_003451,his wife,agents
char__king,train_ep_003451,king,agents
char__farmer,train_ep_003452,farmer,agents
char__pig,train_ep_003452,pig,agents
char__spiders,train_ep_003453,spiders,agents
char__vulture,train_ep_003453,vulture,agents
char__snake,train_ep_003454,snake,agents
char__villagers,train_ep_003454,villagers,agents
char__fish,train_ep_003455,fish,agents
char__town_sheriff,train_ep_003455,town sheriff,agents
char__high_priest,train_ep_003456,high priest,agents
char__high_priest_reading_an_arcane_book,train_ep_003456,high priest reading an arcane book,agents
char__founder,train_ep_003457,founder,agents
char__priest,train_ep_003457,priest,agents
char__adventurer,train_ep_003458,adventurer,agents
char__critter,train_ep_003458,critter,agents
char__alter_boy,train_ep_003459,alter boy,agents
char__priest,train_ep_003459,priest,agents
char__guest,train_ep_003460,guest,agents
char__king,train_ep_003460,king,agents
char__peasant,train_ep_003461,peasant,agents
char__witch,train_ep_003461,witch,agents
char__groundskeeper,train_ep_003462,groundskeeper,agents
char__servant,train_ep_003462,servant,agents
char__king,train_ep_003463,king,agents
char__visitor,train_ep_003463,visitor,agents
char__cook,train_ep_003464,cook,agents
char__maid,train_ep_003464,maid,agents
char__family_dog,train_ep_003465,family dog,agents
char__loving_wife,train_ep_003465,loving wife,agents
char__animal,train_ep_003466,animal,agents
char__farmer_bob_s_wife,train_ep_003466,farmer bob's wife,agents
char__archaeologists,train_ep_003467,archaeologists,agents
char__traveler,train_ep_003467,traveler,agents
char__freind,train_ep_003468,freind,agents
char__retainer,train_ep_003468,retainer,agents
char__parishioner,train_ep_003469,parishioner,agents
char__armorer,train_ep_003470,armorer,agents
char__squire,train_ep_003470,squire,agents
char__ghost,train_ep_003471,ghost,agents
char__wise_woman,train_ep_003471,wise woman,agents
char__king,train_ep_003472,king,agents
char__musician,train_ep_003472,musician,agents
char__follower,train_ep_003473,follower,agents
char__high_priest,train_ep_003473,high priest,agents
char__fool,train_ep_003474,fool,agents
char__servant,train_ep_003474,servant,agents
char__archaeologist,train_ep_003475,archaeologist,agents
char__grandmother,train_ep_003475,grandmother,agents
char__monkey_friend,train_ep_003476,monkey friend,agents
char__spider,train_ep_003476,spider,agents
char__miner,train_ep_003477,miner,agents
char__peasant,train_ep_003477,peasant,agents
char__goat_for_company_for_the_horses,train_ep_003478,goat for company for the horses,agents
char__king,train_ep_003478,king,agents
char__king,train_ep_003479,king,agents
char__servant,train_ep_003479,servant,agents
char__toucan,train_ep_003480,toucan,agents
char__turtles,train_ep_003480,turtles,agents
char__her_maid,train_ep_003481,her maid,agents
char__traveler,train_ep_003481,traveler,agents
char__executioner,train_ep_003482,executioner,agents
char__judge,train_ep_003482,judge,agents
char__maid,train_ep_003483,maid,agents
char__woman,train_ep_003483,woman,agents
char__guard,train_ep_003484,guard,agents
char__spider,train_ep_003484,spider,agents
char__ghost,train_ep_003485,ghost,agents
char__insect,train_ep_003485,insect,agents
char__gypsy,train_ep_003486,gypsy,agents
char__snakes,train_ep_003486,snakes,agents
char__bird,train_ep_003487,bird,agents
char__person,train_ep_003487,person,agents
char__book_keeper,train_ep_003488,book keeper,agents
char__scholar,train_ep_003488,scholar,agents
char__cow,train_ep_003489,cow,agents
char__rabbit,train_ep_003489,rabbit,agents
char__alien,train_ep_003490,alien,agents
char__subject,train_ep_003490,subject,agents
char__deer,train_ep_003491,deer,agents
char__knight,train_ep_003491,knight,agents
char__archer,train_ep_003492,archer,agents
char__high_priestess,train_ep_003492,high priestess,agents
char__choirboy,train_ep_003493,choirboy,agents
char__priest,train_ep_003493,priest,agents
char__customer,train_ep_003494,customer,agents
char__owner,train_ep_003494,owner,agents
char__knight,train_ep_003495,knight,agents
char__prince,train_ep_003495,prince,agents
char__church_mouse,train_ep_003496,church mouse,agents
char__person,train_ep_003496,person,agents
char__woman,train_ep_003497,woman,agents
char__worker,train_ep_003497,worker,agents
char__ancient_king,train_ep_003498,ancient king,agents
char__mice,train_ep_003498,mice,agents
char__curious_boy,train_ep_003499,curious boy,agents
char__peasant,train_ep_003499,peasant,agents
char__poker_players,train_ep_003500,poker players,agents
char__wizard,train_ep_003500,wizard,agents
char__executioner,train_ep_003501,executioner,agents
char__prisoner,train_ep_003501,prisoner,agents
char__resident,train_ep_003502,resident,agents
char__young_girl,train_ep_003502,young girl,agents
char__inhabitant,train_ep_003503,inhabitant,agents
char__royal_family_member,train_ep_003503,royal family member,agents
char__royal,train_ep_003504,royal,agents
char__scribe,train_ep_003504,scribe,agents
char__pet_bird,train_ep_003505,pet bird,agents
char__scribe,train_ep_003505,scribe,agents
char__guard,train_ep_003506,guard,agents
char__visitor,train_ep_003506,visitor,agents
char__otter,train_ep_003507,otter,agents
char__turtles,train_ep_003507,turtles,agents
char__pastor,train_ep_003508,pastor,agents
char__worshipper,train_ep_003508,worshipper,agents
char__agricultural_advisor,train_ep_003509,agricultural advisor,agents
char__prisoner,train_ep_003509,prisoner,agents
char__rat,train_ep_003510,rat,agents
char__vagrants,train_ep_003510,vagrants,agents
char__peasant,train_ep_003511,peasant,agents
char__water_nymph,train_ep_003511,water nymph,agents
char__peasant,train_ep_003512,peasant,agents
char__royal,train_ep_003512,royal,agents
char__royal_family,train_ep_003513,royal family,agents
char__servant,train_ep_003513,servant,agents
char__shop_keeper,train_ep_003514,shop keeper,agents
char__tax_agent,train_ep_003514,tax agent,agents
char__bird,train_ep_003515,bird,agents
char__businessman,train_ep_003515,businessman,agents
char__caretaker,train_ep_003516,caretaker,agents
char__residents_of_the_cottage,train_ep_003516,residents of the cottage,agents
char__bat,train_ep_003517,bat,agents
char__creature,train_ep_003517,creature,agents
char__groom,train_ep_003518,groom,agents
char__spider,train_ep_003518,spider,agents
char__police,train_ep_003519,police,agents
char__rat,train_ep_003519,rat,agents
char__animal,train_ep_003520,animal,agents
char__stray_cat_sun_bathing,train_ep_003520,stray cat sun-bathing,agents
char__congregant,train_ep_003521,congregant,agents
char__preacher,train_ep_003521,preacher,agents
char__gravedigger,train_ep_003522,gravedigger,agents
char__priest,train_ep_003522,priest,agents
char__horse,train_ep_003523,horse,agents
char__royal_family,train_ep_003523,royal family,agents
char__bird,train_ep_003524,bird,agents
char__inhabitant,train_ep_003524,inhabitant,agents
char__steward,train_ep_003525,steward,agents
char__visitor,train_ep_003525,visitor,agents
char__dungeon_master,train_ep_003526,dungeon master,agents
char__recently_tortured,train_ep_003526,recently tortured,agents
char__child,train_ep_003527,child,agents
char__peasant,train_ep_003527,peasant,agents
char__dancer,train_ep_003528,dancer,agents
char__royal_family,train_ep_003528,royal family,agents
char__large_black_vulture,train_ep_003529,large black vulture,agents
char__priest,train_ep_003529,priest,agents
char__king,train_ep_003530,king,agents
char__sioux_chef,train_ep_003530,sioux chef,agents
char__animal,train_ep_003531,animal,agents
char__man,train_ep_003531,man,agents
char__debtor,train_ep_003532,debtor,agents
char__king,train_ep_003532,king,agents
char__god,train_ep_003533,god,agents
char__serving_boy,train_ep_003533,serving boy,agents
char__animal,train_ep_003534,animal,agents
char__woodpecker,train_ep_003534,woodpecker,agents
char__emperor,train_ep_003535,emperor,agents
char__royal_family,train_ep_003535,royal family,agents
char__pope,train_ep_003536,pope,agents
char__preacher,train_ep_003536,preacher,agents
char__guest,train_ep_003537,guest,agents
char__poet_who_recites_his_best_work,train_ep_003537,poet who recites his best work,agents
char__person,train_ep_003538,person,agents
char__visitor,train_ep_003538,visitor,agents
char__servant,train_ep_003539,servant,agents
char__sheep,train_ep_003539,sheep,agents
char__horse,train_ep_003540,horse,agents
char__mice,train_ep_003540,mice,agents
char__knight,train_ep_003541,knight,agents
char__town_official,train_ep_003541,town official,agents
char__another_prisoner,train_ep_003542,another prisoner,agents
char__prisoner,train_ep_003542,prisoner,agents
char__architect,train_ep_003543,architect,agents
char__servant,train_ep_003543,servant,agents
char__ghost,train_ep_003544,ghost,agents
char__peasant,train_ep_003544,peasant,agents
char__dragon,train_ep_003545,dragon,agents
char__member,train_ep_003545,member,agents
char__archer,train_ep_003546,archer,agents
char__groundskeeper_who_keeps_the_field_clean_and_the_grass_trimmed_for_the_archers_who_train,train_ep_003546,groundskeeper who keeps the field clean and the grass trimmed for the archers who train,agents
char__animal,train_ep_003547,animal,agents
char__turkey,train_ep_003547,turkey,agents
char__peasant,train_ep_003548,peasant,agents
char__person,train_ep_003548,person,agents
char__chef,train_ep_003549,chef,agents
char__guest,train_ep_003549,guest,agents
char__king,train_ep_003550,king,agents
char__queen,train_ep_003550,queen,agents
char__king,train_ep_003551,king,agents
char__lady_in_waiting,train_ep_003551,lady in waiting,agents
char__chief,train_ep_003552,chief,agents
char__servant,train_ep_003552,servant,agents
char__shipwright,train_ep_003553,shipwright,agents
char__thief,train_ep_003553,thief,agents
char__priest,train_ep_003554,priest,agents
char__spider,train_ep_003554,spider,agents
char__dog,train_ep_003555,dog,agents
char__rabbit,train_ep_003555,rabbit,agents
char__king,train_ep_003556,king,agents
char__man,train_ep_003556,man,agents
char__lady,train_ep_003557,lady,agents
char__priest,train_ep_003557,priest,agents
char__dove,train_ep_003558,dove,agents
char__guard,train_ep_003558,guard,agents
char__adventurer,train_ep_003559,adventurer,agents
char__bandit,train_ep_003559,bandit,agents
char__church_mouse,train_ep_003560,church mouse,agents
char__snakes,train_ep_003560,snakes,agents
char__his_horse,train_ep_003561,his horse,agents
char__man_sleeping_inside,train_ep_003561,man sleeping inside,agents
char__king,train_ep_003562,king,agents
char__servant,train_ep_003562,servant,agents
char__flirty_barmaid,train_ep_003563,flirty barmaid,agents
char__snakes,train_ep_003563,snakes,agents
char__guard,train_ep_003564,guard,agents
char__king,train_ep_003564,king,agents
char__animal,train_ep_003565,animal,agents
char__fish,train_ep_003565,fish,agents
char__bear,train_ep_003566,bear,agents
char__squirrel,train_ep_003566,squirrel,agents
char__butterfly,train_ep_003567,butterfly,agents
char__deer,train_ep_003567,deer,agents
char__person,train_ep_003568,person,agents
char__townsperson,train_ep_003568,townsperson,agents
char__queen,train_ep_003569,queen,agents
char__royal_dog,train_ep_003569,royal dog,agents
char__maintenance_person,train_ep_003570,maintenance person,agents
char__preacher,train_ep_003570,preacher,agents
char__horse,train_ep_003571,horse,agents
char__widow,train_ep_003571,widow,agents
char__family_member,train_ep_003572,family member,agents
char__missionary,train_ep_003572,missionary,agents
char__person,train_ep_003573,person,agents
char__preist,train_ep_003573,preist,agents
char__child,train_ep_003574,child,agents
char__traveler,train_ep_003574,traveler,agents
char__footman,train_ep_003575,footman,agents
char__queen,train_ep_003575,queen,agents
char__mother,train_ep_003576,mother,agents
char__son,train_ep_003576,son,agents
char__man,train_ep_003577,man,agents
char__snake,train_ep_003577,snake,agents
char__child,train_ep_003578,child,agents
char__god,train_ep_003578,god,agents
char__person,train_ep_003579,person,agents
char__small_animals,train_ep_003579,small animals,agents
char__king_s_horses,train_ep_003580,king's horses,agents
char__old_gnaisha,train_ep_003580,old gnaisha,agents
char__brother,train_ep_003581,brother,agents
char__king,train_ep_003581,king,agents
char__denizen,train_ep_003582,denizen,agents
char__goblin_king_s_bartender,train_ep_003582,goblin king's bartender,agents
char__carpenter,train_ep_003583,carpenter,agents
char__parishioner,train_ep_003583,parishioner,agents
char__attendee,train_ep_003584,attendee,agents
char__priests,train_ep_003584,priests,agents
char__leader,train_ep_003585,leader,agents
char__servant,train_ep_003585,servant,agents
char__bear,train_ep_003586,bear,agents
char__patron,train_ep_003586,patron,agents
char__person,train_ep_003587,person,agents
char__scorpions,train_ep_003587,scorpions,agents
char__horse,train_ep_003588,horse,agents
char__traveling_salesmen_stopping_for_a_drink,train_ep_003588,traveling salesmen stopping for a drink,agents
char__faery,train_ep_003589,faery,agents
char__stable_hand,train_ep_003589,stable hand,agents
char__dog,train_ep_003590,dog,agents
char__maid,train_ep_003590,maid,agents
char__dog,train_ep_003591,dog,agents
char__his_wolf_companion_always_at_his_side,train_ep_003591,his wolf companion always at his side,agents
char__chicken,train_ep_003592,chicken,agents
char__owner,train_ep_003592,owner,agents
char__dogs,train_ep_003593,dogs,agents
char__follower,train_ep_003593,follower,agents
char__princess,train_ep_003594,princess,agents
char__villager,train_ep_003594,villager,agents
char__knight,train_ep_003595,knight,agents
char__resting_travelers,train_ep_003595,resting travelers,agents
char__child,train_ep_003596,child,agents
char__farmers,train_ep_003596,farmers,agents
char__acolyte,train_ep_003597,acolyte,agents
char__high_priestess,train_ep_003597,high priestess,agents
char__farmers,train_ep_003598,farmers,agents
char__merchant,train_ep_003598,merchant,agents
char__nun,train_ep_003599,nun,agents
char__servant,train_ep_003599,servant,agents
char__princess,train_ep_003600,princess,agents
char__wolf,train_ep_003600,wolf,agents
char__customer,train_ep_003601,customer,agents
char__fisherman,train_ep_003601,fisherman,agents
char__beaver,train_ep_003602,beaver,agents
char__bug,train_ep_003602,bug,agents
char__blacksmith_apprentice,train_ep_003603,blacksmith apprentice,agents
char__wizard,train_ep_003603,wizard,agents
char__king,train_ep_003604,king,agents
char__trader,train_ep_003604,trader,agents
char__king,train_ep_003605,king,agents
char__servant,train_ep_003605,servant,agents
char__lawyer,train_ep_003606,lawyer,agents
char__town_sheriff,train_ep_003606,town sheriff,agents
char__king,train_ep_003607,king,agents
char__queen,train_ep_003607,queen,agents
char__child,train_ep_003608,child,agents
char__family_dog,train_ep_003608,family dog,agents
char__servant,train_ep_003609,servant,agents
char__spider_spins_its_web_in_the_pew_corner,train_ep_003609,spider spins its web in the pew corner,agents
char__madam_and_her_girls,train_ep_003610,madam and her girls,agents
char__resident,train_ep_003610,resident,agents
char__altar_boy,train_ep_003611,altar boy,agents
char__nun,train_ep_003611,nun,agents
char__thief,train_ep_003612,thief,agents
char__visitor,train_ep_003612,visitor,agents
char__king,train_ep_003613,king,agents
char__townperson,train_ep_003613,townperson,agents
char__enemy,train_ep_003614,enemy,agents
char__knight,train_ep_003614,knight,agents
char__barkeep,train_ep_003615,barkeep,agents
char__villager,train_ep_003615,villager,agents
char__guest,train_ep_003616,guest,agents
char__king,train_ep_003616,king,agents
char__colorful_bird,train_ep_003617,colorful bird,agents
char__predator,train_ep_003617,predator,agents
char__families,train_ep_003618,families,agents
char__villager,train_ep_003618,villager,agents
char__child,train_ep_003619,child,agents
char__rabbit,train_ep_003619,rabbit,agents
char__squire,train_ep_003620,squire,agents
char__woman,train_ep_003620,woman,agents
char__goat,train_ep_003621,goat,agents
char__pirate,train_ep_003621,pirate,agents
char__clergyman,train_ep_003622,clergyman,agents
char__servant,train_ep_003622,servant,agents
char__captain,train_ep_003623,captain,agents
char__mariner,train_ep_003623,mariner,agents
char__fish,train_ep_003624,fish,agents
char__fisherman,train_ep_003624,fisherman,agents
char__cow,train_ep_003625,cow,agents
char__hog,train_ep_003625,hog,agents
char__townperson,train_ep_003626,townperson,agents
char__villager,train_ep_003626,villager,agents
char__person,train_ep_003627,person,agents
char__sailor,train_ep_003627,sailor,agents
char__goblin,train_ep_003628,goblin,agents
char__gypsy,train_ep_003628,gypsy,agents
char__child,train_ep_003629,child,agents
char__fisherman,train_ep_003629,fisherman,agents
char__king,train_ep_003630,king,agents
char__waiting_priest,train_ep_003630,waiting priest,agents
char__dog,train_ep_003631,dog,agents
char__owner,train_ep_003631,owner,agents
