episode_id,location_id,location_name,location_category
train_ep_000871,loc__armory__f1c6e216,armory,Inside Tower
train_ep_000872,loc__confession_box__fb7e21f1,confession box,Inside Church
train_ep_000873,loc__bandit_lair__90d428ee,bandit lair,Cave
train_ep_000874,loc__ruin_of_a_house__62eef8f7,ruin of a house,Wasteland
train_ep_000875,loc__tent__7b65dcf0,tent,Desert
train_ep_000876,loc__inside_the_temple__573b0d5f,inside the temple,Inside Temple
train_ep_000877,loc__boat_house__62b9e6c4,boat house,Port
train_ep_000878,loc__forest__f379cfd7,forest,Countryside
train_ep_000879,loc__lush_meadow_in_the_country_side__d9fa9500,lush meadow in the country side,Countryside
train_ep_000880,loc__small_town_located_in_the_hills__d4698af1,small town located in the hills,Town
train_ep_000881,loc__town_in_the_desert__fff2a6b4,town in the desert,Wasteland
train_ep_000882,loc__primary_cave__755e8817,primary cave,Cave
train_ep_000883,loc__chapel_of_the_eight__e35d875d,chapel of the eight,Inside Castle
train_ep_000884,loc__bed_chambers__67892844,bed chambers,Inside Palace
train_ep_000885,loc__modest_living_area__fe2770f1,modest living area,Inside Cottage
train_ep_000886,loc__front_altar__819cc2dd,front altar,Inside Temple
train_ep_000887,loc__desert_tent__a1a041ce,desert tent,Wasteland
train_ep_000888,loc__northern_shore__e8588ae1,northern shore,Lake
train_ep_000889,loc__grassy_plains__ecb71cc6,grassy plains,Trail
train_ep_000890,loc__old_gnaisha_s__d05194f9,old gnaisha's,Bazaar
train_ep_000891,loc__paladins_memorial_chapel__3b8a3ef4,paladins' memorial chapel,Inside Church
train_ep_000892,loc__shrine_of_sretniy__c5cdca48,shrine of sretniy,Inside Temple
train_ep_000893,loc__desert_land__d9285c9c,desert land,Desert
train_ep_000895,loc__pond__d873154f,pond,Wasteland
train_ep_000896,loc__fishing_shack__be027604,fishing shack,Lake
train_ep_000897,loc__horse_stables__3ab0f4c8,horse stables,Outside Castle
train_ep_000898,loc__simple_town__9836124a,simple town,Town
train_ep_000899,loc__church_entryway__b0c14c9f,church entryway,Inside Church
train_ep_000900,loc__large_farm__653ba215,large farm,Farm
train_ep_000901,loc__temple_gardens__e5c59366,temple gardens,Outside Temple
train_ep_000902,loc__southernmost_tower_entryway__af5a2a89,southernmost tower entryway,Inside Tower
train_ep_000903,loc__meadow__07a42035,meadow,Countryside
train_ep_000904,loc__central_bazaar__afde3f95,central bazaar,Bazaar
train_ep_000905,loc__mysterious_forest_outskirts__78c6782b,mysterious forest outskirts,Forest
train_ep_000906,loc__castle_farm__90bc7176,castle farm,Farm
train_ep_000907,loc__lower_dungeon_guard_room__f88d3041,lower dungeon guard room,Dungeon
train_ep_000908,loc__cottage_safe_room__ce08f1a3,cottage safe-room,Inside Cottage
train_ep_000909,loc__in_front_of_a_stone_tower__79dd0512,in front of a stone tower,Outside Tower
train_ep_000910,loc__small_church__9543420f,small church,Inside Church
train_ep_000911,loc__enormous_church_entrance_door__4425590a,enormous church entrance door,Outside Church
train_ep_000912,loc__castle_maids_room__208d485a,castle maids' room,Inside Castle
train_ep_000913,loc__privy_room__3e3bfa73,privy room,Inside Castle
train_ep_000914,loc__castle_courtyard_bazaar__f18a3852,castle courtyard bazaar,Bazaar
train_ep_000915,loc__inside_temple__78c8ad2b,inside temple,Inside Temple
train_ep_000916,loc__haunted_swamp__8ecea208,haunted swamp,Swamp
train_ep_000917,loc__forsaken_castle__e4d7c5af,forsaken castle,Abandoned
train_ep_000918,loc__great_hall__91ce0dd0,great hall,Inside Tower
train_ep_000919,loc__unfinished_mausoleum__d8f26138,unfinished mausoleum,Graveyard
train_ep_000920,loc__fishmonger_s_stall__b989772f,fishmonger's stall,Port
train_ep_000921,loc__beach__7193529a,beach,Shore
train_ep_000922,loc__abandoned_mine__75691f18,abandoned mine,Abandoned
train_ep_000923,loc__dungeon__e0dc3209,dungeon,Inside Palace
train_ep_000924,loc__path_in_forest__b615034b,path in forest,Trail
train_ep_000925,loc__prayer_room__b4ab9d1e,prayer room,Inside Temple
train_ep_000926,loc__barn__5dfcc0aa,barn,Farm
train_ep_000927,loc__cemetery__dccbebc2,cemetery,Graveyard
train_ep_000928,loc__meadow__07a42035,meadow,Countryside
train_ep_000929,loc__queen_s_bedchamber__25802711,queen's bedchamber,Inside Palace
train_ep_000930,loc__altar_room__cbf077bb,altar room,Inside Temple
train_ep_000931,loc__torture_room__87c0e788,torture room,Dungeon
train_ep_000932,loc__island__3dbacfd7,island,Lake
train_ep_000933,loc__lighthouse__fad0ce22,lighthouse,Shore
train_ep_000934,loc__bar__37b51d19,bar,Tavern
train_ep_000935,loc__watchtower__2275d0f0,watchtower,Outside Tower
train_ep_000936,loc__port_tavern__48d771c2,port tavern,Port
train_ep_000937,loc__dungeon__e0dc3209,dungeon,Inside Castle
train_ep_000938,loc__prison_room__075cec3e,prison room,Inside Tower
train_ep_000939,loc__bell_tower__53496f39,bell tower,Inside Church
train_ep_000940,loc__troll_s_bridge__934a7368,troll's bridge,Swamp
train_ep_000941,loc__barn__5dfcc0aa,barn,Farm
train_ep_000942,loc__dungeon_within_a_castle__30c5909c,dungeon within a castle,Dungeon
train_ep_000943,loc__wooded_magical_village__0d0cf6a7,wooded magical village,Forest
train_ep_000944,loc__abandoned_castle_on_an_ocean_cliff_side__2a4a7700,abandoned castle on an ocean cliff side,Abandoned
train_ep_000945,loc__inside_a_desolate_cave__62f3c8b1,inside a desolate cave,Dungeon
train_ep_000946,loc__dwarven_city__24e5c23d,dwarven city,Mountain
train_ep_000947,loc__underground_chamber__d71a7d7a,underground chamber,Cave
train_ep_000948,loc__outside_the_church_of_monks__12e0820b,outside the church of monks,Outside Church
train_ep_000949,loc__temple_courtyard__c65f7648,temple courtyard,Outside Temple
train_ep_000950,loc__inside_the_unicorn_palace__56787601,inside the unicorn palace,Inside Palace
train_ep_000951,loc__werewolves_tavern__a0b69047,werewolves tavern,Tavern
train_ep_000952,loc__inside_temple__78c8ad2b,inside temple,Inside Temple
train_ep_000953,loc__witches_cottage__6a123241,witches cottage,Outside Cottage
train_ep_000954,loc__inside_the_fairy_temple__748c1bf3,inside the fairy temple,Inside Temple
train_ep_000955,loc__fairy_forest__c73e62c1,fairy forest,Forest
train_ep_000956,loc__inside_the_fairies_church__7a838b07,inside the fairies church,Inside Church
train_ep_000957,loc__inside_the_king_s_palace__ad1ed203,inside the king's palace,Inside Palace
train_ep_000958,loc__inside_temple__78c8ad2b,inside temple,Inside Temple
train_ep_000959,loc__dining_hall__10c40af2,dining hall,Inside Tower
train_ep_000960,loc__confessional_room__22bf6614,confessional room,Inside Church
train_ep_000961,loc__wizard_s_quarters__e0890c7c,wizard's quarters,Outside Tower
train_ep_000962,loc__castle__9355a9f9,castle,Inside Castle
train_ep_000963,loc__cave__e386df9e,cave,Cave
train_ep_000964,loc__castle__9355a9f9,castle,Inside Castle
train_ep_000965,loc__bazaar__8c5c7284,bazaar,Bazaar
train_ep_000966,loc__bazaar__8c5c7284,bazaar,Bazaar
train_ep_000967,loc__tower__79835ea3,tower,Outside Tower
train_ep_000968,loc__royal_gardens__e410d0fe,royal gardens,Outside Palace
train_ep_000969,loc__docks__d1b1bb99,docks,Port
train_ep_000970,loc__sacred_temple__0ee6dca9,sacred temple,Inside Church
train_ep_000971,loc__lagoon__664a6ce4,lagoon,Lake
train_ep_000972,loc__inside_the_temple__573b0d5f,inside the temple,Inside Temple
train_ep_000973,loc__cave__e386df9e,cave,Cave
train_ep_000974,loc__outside_tower__7dc67c9f,outside tower,Outside Tower
train_ep_000975,loc__jungle__5d991220,jungle,Jungle
train_ep_000976,loc__lake__97d986e2,lake,Lake
train_ep_000977,loc__outside_church__9f23256f,outside church,Outside Church
train_ep_000978,loc__mud_pit__7a862ed0,mud pit,Jungle
train_ep_000979,loc__military_outpost_at_the_heart_of_the_swamp__0b91dfd0,military outpost at the heart of the swamp,Swamp
train_ep_000980,loc__inside_tower__3d67c0a7,inside tower,Inside Tower
train_ep_000981,loc__royal_kitchen__fca4f709,royal kitchen,Inside Palace
train_ep_000982,loc__abandoned_shack__d3865a64,abandoned shack,Wasteland
train_ep_000983,loc__princess_library__7426d41f,princess' library,Inside Palace
train_ep_000984,loc__yurt__e67b7569,yurt,Desert
train_ep_000985,loc__spice_stall__5ddd9bb4,spice stall,Bazaar
train_ep_000986,loc__treasure_cavern__26b58d7a,treasure cavern,Inside Temple
train_ep_000987,loc__bathroom__67518d64,bathroom,Inside Tower
train_ep_000988,loc__tree_house__493a5d1a,tree house,Jungle
train_ep_000989,loc__main_hall__8f1c5099,main hall,Inside Palace
train_ep_000990,loc__town_square__4d10acd1,town square,Town
train_ep_000991,loc__kings_chambers__3b38188f,kings chambers,Inside Palace
train_ep_000992,loc__living_quarters__26fbc0ca,living quarters,Farm
train_ep_000993,loc__entrance_to_the_pine_trees__857c5da1,entrance to the pine trees,Forest
train_ep_000994,loc__courtyard__2c2bf458,courtyard,Outside Palace
train_ep_000995,loc__large_galleon__0e3d3ca8,large galleon,Port
train_ep_000996,loc__kitchen__09228dac,kitchen,Inside Cottage
train_ep_000997,loc__tree_house__493a5d1a,tree house,Jungle
train_ep_000998,loc__dark_cave__b9185199,dark cave,Cave
train_ep_000999,loc__top_side_tower_overlooking_view__8b843a89,top side tower overlooking view,Outside Tower
train_ep_001000,loc__black_smiths_shop__5379f4dc,black smiths shop,Town
train_ep_001001,loc__armory__f1c6e216,armory,Inside Castle
train_ep_001002,loc__torture_chamber__11dfca19,torture chamber,Dungeon
train_ep_001003,loc__bedroom__cff8b1fe,bedroom,Inside Cottage
train_ep_001004,loc__treasure_room__5acf31fd,treasure room,Inside Castle
train_ep_001005,loc__barn__5dfcc0aa,barn,Farm
train_ep_001006,loc__throne_room__f4977c99,throne room,Shore
train_ep_001007,loc__bat_room__c322be72,bat room,Cave
train_ep_001008,loc__choir_room__35978911,choir room,Inside Church
train_ep_001009,loc__jail_room__4ad818b4,jail room,Inside Tower
train_ep_001010,loc__town_theater__8fa3302e,town theater,Town
train_ep_001011,loc__clergyman_s_office__30ca015e,clergyman's office,Inside Temple
train_ep_001012,loc__underground_cavern__2714911b,underground cavern,Cave
train_ep_001013,loc__moat__3c3a57f1,moat,Outside Palace
train_ep_001014,loc__bedroom__cff8b1fe,bedroom,Inside Cottage
train_ep_001015,loc__gathering_room__2b59ea3f,gathering room,Inside Cottage
train_ep_001016,loc__waterfall__911b1ca4,waterfall,Mountain
train_ep_001017,loc__grand_dancing_hall__7dd99710,grand dancing hall,Inside Palace
train_ep_001018,loc__dining_hall__10c40af2,dining hall,Inside Castle
train_ep_001019,loc__summit__cc8c6287,summit,Mountain
train_ep_001020,loc__scenic_overlook__9ccff5f9,scenic overlook,Trail
train_ep_001021,loc__secret_oasis__4b7fea6a,secret oasis,Desert
train_ep_001022,loc__town__7198cda5,town,Town
train_ep_001023,loc__sanctuary__80452c45,sanctuary,Inside Church
train_ep_001024,loc__tombstones_of_the_kings__f98f35ed,tombstones of the kings,Graveyard
train_ep_001025,loc__rectory__af9459b5,rectory,Inside Church
train_ep_001026,loc__loading_dock__2e35f637,loading dock,Port
train_ep_001027,loc__mountain_peak__924f5a88,mountain peak,Mountain
train_ep_001028,loc__tower_base__11a0e527,tower base,Outside Tower
train_ep_001029,loc__king_s_quarters__b44e1648,king's quarters,Inside Tower
train_ep_001030,loc__oracle_cave__d32dc815,oracle cave,Mountain
train_ep_001031,loc__spiral_staircase__031e4915,spiral staircase,Inside Tower
train_ep_001032,loc__confessional__f24d3972,confessional,Inside Church
train_ep_001033,loc__marketplace__bc5986eb,marketplace,Port
train_ep_001034,loc__beyond_the_wall__adff6e1c,beyond the wall,Outside Castle
train_ep_001035,loc__behind_the_servant_quarters__9413241c,behind the servant quarters,Wasteland
train_ep_001036,loc__adjacent_to_the_guest_castle__7becb0d5,adjacent to the guest castle,Farm
train_ep_001037,loc__inside_the_king_s_castle__afab450e,inside the king's castle,Inside Tower
train_ep_001038,loc__across_the_king_s_garden__82bbf802,across the king's garden,Trail
train_ep_001039,loc__within_the_king_s_mansion__ffdc1072,within the king's mansion,Inside Temple
train_ep_001040,loc__market_center__f92392bc,market center,Tavern
train_ep_001041,loc__battleship__e82a29f3,battleship,Shore
train_ep_001042,loc__chapel__5ee4b863,chapel,Inside Church
train_ep_001043,loc__bar__37b51d19,bar,Tavern
train_ep_001044,loc__banquet_hall__b7ba191c,banquet hall,Inside Castle
train_ep_001045,loc__entrance_to_castle__6ce4a988,entrance to castle,Outside Castle
train_ep_001046,loc__pew__08db7753,pew,Inside Church
train_ep_001047,loc__shop_in_bazaar__bb1b9374,shop in bazaar,Bazaar
train_ep_001048,loc__dock_at_the_port__eaf44017,dock at the port,Port
train_ep_001049,loc__dock__05debdb8,dock,Lake
train_ep_001050,loc__within_the_walls_of_the_city__ccd0198d,within the walls of the city,Inside Tower
train_ep_001051,loc__bog__e07cd172,bog,Swamp
train_ep_001052,loc__witch_s_house__f92034cd,witch's house,Swamp
train_ep_001053,loc__queen_s_chamber__e51179c6,queen's chamber,Inside Palace
train_ep_001054,loc__cottage__144deb32,cottage,Countryside
train_ep_001055,loc__dining_hall__10c40af2,dining hall,Inside Palace
train_ep_001056,loc__nave__bfe4b52c,nave,Inside Church
train_ep_001057,loc__king_s_quarters__b44e1648,king's quarters,Shore
train_ep_001058,loc__weapon_closet__20098437,weapon closet,Inside Tower
train_ep_001059,loc__princess_chamber__b18da5a3,princess' chamber,Inside Tower
train_ep_001060,loc__inside_church__aab73af9,inside church,Inside Church
train_ep_001061,loc__training_fields__20aac210,training fields,Outside Palace
train_ep_001062,loc__nursery__a718a874,nursery,Inside Palace
train_ep_001063,loc__royal_stables__25af2687,royal stables,Outside Castle
train_ep_001064,loc__kitchen__09228dac,kitchen,Tavern
train_ep_001065,loc__boathouse__f1916d48,boathouse,Swamp
train_ep_001066,loc__tool_shed__5a0c79ce,tool shed,Outside Cottage
train_ep_001067,loc__kitchen__09228dac,kitchen,Inside Cottage
train_ep_001068,loc__library__d521f765,library,Inside Castle
train_ep_001069,loc__dining_hall__10c40af2,dining hall,Inside Castle
train_ep_001070,loc__troll_s_lair__218cc09b,troll's lair,Cave
train_ep_001071,loc__barracks__2ce29011,barracks,Outside Castle
train_ep_001072,loc__throne_room__f4977c99,throne room,Inside Tower
train_ep_001073,loc__brush_den__e1300d94,brush den,Forest
train_ep_001074,loc__next_to_an_altar__6252d8d6,next to an altar,Inside Church
train_ep_001075,loc__along_the_banks_of_a_river_in_the_forest__1893d3d3,along the banks of a river in the forest,Forest
train_ep_001076,loc__winter_gardens__e59bb816,winter gardens,Outside Tower
train_ep_001077,loc__king_s_bedroom__03fb30e9,king's bedroom,Inside Palace
train_ep_001078,loc__jewelry_stall__2ec13fd4,jewelry stall,Bazaar
train_ep_001079,loc__servant_s_quarters__2ab37024,servant's quarters,Inside Palace
train_ep_001080,loc__cursed_grave__7f5aabe1,cursed grave,Graveyard
train_ep_001081,loc__foyer__114ad31a,foyer,Inside Palace
train_ep_001082,loc__guard_shack__0ef62152,guard shack,Outside Tower
train_ep_001083,loc__hall_of_the_goddess__7c0819d4,hall of the goddess,Inside Temple
train_ep_001084,loc__cactus_field__ce508a05,cactus field,Desert
train_ep_001085,loc__throne__253d405e,throne,Inside Palace
train_ep_001086,loc__old_red_barn__d6b0cfd8,old red barn,Farm
train_ep_001087,loc__fishing_pier__fd5d48a9,fishing pier,Shore
train_ep_001088,loc__beach_house__64bd4f8d,beach house,Shore
train_ep_001089,loc__high_priest_chamber__3d59d244,high priest chamber,Inside Church
train_ep_001090,loc__quicksand_pit__591e521d,quicksand pit,Swamp
train_ep_001091,loc__sacrifice_chamber__8aaf85ac,sacrifice chamber,Inside Temple
train_ep_001092,loc__mushroom_hut__8bb7cd75,mushroom hut,Outside Cottage
train_ep_001093,loc__pirate_ship__a3eb0b34,pirate ship,Port
train_ep_001094,loc__beside_tower_entrance__4289dcc4,beside tower entrance,Inside Tower
train_ep_001095,loc__palace_throne__edc54e5f,palace throne,Inside Palace
train_ep_001096,loc__palace_kitchen__4dee9bb6,palace kitchen,Inside Palace
train_ep_001097,loc__inside_cottage_kitchen__5eaa1ce9,inside cottage kitchen,Inside Cottage
train_ep_001098,loc__hillside_manor__b1ec6b5a,hillside manor,Countryside
train_ep_001099,loc__pig_pen__cd6444b3,pig pen,Countryside
train_ep_001100,loc__beside_church_entrance__2206aedf,beside church entrance,Outside Church
train_ep_001101,loc__castle_armory__c05c8115,castle armory,Inside Castle
train_ep_001102,loc__hillside_mansion__369afa4b,hillside mansion,Countryside
train_ep_001103,loc__palace_ballroom__e83afcc3,palace ballroom,Inside Palace
train_ep_001104,loc__tower_sewers__135799e5,tower sewers,Inside Tower
train_ep_001105,loc__towering_mesa__148ef02b,towering mesa,Desert
train_ep_001106,loc__inside_temple_crypt__eb261a98,inside temple crypt,Inside Temple
train_ep_001107,loc__small_hut__78dbc695,small hut,Jungle
train_ep_001108,loc__gold_mine__23a64f00,gold mine,Abandoned
train_ep_001109,loc__stable__f40faf63,stable,Outside Castle
train_ep_001110,loc__room_at_the_top_of_the_tower__bebc68b6,room at the top of the tower,Inside Castle
train_ep_001111,loc__lonely_island__941f1782,lonely island,Abandoned
train_ep_001112,loc__public_execution_stand__ec1c97f7,public execution stand,Bazaar
train_ep_001113,loc__sitting_room__152ab82c,sitting room,Inside Cottage
train_ep_001114,loc__whipping_station__cd58acd7,whipping station,Outside Church
train_ep_001115,loc__bedding_room__8584585f,bedding room,Inside Palace
train_ep_001116,loc__prison_room__075cec3e,prison room,Inside Tower
train_ep_001117,loc__fountain__79de7a61,fountain,Graveyard
train_ep_001118,loc__oasis__335ffbcf,oasis,Desert
train_ep_001119,loc__stained_glass_room__fe4963f3,stained glass room,Inside Church
train_ep_001120,loc__farmer_hill__b21f8161,farmer hill,Outside Cottage
train_ep_001121,loc__hall_of_echoes__55050f7d,hall of echoes,Inside Temple
train_ep_001122,loc__bathing_room__e8175c31,bathing room,Inside Temple
train_ep_001123,loc__mysterious_shop__454073ca,mysterious shop,Bazaar
train_ep_001124,loc__show_room_inside_the_castle__f6ac41dd,show room inside the castle,Inside Castle
train_ep_001125,loc__town_of_anoria__bfbab07a,town of anoria,Town
train_ep_001126,loc__tavern_of_browntavia__0bc98c5d,tavern of browntavia,Tavern
train_ep_001127,loc__bone_pit__bec80d68,bone pit,Outside Temple
train_ep_001128,loc__enchanted_light_house__0bd68be0,enchanted light house,Shore
train_ep_001129,loc__sacrificial_altar__0974214f,sacrificial altar,Inside Temple
train_ep_001130,loc__dungeon__e0dc3209,dungeon,Inside Temple
train_ep_001131,loc__dining_hall__10c40af2,dining hall,Inside Tower
train_ep_001132,loc__bank__bd5af1f6,bank,Swamp
train_ep_001133,loc__library__d521f765,library,Inside Castle
train_ep_001134,loc__main_entrance__68f3df62,main entrance,Outside Temple
train_ep_001135,loc__storage_room__ab9f0184,storage room,Dungeon
train_ep_001136,loc__ruined_house__b253dd25,ruined house,Abandoned
train_ep_001137,loc__pond__d873154f,pond,Forest
train_ep_001138,loc__reception_area__9f5fd34c,reception area,Graveyard
train_ep_001139,loc__garden__e2704f30,garden,Outside Palace
train_ep_001140,loc__dock__05debdb8,dock,Port
train_ep_001141,loc__weapon_room__a7162ba9,weapon room,Inside Temple
train_ep_001142,loc__small_graveyard__d12232a8,small graveyard,Outside Cottage
train_ep_001143,loc__entrance__2a20afe0,entrance,Cave
train_ep_001144,loc__armory__f1c6e216,armory,Inside Castle
train_ep_001145,loc__stable__f40faf63,stable,Farm
train_ep_001146,loc__storage_room__ab9f0184,storage room,Tavern
train_ep_001147,loc__clearing__5832a4d8,clearing,Jungle
train_ep_001148,loc__nave__bfe4b52c,nave,Inside Church
train_ep_001149,loc__graveyard__7b3ab674,graveyard,Outside Church
train_ep_001150,loc__stable__f40faf63,stable,Outside Palace
train_ep_001151,loc__courtyard__2c2bf458,courtyard,Outside Palace
train_ep_001152,loc__torture_room__87c0e788,torture room,Dungeon
train_ep_001153,loc__main_hallway__840c1503,main hallway,Inside Palace
train_ep_001154,loc__town_square__4d10acd1,town square,Town
train_ep_001155,loc__hidden_passageway__d7cdebb5,hidden passageway,Inside Temple
train_ep_001156,loc__grand_ballroom__52b4001e,grand ballroom,Inside Castle
train_ep_001157,loc__old_crypt__9f170f50,old crypt,Graveyard
train_ep_001158,loc__castle_kitchen__b00392de,castle kitchen,Inside Castle
train_ep_001159,loc__weathered_shack__8c23b906,weathered shack,Abandoned
train_ep_001160,loc__debtor_s_prison__ea99977f,debtor's prison,Inside Tower
train_ep_001161,loc__staircase__7dbf02f9,staircase,Inside Tower
train_ep_001162,loc__tree_of_spirits__e757fcef,tree of spirits,Trail
train_ep_001163,loc__popes_dormitory__ddb11751,popes dormitory,Inside Church
train_ep_001164,loc__grand_dining_room__8cb359cc,grand dining room,Inside Palace
train_ep_001165,loc__brim_canal__7a498e16,brim canal,Lake
train_ep_001166,loc__maidens_cottage__ce8fe6f9,maidens cottage,Countryside
train_ep_001167,loc__horse_s_stables__0cd4df4c,horse's stables,Outside Cottage
train_ep_001168,loc__prisoner_s_cell__bf78e6a1,prisoner's cell,Dungeon
train_ep_001169,loc__hunting_grounds__6ac15b3d,hunting grounds,Trail
train_ep_001170,loc__queen_s_quarters__22b70e95,queen's quarters,Inside Palace
train_ep_001171,loc__artillery_room__9af01c49,artillery room,Inside Tower
train_ep_001172,loc__kitchen__09228dac,kitchen,Inside Castle
train_ep_001173,loc__master_bedroom__ee30383a,master bedroom,Inside Castle
train_ep_001174,loc__outpost__9e81fdfb,outpost,Mountain
train_ep_001175,loc__royal_shipyard__fc976e6e,royal shipyard,Port
train_ep_001176,loc__ritual_room__4574deb8,ritual room,Inside Temple
train_ep_001177,loc__village_at_the_base_of_the_mountain__47dbe2ea,village at the base of the mountain,Mountain
train_ep_001178,loc__bandit_lair__90d428ee,bandit lair,Cave
train_ep_001179,loc__armory__f1c6e216,armory,Inside Tower
train_ep_001180,loc__ruin_of_a_house__62eef8f7,ruin of a house,Wasteland
train_ep_001181,loc__tent__7b65dcf0,tent,Desert
train_ep_001182,loc__inside_the_temple__573b0d5f,inside the temple,Inside Temple
train_ep_001183,loc__boat_house__62b9e6c4,boat house,Port
train_ep_001184,loc__kings_bedroom__64489025,kings bedroom,Inside Castle
train_ep_001185,loc__stream__f7b44cfa,stream,Forest
train_ep_001186,loc__forest__f379cfd7,forest,Countryside
train_ep_001187,loc__lush_meadow_in_the_country_side__d9fa9500,lush meadow in the country side,Countryside
train_ep_001188,loc__kings_bed_room__b1f6b2b3,kings bed room,Inside Castle
train_ep_001189,loc__front_row__ec5571ef,front row,Inside Church
train_ep_001190,loc__town_in_the_desert__fff2a6b4,town in the desert,Wasteland
train_ep_001191,loc__ferry_terminal__e6bf99dd,ferry terminal,Port
train_ep_001192,loc__bed_chambers__67892844,bed chambers,Inside Palace
train_ep_001193,loc__modest_living_area__fe2770f1,modest living area,Inside Cottage
train_ep_001194,loc__temple_foyer__c0b5e90a,temple foyer,Inside Temple
train_ep_001195,loc__front_altar__819cc2dd,front altar,Inside Temple
train_ep_001196,loc__desert_tent__a1a041ce,desert tent,Wasteland
train_ep_001197,loc__northern_shore__e8588ae1,northern shore,Lake
train_ep_001198,loc__great_armory__8a3248e6,great armory,Inside Castle
train_ep_001199,loc__dancing_stoat__a6b60c83,dancing stoat,Town
train_ep_001200,loc__paladins_memorial_chapel__3b8a3ef4,paladins' memorial chapel,Inside Church
train_ep_001201,loc__shrine_of_sretniy__c5cdca48,shrine of sretniy,Inside Temple
train_ep_001202,loc__banquet_hall__b7ba191c,banquet hall,Inside Castle
train_ep_001204,loc__desert_land__d9285c9c,desert land,Desert
train_ep_001205,loc__pond__d873154f,pond,Wasteland
train_ep_001206,loc__fishing_shack__be027604,fishing shack,Lake
train_ep_001207,loc__horse_stables__3ab0f4c8,horse stables,Outside Castle
train_ep_001208,loc__rectory__af9459b5,rectory,Inside Church
train_ep_001209,loc__orc_cave__9c2ad64e,orc cave,Cave
train_ep_001210,loc__simple_town__9836124a,simple town,Town
train_ep_001211,loc__church_entryway__b0c14c9f,church entryway,Inside Church
train_ep_001212,loc__large_farm__653ba215,large farm,Farm
train_ep_001213,loc__firewood_forest__049c4d45,firewood forest,Forest
train_ep_001214,loc__church_field__80ff45f8,church field,Outside Church
train_ep_001215,loc__central_bazaar__afde3f95,central bazaar,Bazaar
train_ep_001216,loc__southernmost_tower_entryway__af5a2a89,southernmost tower entryway,Inside Tower
train_ep_001217,loc__meadow__07a42035,meadow,Countryside
train_ep_001218,loc__mysterious_forest_outskirts__78c6782b,mysterious forest outskirts,Forest
train_ep_001219,loc__castle_farm__90bc7176,castle farm,Farm
train_ep_001220,loc__lower_dungeon_guard_room__f88d3041,lower dungeon guard room,Dungeon
train_ep_001221,loc__small_church__9543420f,small church,Inside Church
train_ep_001222,loc__cottage_entryway__e5f1139f,cottage entryway,Inside Cottage
train_ep_001223,loc__enormous_church_entrance_door__4425590a,enormous church entrance door,Outside Church
train_ep_001224,loc__hilltop_temple_grounds__9a75117c,hilltop temple grounds,Outside Temple
train_ep_001225,loc__castle_maids_room__208d485a,castle maids' room,Inside Castle
train_ep_001226,loc__privy_room__3e3bfa73,privy room,Inside Castle
train_ep_001227,loc__forsaken_castle__e4d7c5af,forsaken castle,Abandoned
train_ep_001228,loc__unfinished_mausoleum__d8f26138,unfinished mausoleum,Graveyard
train_ep_001229,loc__fishmonger_s_stall__b989772f,fishmonger's stall,Port
train_ep_001230,loc__abandoned_mine__75691f18,abandoned mine,Abandoned
train_ep_001231,loc__bamboo_hut__fe75e1af,bamboo hut,Jungle
train_ep_001232,loc__dungeon__e0dc3209,dungeon,Inside Palace
train_ep_001233,loc__path_in_forest__b615034b,path in forest,Trail
train_ep_001234,loc__prayer_room__b4ab9d1e,prayer room,Inside Temple
train_ep_001235,loc__barn__5dfcc0aa,barn,Farm
train_ep_001236,loc__cemetery__dccbebc2,cemetery,Graveyard
train_ep_001237,loc__meadow__07a42035,meadow,Countryside
train_ep_001238,loc__queen_s_bedchamber__25802711,queen's bedchamber,Inside Palace
train_ep_001239,loc__altar_room__cbf077bb,altar room,Inside Temple
train_ep_001240,loc__confessional__f24d3972,confessional,Inside Church
train_ep_001241,loc__torture_room__87c0e788,torture room,Dungeon
train_ep_001242,loc__lighthouse__fad0ce22,lighthouse,Shore
train_ep_001243,loc__bar__37b51d19,bar,Tavern
train_ep_001244,loc__watchtower__2275d0f0,watchtower,Outside Tower
train_ep_001245,loc__port_tavern__48d771c2,port tavern,Port
train_ep_001246,loc__dungeon__e0dc3209,dungeon,Inside Castle
train_ep_001247,loc__master_bedroom__ee30383a,master bedroom,Inside Palace
train_ep_001248,loc__graveyard__7b3ab674,graveyard,Graveyard
train_ep_001249,loc__outside_castle__fd9e3171,outside castle,Outside Castle
train_ep_001250,loc__bell_tower__53496f39,bell tower,Inside Church
train_ep_001251,loc__troll_s_bridge__934a7368,troll's bridge,Swamp
train_ep_001252,loc__dungeon_within_a_castle__30c5909c,dungeon within a castle,Dungeon
train_ep_001253,loc__wooded_magical_village__0d0cf6a7,wooded magical village,Forest
train_ep_001254,loc__knights_quarters__d1135fd1,knights quarters,Inside Castle
train_ep_001255,loc__dwarven_city__24e5c23d,dwarven city,Mountain
train_ep_001256,loc__underground_chamber__d71a7d7a,underground chamber,Cave
train_ep_001257,loc__outside_the_church_of_monks__12e0820b,outside the church of monks,Outside Church
train_ep_001258,loc__inside_the_unicorn_palace__56787601,inside the unicorn palace,Inside Palace
train_ep_001259,loc__werewolves_tavern__a0b69047,werewolves tavern,Tavern
train_ep_001260,loc__inside_temple__78c8ad2b,inside temple,Inside Temple
