crno,corpNm,corpEnsnNm,enpPbanCmpyNm,enpRprFnm,corpRegMrktDcd,corpRegMrktDcdNm,corpDcd,corpDcdNm,bzno,enpOzpno,enpBsadr,enpDtadr,enpHmpgUrl,enpTlno,enpFxno,sicNm,enpEstbDt,enpStacMm,enpXchgLstgDt,enpXchgLstgAbolDt,enpKosdaqLstgDt,enpKosdaqLstgAbolDt,enpKrxLstgDt,enpKrxLstgAbolDt,smenpYn,enpMntrBnkNm,enpEmpeCnt,empeAvgCnwkTermCtt,enpPn1AvgSlryAmt,actnAudpnNm,audtRptOpnnCtt,enpMainBizNm,fssCorpUnqNo,fssCorpChgDtm,fstOpegDt,lastOpegDt
1101110294423,계문사,,,류윤현,,,31,주식회사,1028112228,03041,서울특별시 종로구 자하문로1길 41,(필운동),,02  725 5216,02  738 9571,,19810420,,,,,,,,Y,,11,,0,,,,,,20250829,20260914
1101110294423,계문사,,,류윤현,,,31,주식회사,1028112228,03041,서울 종로구 자하문로1길,41 (필운동),,02  725 5216,02  738 9571,,19810420,,,,,,,,Y,,14,,0,,,,,,20200831,20230629
1101110294499,(주) 한유에너지,"HANYU ENERGY CO,.LTD.",한유에너지,박기흥,E,기타,,,2018139029,08742,서울특별시 관악구 남부순환로 1883 (봉천동) 한유빌딩,,www.hanyuenergy.com,02-3498-5189,02-2268-6651,,19810421,12,,,,,,,,,0,,0,,,,00160250,2022/11/28,20200509,20260914
1101110294499,(주) 한유에너지,"HANYU ENERGY CO,.LTD.",한유에너지,박기흥,E,기타,,,2018139029,08742,서울특별시 관악구 남부순환로 1883 (봉천동) 한유빌딩,서울특별시 관악구 남부순환로 1883 (봉천동) 한유빌딩,www.hanyuenergy.com,02-3498-5189,02-2268-6651,,19810421,12,,,,,,,,,0,,0,,,,00160250,2022/11/28,20260101,20260101
1101110294499,(주)한유에너지,"HANYU ENERGY CO.,LTD.",,박기흥,,,,,2018139029,08742,서울 관악구 행운2길 10,"3층 (봉천동, 한유빌딩)",,0234985272,,액체연료 및 관련제품 도매업,19810421,12,,,,,,,,,0,,0,,,"석유류(산업용,자동차용,선박용,승강기용),아스팔트 판매,알선",,,20251008,20251014
1101110294861,(주)부이오상사,EN HO JO,,조언호,,,,,2028114865,04543,서울 중구 수표동,11-4,,82-02-2266-1663,02-2272-7807,,19810427,,,,,,,,,,5,,0,,,,,,20200517,20200517
1101110294936,(주)세림,,,,,,,,1138114793,08296,서울 구로구 구로5동,43-9,,82-02-858-0020,,,,,,,,,,,,,0,,0,,,,,,20200517,20200517
1101110295041,삼이홀딩스 주식회사,"SAM-E HOLDINGS CO., LTD",삼이홀딩스,문준식,E,기타,,,1208114296,135100,서울특별시 강남구 청담동 92-4,,-,02-514-3131,02-517-2812,,19810515,12,,,,,,,,,0,,0,,,,00642985,2017/06/30,20200509,20260914
1101110295041,삼이홀딩스 주식회사,"SAM-E HOLDINGS CO., LTD",삼이홀딩스,문준식,E,기타,,,1208114296,135100,서울특별시 강남구 청담동 92-4,서울특별시 강남구 청담동 92-4,-,02-514-3131,02-517-2812,,19810515,12,,,,,,,,,0,,0,,,,00642985,2017/06/30,20260101,20260101
1101110295059,(주) 이브자리,EVEZARY,이브자리,"고춘홍,윤종웅",E,기타,,,1058142298,06081,서울특별시 강남구 영동대로114길 5 (삼성동),,www.evezary.co.kr,02-6490-3100,02-2213-3292,,19810429,12,,,,,,,,,0,,0,,,,00447715,2022/02/28,20200509,20260914
1101110295059,(주) 이브자리,EVEZARY,이브자리,"고춘홍,윤종웅",E,기타,,,1058142298,06081,서울특별시 강남구 영동대로114길 5 (삼성동),서울특별시 강남구 영동대로114길 5 (삼성동),www.evezary.co.kr,02-6490-3100,02-2213-3292,,19810429,12,,,,,,,,,0,,0,,,,00447715,2022/02/28,20260101,20260101
1101110295059,(주)이브자리,"EVEZARY CO.,LTD",,고춘홍,,,,,1058142298,06081,서울 강남구 삼성동,91-25번지,,82-02-2215-3323,02-2213-3292,커튼 및 침구용품 도매업,19810510,,,,,,,,,,50,,0,,,,,,20251008,20251014
1101110295083,대광운수주식회사,daegwang,,정상기,,,,,2128103216,02208,서울 중랑구 면목동,402-2,,82-02-408-2905,02-431-4141,,19810519,,,,,,,,,,0,,0,,,,,,20200517,20200517
1101110295132,(주)호석,"HO SEOK CO., LTD",,송병호,,,,,1128105627,08706,서울특별시 관악구 관천로26길 1,(신림동),,,,,19810430,,,,,,,,,,2,,0,,,,,,20200517,20200517
1101110295182,(주)금성개봉대리점,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20250319,20260914
1101110295182,(주)금성개봉대리점,,,,,,,,,,,,,026883355,,,,,,,,,,,,,0,,0,,,,,,20200509,20250318
1101110295215,천지건설(주),c,,안수호,,,,,2038126307,51289,경남 마산시 회원동,50-5천지리치빌301호,,82-055-243-9000,055-243-5115,,19980501,,,,,,,,,,0,,0,,,,,,20200517,20200517
1101110295223,구일종합건설(주),"ku il construction co.,LTD",구일종합건설,김찬식,E,기타,,,3088103502,33166,충청남도 부여군 부여읍 금성로 2 (동남리) 335-3,,,042-828-7895,042-828-7883,,19810501,12,,,,,,,,,0,,0,,,,00496492,2022/10/25,20200509,20260914
1101110295223,구일종합건설(주),"ku il construction co.,LTD",구일종합건설,김찬식,E,기타,,,3088103502,33166,충청남도 부여군 부여읍 금성로 2 (동남리) 335-3,충청남도 부여군 부여읍 금성로 2 (동남리) 335-3,,042-828-7895,042-828-7883,,19810501,12,,,,,,,,,0,,0,,,,00496492,2022/10/25,20260101,20260101
1101110295249,주식회사 선우프로덕션,"Sunwoo Productions,Inc",선우프로덕션,김찬,E,기타,,,1208130694,135090,서울특별시 강남구 삼성동 161-9,,www.filmmobydick.com,02-2188-3080,02-2188-3058,,19850501,12,,,,,,,,,0,,0,,,,00520814,2017/06/30,20200509,20260914
1101110295249,주식회사 선우프로덕션,"Sunwoo Productions,Inc",선우프로덕션,김찬,E,기타,,,1208130694,135090,서울특별시 강남구 삼성동 161-9,서울특별시 강남구 삼성동 161-9,www.filmmobydick.com,02-2188-3080,02-2188-3058,,19850501,12,,,,,,,,,0,,0,,,,00520814,2017/06/30,20260101,20260101
1101110295405,고려에너지산업,,,이은민,,,31,주식회사,2048126106,04930,서울 광진구 용마산로1길 58,"(중곡동), 202호",krenergy.co.kr,02  22127585,02  22481725,,19810504,,,,,,,,Y,,5,,0,,,,,,20250731,20260914
1101110295405,고려에너지산업,,,이훈일,,,31,주식회사,2048126106,04930,서울 광진구 용마산로1길 58,"(중곡동), 202호",krenergy.co.kr,02  22127585,02  22481725,,19810504,,,,,,,,Y,,19,,0,,,,,,20220930,20250730
1101110295405,고려에너지산업,,,이훈일,,,31,주식회사,2048126106,04930,서울 광진구 용마산로1길 58,"(중곡동), 202호",krenergy.co.kr,02  22127585,,,19810504,,,,,,,,Y,,19,,0,,,,,,20200517,20220729
1101110295405,고려에너지산업(주),"KOREA ENERGY CO., LTD",,이훈일,,,,,2048126106,04930,서울특별시 광진구 용마산로1길 58,2층202호(중곡동),,82-02-2212-7585,02-2248-1725,,19810504,,,,,,,,,,0,,0,,,,,,20200517,20200517
1101110295455,(주)국영패션,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20200509,20260914
1101110295497,(주)두레상사,,,,,,,,,,서울특별시 영등포구 국제금융로2길 7 (여의도동),(여의도동),,,,,,,,,,,,,,,0,,0,,,,,,20250319,20260914
1101110295497,(주)두레상사,,,,,,,,,,서울특별시 영등포구,국제금융로2길 7 ((여의도동)),,027674710,,,,,,,,,,,,,0,,0,,,,,,20200509,20250318
1101110295520,동우기공(주),Dong Woo Mechanical Co. LTD,동우기공,권희동,E,기타,,,1138111928,445870,경기도 화성시 송산면 칠곡리 17-33,,,031-357-8221,031-357-8220,,19810506,12,,,,,,,,,0,,0,,,,00246426,2017/06/30,20230704,20260914
1101110295520,동우기공(주),Dong Woo Mechanical Co. LTD,동우기공,권희동,E,기타,,,1138111928,445870,경기도 화성시 송산면 칠곡리 17-33,경기도 화성시 송산면 칠곡리 17-33,,031-357-8221,031-357-8220,,19810506,12,,,,,,,,,0,,0,,,,00246426,2017/06/30,20260101,20260101
1101110295520,동우기공(주),DONG WOO MECHANICAL,,권희동,,,,,1138111928,08223,서울 구로구 중앙로 26,"209호 (고척동, 동선빌딩)",,026851551,,,,,,,,,,,,,0,,0,,,,,,20251008,20251014
1101110295520,동우기공(주),Dong Woo Mechanical Co. LTD,동우기공,권희동,E,기타,,,,445870,경기도 화성시 송산면 칠곡리 17-33,,,031-357-8221,031-357-8220,,19810506,12,,,,,,,,,0,,0,,,,00246426,2017/06/30,20200509,20230703
1101110295546,(주)보람디자인,,,,,,,,,,서울특별시 중구   서울특별시 중구 남산동3가19-3 남산동3가,서울특별시 중구 남산동3가19-3 남산동3가,,,,,,,,,,,,,,,0,,0,,,,,,20250319,20260914
1101110295546,(주)보람디자인,,,,,,,,,,서울특별시 중구,(서울특별시 중구 남산동3가19-3 남산동3가),,,,,,,,,,,,,,,0,,0,,,,,,20200509,20250318
1101110295562,(주)영일공영,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20200509,20260914
1101110295611,(주)신일전척,SIN IL JUEN CHUK,,장덕근,,,,,1118106735,03471,서울 은평구 응암동,70-12번지,,82-02-388-8501,02-388-8503,,19810610,,,,,,,,,,10,,0,,,,,,20200517,20200517
1101110295661,(주)스타티엑스,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20200509,20260914
1101110295661,(주)스타티엑스,,,김재현,,,,,2098104693,06759,서울 서초구 방배동,565-1,,82-02-3473-9704,02-3473-9703,,19810508,,,,,,,,,,95,,0,,,,,,20200517,20200517
1101110295710,(주)백제운수,baekje,백제운수,유 규 상,E,기타,,,1178102682,07629,서울특별시 강서구 공항대로 96-16 (공항동),,www.taxiservce.co.kr,02-3661-3783,02-3661-3786,,19810701,12,,,,,,,,,0,,0,,,,00892298,2025/10/02,20251015,20260914
1101110295710,(주)백제운수,baekje,백제운수,유 규 상,E,기타,,,1178102682,07629,서울특별시 강서구 공항대로 96-16 (공항동),서울특별시 강서구 공항대로 96-16 (공항동),www.taxiservce.co.kr,02-3661-3783,02-3661-3786,,19810701,12,,,,,,,,,0,,0,,,,00892298,2025/10/02,20260101,20260101
1101110295710,(주)백제운수,baekje,백제운수,유 규 상,E,기타,,,1178102682,157201,서울특별시 강서구 가양1동 167-1번지,,www.taxiservce.co.kr,02-3661-3783,02-3661-3786,,19810701,12,,,,,,,,,0,,0,,,,00892298,2017/06/30,20200509,20251007
1101110295760,(주)한국오지케이,"KOREA OGK CO., LTD.",한국오지케이,박수안,F,기타,,,1198103601,26365,강원도 원주시 문막읍 동화공단로 101-3 (동화리),,www.ogk.co.kr,033-731-3333,033-732-0303,,19810701,12,,,,,,,,,0,,0,,,,00171353,2024/06/28,20230210,20260914
1101110295760,(주)한국오지케이,"KOREA OGK CO., LTD.",한국오지케이,박수안,F,기타,,,1198103601,26365,강원도 원주시 문막읍 동화공단로 101-3 (동화리),강원도 원주시 문막읍 동화공단로 101-3 (동화리),www.ogk.co.kr,033-731-3333,033-732-0303,,19810701,12,,,,,,,,,0,,0,,,,00171353,2024/06/28,20260101,20260101
1101110295760,(주)한국오지케이,"HANKUK OGK CO.,LTD",,박수안,,,,,1198103601,26365,강원특별자치도 원주시 문막읍 동화공단로 101-3,(동화리),,82-033-731-3333,033-732-0303,안경 및 안경렌즈 제조업,19810701,,,,,,,,,,50,,0,,,,,,20251008,20251014
1101110295760,(주)한국오지케이,"KOREA OGK CO., LTD.",한국오지케이,박수안,F,기타,,,1198103601,220822,강원도 원주시 지정면 간현리 261-6번지,,www.ogk.co.kr,033-731-3333,033-732-0303,,19810701,12,,,,,,,,,0,,0,,,,00171353,2022/02/28,20200509,20230209
1101110295778,(주)금화피에스시,"GEUMHWA PSC CO.,LTD.",금화피에스시,"김성기,김경태(각자대표)",A,코스닥,,,1208106796,06131,서울특별시 강남구  테헤란로25길 15-4,,www.geumhwa.co.kr,02  -2186-6220,0221866240,,19810513,12,,,00/12/26,,,,,,1170,6.7,71802183,삼일회계법인,적정의견,,00176516,2023/02/17,20250307,20260914
1101110295778,(주)금화피에스시,"GEUMHWA PSC CO.,LTD.",금화피에스시,"김성기,김경태(각자대표)",A,코스닥,,,1208106796,06131,서울특별시 강남구  테헤란로25길 15-4,,www.geumhwa.co.kr,02  -2186-6220,0221866240,,19810513,12,,,00/12/26,,,,,,1170,6.7,71802183,,,,00176516,2023/02/17,20250306,20260319
1101110295778,(주)금화피에스시,"GEUMHWA PSC CO.,LTD.",금화피에스시,"김성기,김경태(각자대표)",A,코스닥,,,1208106796,06131,서울특별시 강남구  테헤란로25길 15-4,서울특별시 강남구  테헤란로25길 15-4,www.geumhwa.co.kr,02  -2186-6220,0221866240,,19810513,12,,,00/12/26,,,,,,1170,6.7,71802183,삼일회계법인,적정의견,,00176516,2023/02/17,20260101,20260101
1101110295778,(주)금화피에스시,GEUMHWA PSC CO LTD,,김경태,,,,,1208106796,06131,서울특별시 강남구 테헤란로25길 15-4,(역삼동),,82-02-2186-6227,02-2186-6240,산업생산시설 종합건설업,19810513,,,,,,,,,,262,,0,,,,,,20251008,20251014
1101110295778,(주)금화피에스시,"GEUMHWA PSC CO.,LTD.",금화피에스시,"김성기,김경태(각자대표)",A,코스닥,,,1208106796,06131,서울특별시 강남구  테헤란로25길 15-4,,www.geumhwa.co.kr,02  -2186-6220,0221866240,,19810513,12,,,00/12/26,,,,,,1132,6.4,67395481,삼일회계법인,적정의견,,00176516,2023/02/17,20240311,20250305
1101110295778,(주)금화피에스시,"GEUMHWA PSC CO.,LTD.",금화피에스시,"김성기,김경태(각자대표)",A,코스닥,,,1208106796,06131,서울특별시 강남구  테헤란로25길 15-4,,www.geumhwa.co.kr,02  -2186-6220,0221866240,,19810513,12,,,00/12/26,,,,,,1132,6.4,67395481,,,,00176516,2023/02/17,20240307,20240310
1101110295778,(주)금화피에스시,"GEUMHWA PSC CO.,LTD.",금화피에스시,"김성기,김경태(각자대표)",A,코스닥,,,1208106796,06131,서울특별시 강남구  테헤란로25길 15-4,,www.geumhwa.co.kr,02  -2186-6220,0221866240,,19810513,12,,,00/12/26,,,,,,1075,7,61817654,우리회계법인,적정의견,,00176516,2023/02/17,20230309,20240306
1101110295778,(주)금화피에스시,"GEUMHWA PSC CO.,LTD.",금화피에스시,"김성기,김경태(각자대표)",A,코스닥,,,1208106796,06131,서울특별시 강남구  테헤란로25길 15-4,,www.geumhwa.co.kr,02  -2186-6220,0221866240,,19810513,12,,,00/12/26,,,,,,934,8.1년,63443744,우리회계법인,적정의견,,00176516,2023/02/17,20220308,20230308
1101110295778,(주)금화피에스시,"GEUMHWA PSC CO.,LTD.",금화피에스시,"김성기,김경태(각자대표)",A,코스닥,,,1208106796,06131,서울특별시 강남구  테헤란로25길 15-4,,www.geumhwa.co.kr,02  -2186-6220,0221866240,,19810513,12,,,00/12/26,,,,,,905,7년,5116466,우리회계법인,적정의견,,00176516,2021/11/29,20210312,20220307
1101110295778,(주)금화피에스시,"GEUMHWA PSC CO.,LTD.",금화피에스시,"김성기,김경태(각자대표)",A,코스닥,,,1208106796,06131,서울특별시 강남구  테헤란로25길 15-4,,www.geumhwa.co.kr,02  -2186-6220,0221866240,,19810513,12,,,00/12/26,,,,,,876,7년,4668275,삼일회계법인,적정의견,,00176516,2020/12/14,20200509,20210311
1101110295835,평아건업,,,김서남,,,31,주식회사,1128107080,08767,서울특별시 관악구 남부순환로143나길 34,2층(신림동),,02  889 8105,02  885 6501,,19810514,,,,,,,,Y,,11,,0,,,,,,20241129,20260914
1101110295968,평안제관 주식회사,Pyung-ahn Can,평안제관,신정헌,E,기타,,,1348111885,425120,경기도 안산시 신길동 1408,,Pyungahncan.co.kr,031-492-2941,031-492-2944,,19810515,12,,,,,,,,,0,,0,,,,00155072,2023/02/21,20200509,20260914
1101110295968,평안제관 주식회사,Pyung-ahn Can,평안제관,신정헌,E,기타,,,1348111885,425120,경기도 안산시 신길동 1408,경기도 안산시 신길동 1408,Pyungahncan.co.kr,031-492-2941,031-492-2944,,19810515,12,,,,,,,,,0,,0,,,,00155072,2023/02/21,20260101,20260101
1101110295968,평안제관주식회사,"PYUNG AHN CAN MFG.CO.,LTD",,신정헌,,,,,1348111885,15420,경기도 안산시 단원구 해봉로273번길 30,신길동,,82-031-492-2941,031-492-2940,금속 캔 및 기타 포장용기 제조업,19810515,,,,,,,,,,90,,0,,,,,,20251008,20251014
1101110295992,(주)선인,SUNIN,선인,"김경욱,홍기애",E,기타,,,2208117725,135080,서울특별시 강남구 역삼동 773-7,,,569-2727,538-3430,,19810515,12,,,,,,,,,0,,0,,,,00987505,2022/02/21,20200509,20260914
1101110295992,(주)선인,SUNIN,선인,"김경욱,홍기애",E,기타,,,2208117725,135080,서울특별시 강남구 역삼동 773-7,서울특별시 강남구 역삼동 773-7,,569-2727,538-3430,,19810515,12,,,,,,,,,0,,0,,,,00987505,2022/02/21,20260101,20260101
1101110296073,(주)국보,"KUKBO Co.,LTD",국보,"박찬하, 김룡영(각자 대표)",E,기타,,,1048124870,48304,"부산광역시 수영구 광남로 42 8층(남천동, 국보빌딩)",,www.kukbo.com,02-548-7650,02-548-7651,,19531228,12,,26/01/27,,,,,,,14,7.3,32000000,삼정회계법인,의견거절,,00104519,2026/01/27,20260331,20260914
1101110296073,(주)국보,"KUKBO Co.,LTD",국보,"박찬하, 김룡영(각자 대표)",E,기타,,,1048124870,48304,"부산광역시 수영구 광남로 42 8층(남천동, 국보빌딩)",,www.kukbo.com,02-548-7650,02-548-7651,,19531228,12,,26/01/27,,,,,,,71,13.0,52000000,,,,00104519,2026/01/27,20260127,20260330
1101110296073,(주)국보,"KUKBO Co.,LTD",국보,"박찬하, 김룡영(각자 대표)",P,유가,,,1048124870,48304,"부산광역시 수영구 광남로 42 8층(남천동, 국보빌딩)",,www.kukbo.com,02-548-7650,02-548-7651,,19531228,12,89/12/02,,,,,,,,71,13.0,52000000,,,,00104519,2025/04/08,20250409,20260126
1101110296073,(주)국보,"KUKBO Co.,LTD",국보,"박찬하, 김룡영(각자 대표)",P,유가,,,1048124870,48304,"부산광역시 수영구 광남로 42 8층(남천동, 국보빌딩)","부산광역시 수영구 광남로 42 8층(남천동, 국보빌딩)",www.kukbo.com,02-548-7650,02-548-7651,,19531228,12,89/12/02,,,,,,,,71,13.0,52000000,,,,00104519,2025/04/08,20260101,20260101
1101110296073,(주)국보,"KUKBO CO.,LTD.",,박찬하,,,,,1048124870,04386,서울특별시 용산구 한강대로30길 25,10-1호(한강로2가),,82-02-765-5544,,,19531228,,,,,,,,,,0,,0,,,,,,20251008,20251014
1101110296073,(주)국보,"KUKBO Co.,LTD",국보,박찬하,P,유가,,,1048124870,48304,"부산광역시 수영구 광남로 42 8층(남천동, 국보빌딩)",,www.kukbo.com,02-548-7650,02-548-7651,,19531228,12,89/12/02,,,,,,,,71,13.0,52000000,,,,00104519,2024/04/29,20250321,20250408
1101110296073,(주)국보,"KUKBO Co.,LTD",국보,박찬하,P,유가,,,1048124870,48304,"부산광역시 수영구 광남로 42 8층(남천동, 국보빌딩)",,www.kukbo.com,02-548-7650,02-548-7651,,19531228,12,89/12/02,,,,,,,,107,11.6,62000000,,,,00104519,2024/04/29,20240411,20250320
1101110296073,(주)국보,"KUKBO Co.,LTD",국보,박찬하,P,유가,,,1048124870,48304,"부산광역시 수영구 광남로 42 8층(남천동, 국보빌딩)",,www.kukbo.com,02-765-5544,02-548-7651,,19531228,12,89/12/02,,,,,,,,107,11.6,62000000,,,,00104519,2024/04/09,20240321,20240410
1101110296073,(주)국보,"KUKBO Co.,LTD",국보,박찬하,P,유가,,,1048124870,48304,"부산광역시 수영구 광남로 42 8층(남천동, 국보빌딩)",,www.kukbo.com,02-765-5544,02-548-7651,,19531228,12,89/12/02,,,,,,,,106,11.9,56000000,서현회계법인,적정의견,,00104519,2023/10/18,20230321,20240320
1101110296073,(주)국보,"KUKBO Co.,LTD",국보,박찬하,P,유가,,,1048124870,48304,"부산광역시 수영구 광남로 42 8층(남천동, 국보빌딩)",,www.kukbo.com,02-765-5544,02-548-7651,,19531228,12,89/12/02,,,,,,,,109,11.4,46000000,서현회계법인,적정의견,,00104519,2023/02/14,20230214,20230320
1101110296073,(주)국보,"KUKBO Co.,LTD",국보,"하 현, 박찬하 각자대표",P,유가,,,1048124870,48304,"부산광역시 수영구 광남로 42 8층(남천동, 국보빌딩)",,www.kukbo.com,02-765-5544,02-548-7651,,19531228,12,89/12/02,,,,,,,,109,11.4,46000000,서현회계법인,적정의견,,00104519,2022/12/09,20221206,20230213
1101110296073,(주)국보,"KUKBO Co.,LTD",국보,"하 현, 최강용, 신상철 각자대표",P,유가,,,1048124870,48304,"부산광역시 수영구 광남로 42 8층(남천동, 국보빌딩)",,www.kukbo.com,02-765-5544,02-548-7651,,19531228,12,89/12/02,,,,,,,,109,11.4,46000000,서현회계법인,적정의견,,00104519,2022/10/17,20221017,20221205
1101110296073,(주)국보,"KUKBO Co.,LTD",국보,"하 현, 최강용 각자대표",P,유가,,,1048124870,48304,"부산광역시 수영구 광남로 42 8층(남천동, 국보빌딩)",,www.kukbo.com,02-765-5544,02-548-7651,,19531228,12,89/12/02,,,,,,,,109,11.4,46000000,서현회계법인,적정의견,,00104519,2022/08/23,20220823,20221016
1101110296073,(주)국보,"KUKBO Co.,LTD",국보,"하 현, 조경민 각자대표",P,유가,,,1048124870,48304,"부산광역시 수영구 광남로 42 8층(남천동, 국보빌딩)",,www.kukbo.com,02-765-5544,02-548-7651,,19531228,12,89/12/02,,,,,,,,109,11.4,46000000,서현회계법인,적정의견,,00104519,2022/07/29,20220730,20220822
1101110296073,(주)국보,"KUKBO Co.,LTD",국보,"하 현, 조경민 각자대표",P,유가,,,1048124870,48304,"부산광역시 수영구 광남로 42 8층(남천동, 국보빌딩)",,www.kukbo.com,02-765-5544,02)765-5550,,19531228,12,89/12/02,,,,,,,,109,11.4,46000000,서현회계법인,적정의견,,00104519,2021/12/03,20220323,20220729
1101110296073,(주)국보,"KUKBO Co.,LTD",국보,"하 현, 조경민 각자대표",P,유가,,,1048124870,48304,"부산광역시 수영구 광남로 42 8층(남천동, 국보빌딩)",,www.kukbo.com,02-765-5544,02)765-5550,,19531228,12,89/12/02,,,,,,,,116,9.9,47000000,서현회계법인,적정의견,,00104519,2021/12/03,20210820,20220322
1101110296073,(주)국보,"KUKBO Co.,LTD",국보,하현,P,유가,,,1048124870,48304,"부산광역시 수영구 광남로 42 8층(남천동, 국보빌딩)",,www.kukbo.com,02-765-5544,02)765-5550,,19531228,12,89/12/02,,,,,,,,116,9.9,47000000,서현회계법인,적정의견,,00104519,2021/04/29,20210323,20210819
1101110296073,(주)국보,"KUKBO Co.,LTD",국보,하현,P,유가,,,1048124870,48304,"부산광역시 수영구 광남로 42 8층(남천동, 국보빌딩)",,www.kukbo.com,02-765-5544,02)765-5550,,19531228,12,89/12/02,,,,,,,,0,,0,서현회계법인,적정의견,,00104519,2020/12/09,20210322,20210322
1101110296073,(주)국보,"KUKBO Co.,LTD",국보,하현,P,유가,,,1048124870,48304,"부산광역시 수영구 광남로 42 8층(남천동, 국보빌딩)",,www.kukbo.com,02-765-5544,02)765-5550,,19531228,12,89/12/02,,,,,,,,136,9.72,42000000,신우회계법인,적정의견,,00104519,2020/12/09,20200813,20210321
1101110296073,(주)국보,"KUKBO Co.,LTD",국보,"하현, 이태희 (각자대표)",P,유가,,,1048124870,48304,"부산광역시 수영구 광남로 42 8층(남천동, 국보빌딩)",,www.kukbo.com,02-765-5544,02)765-5550,,19531228,12,89/12/02,,,,,,,,136,9.72,42000000,신우회계법인,적정의견,,00104519,2020/02/22,20200509,20200812
1101110296106,(주)카길애그리퓨리나,"Cargill Agri Purina, Inc.",카길애그리퓨리나,박종억,E,기타,,,2208120176,13630,"경기도 성남시 분당구 돌마로 42 (구미동, 한국과학기술한림원회관)",,www.cargill.kr,031)710-6000,031)710-6102,,19670505,05,,,,,,,,,0,,0,,,,00155814,2025/06/02,20250602,20260914
1101110296106,(주)카길애그리퓨리나,"Cargill Agri Purina, Inc.",카길애그리퓨리나,박종억,E,기타,,,2208120176,13630,"경기도 성남시 분당구 돌마로 42 (구미동, 한국과학기술한림원회관)","경기도 성남시 분당구 돌마로 42 (구미동, 한국과학기술한림원회관)",www.cargill.kr,031)710-6000,031)710-6102,,19670505,05,,,,,,,,,0,,0,,,,00155814,2025/06/02,20260101,20260101
1101110296106,(주)카길애그리퓨리나,"Cargill Agri Purina, Inc.",카길애그리퓨리나,박용순,E,기타,,,2208120176,13630,"경기도 성남시 분당구 돌마로 42 (구미동, 한국과학기술한림원회관)",,www.cargill.kr,031)710-6000,031)710-6102,,19670505,05,,,,,,,,,0,,0,,,,00155814,2024/06/28,20220725,20250601
1101110296106,(주)카길애그리퓨리나,"Cargill Agri Purina, Inc.",카길애그리퓨리나,"박용순, 필그래함",E,기타,,,2208120176,13630,"경기도 성남시 분당구 돌마로 42 (구미동, 한국과학기술한림원회관)",,www.cargill.kr,031)710-6000,031)710-6102,,19670505,05,,,,,,,,,0,,0,,,,00155814,2021/08/30,20200509,20220724
1101110296247,(주)브레댄코,bread&co,브레댄코,홍평우,E,기타,,,1148143097,06588,서울특별시 서초구 방배로 166 한승빌딩 2층 (방배동),,www.breadnco.kr,02-532-6419,02-532-6420,,19810601,12,,,,,,,,,0,,0,,,,00806097,2022/02/24,20200509,20260914
1101110296247,(주)브레댄코,bread&co,브레댄코,홍평우,E,기타,,,1148143097,06588,서울특별시 서초구 방배로 166 한승빌딩 2층 (방배동),서울특별시 서초구 방배로 166 한승빌딩 2층 (방배동),www.breadnco.kr,02-532-6419,02-532-6420,,19810601,12,,,,,,,,,0,,0,,,,00806097,2022/02/24,20260101,20260101
1101110296297,미리내상사(주),,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20200509,20260914
1101110296388,동산기공 주식회사,"dong san ki gong co.,ltd.",동산기공,신학섭,E,기타,,,1228121847,21300,인천광역시 부평구 서달로298번길 41,,dskg21.com,02-2625-3781,02-2613-2075,,19810521,12,,,,,,,,,0,,0,,,,01399266,2019/09/11,20200509,20260914
1101110296388,동산기공 주식회사,"dong san ki gong co.,ltd.",동산기공,신학섭,E,기타,,,1228121847,21300,인천광역시 부평구 서달로298번길 41,인천광역시 부평구 서달로298번길 41,dskg21.com,02-2625-3781,02-2613-2075,,19810521,12,,,,,,,,,0,,0,,,,01399266,2019/09/11,20260101,20260101
1101110296403,나이스텍스 주식회사,"NICETEX CO., LTD.",나이스텍스,조인선,E,기타,,,2148159619,137070,서울특별시 서초구 서초동 1485-7,,,02-521-5892,02-521-5896,,19820522,12,,,,,,,,,0,,0,,,,00176598,2017/06/30,20230704,20260914
1101110296403,나이스텍스 주식회사,"NICETEX CO., LTD.",나이스텍스,조인선,E,기타,,,2148159619,137070,서울특별시 서초구 서초동 1485-7,서울특별시 서초구 서초동 1485-7,,02-521-5892,02-521-5896,,19820522,12,,,,,,,,,0,,0,,,,00176598,2017/06/30,20260101,20260101
1101110296403,나이스텍스 주식회사,"NICETEX CO., LTD.",나이스텍스,조인선,E,기타,,,,137070,서울특별시 서초구 서초동 1485-7,,,02-521-5892,02-521-5896,,19820522,12,,,,,,,,,0,,0,,,,00176598,2017/06/30,20200509,20230703
1101110296536,삼중종합물류,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20200509,20260914
