crno,corpNm,corpEnsnNm,enpPbanCmpyNm,enpRprFnm,corpRegMrktDcd,corpRegMrktDcdNm,corpDcd,corpDcdNm,bzno,enpOzpno,enpBsadr,enpDtadr,enpHmpgUrl,enpTlno,enpFxno,sicNm,enpEstbDt,enpStacMm,enpXchgLstgDt,enpXchgLstgAbolDt,enpKosdaqLstgDt,enpKosdaqLstgAbolDt,enpKrxLstgDt,enpKrxLstgAbolDt,smenpYn,enpMntrBnkNm,enpEmpeCnt,empeAvgCnwkTermCtt,enpPn1AvgSlryAmt,actnAudpnNm,audtRptOpnnCtt,enpMainBizNm,fssCorpUnqNo,fssCorpChgDtm,fstOpegDt,lastOpegDt
1101110529820,(주)유라테크,"YURA TECH. CO., LTD.",유라테크,엄대열,A,코스닥,,,3078102043,30012,세종특별자치시   전동면 아래깊은내길 25 주식회사 유라테크,,www.yuratech.co.kr,070-7878-1500,031-780-6841,,19870507,12,,,01/01/11,,,,,,291,8년12개월,57849000,우리회계법인,적정의견,,00201742,2020/12/10,20210312,20210914
1101110529820,(주)유라테크,"YURA TECH. CO., LTD.",유라테크,엄대열,A,코스닥,,,3078102043,30012,세종특별자치시   전동면 아래깊은내길 25 주식회사 유라테크,,www.yuratech.co.kr,070-7878-1500,031-780-6841,,19870507,12,,,01/01/11,,,,,,306,8년8개월,55629000,신성회계법인,적정의견,,00201742,2020/12/10,20200509,20210311
1101110529870,삼보종합통신(주),SAM BO TRADING,,장삼용,,,,,1068119470,,,,,,,,19870525,,,,,,,,,,0,,0,,,,,,20200517,20200517
1101110529896,펜타컴퓨터주식회사,"Penta Computer  Co., Ltd.",펜타컴퓨터,정진현,E,기타,,,1168135351,150709,서울특별시 영등포구 여의도동 23-3 하나증권빌딩 15층,,www.penta.co.kr,(02)769-9700,(02) 7845550,,19870508,12,,,,,,,,,0,,0,,,,00241430,2017/06/30,20230704,20260914
1101110529896,펜타컴퓨터주식회사,"Penta Computer  Co., Ltd.",펜타컴퓨터,정진현,E,기타,,,1168135351,150709,서울특별시 영등포구 여의도동 23-3 하나증권빌딩 15층,서울특별시 영등포구 여의도동 23-3 하나증권빌딩 15층,www.penta.co.kr,(02)769-9700,(02) 7845550,,19870508,12,,,,,,,,,0,,0,,,,00241430,2017/06/30,20260101,20260101
1101110529896,펜타컴퓨터주식회사,"Penta Computer  Co., Ltd.",펜타컴퓨터,정진현,E,기타,,,,150709,서울특별시 영등포구 여의도동 23-3 하나증권빌딩 15층,,www.penta.co.kr,(02)769-9700,(02) 7845550,,19870508,12,,,,,,,,,0,,0,,,,00241430,2017/06/30,20200509,20230703
1101110529903,(주)지앤에스티,"G&ST CO.,LTD",지앤에스티,이 진수,E,기타,,,1248135110,462806,경기도 성남시 중원구 상대원동 333-9번지,,www.gnstec.com,02-6220-2190,02-6220-2195,,19870508,12,,,,13/05/07,,,,,0,,0,,,,00240088,2017/06/30,20200509,20260914
1101110529903,(주)지앤에스티,"G&ST CO.,LTD",지앤에스티,이 진수,E,기타,,,1248135110,462806,경기도 성남시 중원구 상대원동 333-9번지,경기도 성남시 중원구 상대원동 333-9번지,www.gnstec.com,02-6220-2190,02-6220-2195,,19870508,12,,,,13/05/07,,,,,0,,0,,,,00240088,2017/06/30,20260101,20260101
1101110529937,협진광화학(주),,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20250319,20260914
1101110529937,협진광화학(주),,,,,,,,,,,,,000005683087,,,,,,,,,,,,,0,,0,,,,,,20200509,20250318
1101110529953,신정케미칼,,,한만준,,,31,주식회사,2198120031,10523,경기도 고양시 덕양구 행신동 충경로 38,"(행신동,진일프라자)405-1호",,031 970 8612,031 970 8613,,19750610,,,,,,,,Y,,4,,0,,,,,,20260331,20260914
1101110529953,신정케미칼,,,한만준,,,31,주식회사,2198120031,10523,경기도 고양시 덕양구 행신동 충경로 38,"(행신동,진일프라자)405-1호",,031 970 8612,031 970 8613,,19750610,,,,,,,,Y,,8,,0,,,,,,20230731,20260330
1101110529953,신정케미칼(주),SHINJUNG CHEMICAL,,한만준,,,,,2198120031,08503,서울특별시 금천구 가산디지털1로 171,"312호 (가산동,가산에스케이브이원센터)",,82-02-6244-8612,02-6244-8615,,19750804,,,,,,,,,,10,,0,,,,,,20200517,20200517
1101110529960,안진통상,,,안재진,,,31,주식회사,1128114257,13311,경기 성남시 수정구 성남대로 1244,",10층 1002호(태평동,인티움)",,02  26770574,02  26791703,,19870509,,,,,,,,Y,,2,,0,,,,,,20220128,20260914
1101110529960,안진통상,,,안재진,,,31,주식회사,1128114257,13311,경기 성남시 수정구 성남대로 1244,",10층 1002호(태평동,인티움)",,02  26770574,031 756 0574,,19870509,,,,,,,,Y,,2,,0,,,,,,20200517,20211231
1101110529960,(주)안진통상,"AHN CHIN INDUSTRIAL CO., LTD.",,안재진,,,,,1128114257,13311,경기도 성남시 수정구 성남대로 1244,1002,,82-02-2677-0574,02-2679-1703,,19870509,,,,,,,,,,2,,0,,,,,,20200517,20200517
1101110530009,(주)풍진아이디,poongin interior design Inc,풍진아이디,조남준,E,기타,,,1058127768,121010,서울특별시 마포구 신수동 99-1,,www.poongjin.com,02-701-4890,02-715-0910,,19870509,12,,,,,,,,,0,,0,,,,00205465,2017/06/30,20200509,20260914
1101110530009,(주)풍진아이디,poongin interior design Inc,풍진아이디,조남준,E,기타,,,1058127768,121010,서울특별시 마포구 신수동 99-1,서울특별시 마포구 신수동 99-1,www.poongjin.com,02-701-4890,02-715-0910,,19870509,12,,,,,,,,,0,,0,,,,00205465,2017/06/30,20260101,20260101
1101110530025,신한기계제작소,,,,,,,,,,경기도 평택시 세교산단로22번길 87 (세교동),(세교동),,,,,,,,,,,,,,,0,,0,,,,,,20250319,20260914
1101110530025,신한기계제작소,,,,,,,,,,경기도 평택시,세교산단로22번길 87 ((세교동)),,000-0000-0000,,,,,,,,,,,,,0,,0,,,,,,20200509,20250318
1101110530033,주식회사롯데아사히주류,Lotte Asahi Liquor Company Ltd.,롯데아사히주류,"최준영, 미야마 키요시",E,기타,,,1148122734,06735,"서울특별시 서초구 남부순환로 2575 (서초동, 신방빌딩) 5층",,www.asahibeerk.com,02-2143-3200,02-583-3134,,20000711,12,,,,,,,,,0,,0,,,,00504047,2026/06/30,20260630,20260914
1101110530033,주식회사롯데아사히주류,Lotte Asahi Liquor Company Ltd.,롯데아사히주류,"최준영, 미야마 키요시",E,기타,,,1148122734,06735,"서울특별시 서초구 남부순환로 2575 (서초동, 신방빌딩) 5층",,www.lotteasahi.co.kr,02-2143-3200,02-583-3134,,20000711,12,,,,,,,,,0,,0,,,,00504047,2025/08/21,20250821,20260629
1101110530033,주식회사롯데아사히주류,Lotte Asahi Liquor Company Ltd.,롯데아사히주류,"최준영, 미야마 키요시",E,기타,,,1148122734,06735,"서울특별시 서초구 남부순환로 2575 (서초동, 신방빌딩) 5층","서울특별시 서초구 남부순환로 2575 (서초동, 신방빌딩) 5층",www.lotteasahi.co.kr,02-2143-3200,02-583-3134,,20000711,12,,,,,,,,,0,,0,,,,00504047,2025/08/21,20260101,20260101
1101110530033,주식회사롯데아사히주류,Lotte Asahi Liquor Company Ltd.,롯데아사히주류,"정재학, 미야마 키요시",E,기타,,,1148122734,06735,"서울특별시 서초구 남부순환로 2575 (서초동, 신방빌딩) 5층",,www.lotteasahi.co.kr,02-2143-3200,02-583-3134,,20000711,12,,,,,,,,,0,,0,,,,00504047,2024/08/28,20240828,20250820
1101110530033,주식회사롯데아사히주류,Lotte Asahi Liquor Company Ltd.,롯데아사히주류,"김태환, 아사이히로시",E,기타,,,1148122734,06621,"서울특별시 서초구 강남대로 369 (서초동, 나라빌딩) 18층",,www.lotteasahi.co.kr,02-2143-3200,02-583-3134,,20000711,12,,,,,,,,,0,,0,,,,00504047,2024/06/28,20200509,20240827
1101110530075,(주)내우,NAEWOO,,주요식,,,,,1238170133,14054,경기 안양시 동안구관양동,1595-1  동우베스티움타워  405호,,82-031-381-5652,031-381-5653,,20010806,,,,,,,,,,0,,0,,,,,,20200517,20200517
1101110530083,(주)동진코퍼레이션,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20200509,20260914
1101110530091,재원엔지니어링,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20250319,20260914
1101110530091,재원엔지니어링,,,,,,,,,,,,,000-0000-0000,,,,,,,,,,,,,0,,0,,,,,,20200509,20250318
1101110530122,(주)서진인스텍,"SEOJININSTECH CO.,LTD",서진인스텍,강길원,E,기타,,,2188108752,133122,서울특별시 성동구 성수2가 317-18,,,02-462-1512,,,19870601,12,,,,,,,,,0,,0,,,,00387857,2023/02/14,20200509,20260914
1101110530122,(주)서진인스텍,"SEOJININSTECH CO.,LTD",서진인스텍,강길원,E,기타,,,2188108752,133122,서울특별시 성동구 성수2가 317-18,서울특별시 성동구 성수2가 317-18,,02-462-1512,,,19870601,12,,,,,,,,,0,,0,,,,00387857,2023/02/14,20260101,20260101
1101110530122,(주)서진인스텍,"SEOJIN INSTECH CO.,LTD.",,김상수,,,,,2188108752,13218,경기도 성남시 중원구 둔촌대로457번길 14,(상대원동),,82-031-627-9016,031-624-5347,기기용 자동측정 및 제어장치 제조업,19870601,,,,,,,,,,52,,0,,,,,,20251008,20251014
1101110530158,(주)진양기공엔지니어,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20200509,20260914
1101110530182,(주)태주상사,,,김태성,,,,,1148123000,06586,서울 서초구 방배동,서울서초구방배동837-16,,,,,19870617,,,,,,,,,,13,,0,,,,,,20200517,20200517
1101110530190,중후산업주식회사,"Joong-Hoo Ind. Co., Ltd.",중후산업,권호성,E,기타,,,1048125864,04519,"서울특별시 중구 세종대로21길 49 (태평로1가, 오양수산빌딩)  본관2층 205호",,---,02-722-3311,02-739-5003,,19870511,12,,,,,,,,,0,,0,,,,00150059,2024/08/23,20240823,20260914
1101110530190,중후산업주식회사,"Joong-Hoo Ind. Co., Ltd.",중후산업,권호성,E,기타,,,1048125864,04519,"서울특별시 중구 세종대로21길 49 (태평로1가, 오양수산빌딩)  본관2층 205호","서울특별시 중구 세종대로21길 49 (태평로1가, 오양수산빌딩)  본관2층 205호",---,02-722-3311,02-739-5003,,19870511,12,,,,,,,,,0,,0,,,,00150059,2024/08/23,20260101,20260101
1101110530190,중후산업주식회사,"Joong-Hoo Ind. Co., Ltd.",중후산업,권철현,E,기타,,,1048125864,100101,서울특별시 중구 태평로1가 61-21,,---,02-722-3311,02-736-8373,,19870511,12,,,,,,,,,0,,0,,,,00150059,2017/06/30,20200509,20240822
1101110530257,삼미도장(주),,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20250319,20260914
1101110530257,삼미도장(주),,,,,,,,,,,,,02  804 6360,,,,,,,,,,,,,0,,0,,,,,,20200509,20250318
1101110530330,태영산구국제물류(주),tae young,,박영안,,,,,1048116803,04526,서울특별시 중구 세종대로 74,"2층 (태평로2가,삼정빌딩)",,82-070-7500-3936,02-2139-0390,,19870513,,,,,,,,,,62,,0,,,,,,20200517,20200517
1101110530372,(주)하나열기,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20200509,20260914
1101110530405,진우건공(주),,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20200509,20260914
1101110530447,주식회사 한원정기,"HANWON PRECISION MACHINERY CO., LTD.",한원정기,문의호,E,기타,,,1258105472,456370,경기도 안성시 신건지동 54,,WWW.HANWONPM.CO.KR,"031-673-3211,2",031-673-3215,,19870513,12,,,,,,,,,0,,0,,,,00162647,2017/06/30,20200509,20260914
1101110530447,주식회사 한원정기,"HANWON PRECISION MACHINERY CO., LTD.",한원정기,문의호,E,기타,,,1258105472,456370,경기도 안성시 신건지동 54,경기도 안성시 신건지동 54,WWW.HANWONPM.CO.KR,"031-673-3211,2",031-673-3215,,19870513,12,,,,,,,,,0,,0,,,,00162647,2017/06/30,20260101,20260101
1101110530455,(주)아이비무역,,,,,,,,,,서울특별시 송파구 오금로 519 스위트빌딩 6층 거여동,스위트빌딩 6층 거여동,,,,,,,,,,,,,,,0,,0,,,,,,20250319,20260914
1101110530455,(주)아이비무역,,,,,,,,,,서울특별시 송파구,오금로 519 (스위트빌딩 6층 거여동),,025116880,,,,,,,,,,,,,0,,0,,,,,,20200509,20250318
1101110530471,(주)에이스마린,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20200509,20260914
1101110530512,P.A.C,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20250319,20260914
1101110530512,P.A.C,,,,,,,,,,,,,*,,,,,,,,,,,,,0,,0,,,,,,20200509,20250318
1101110530570,(주)대홍금속,DAE HONG,,임재홍,,,,,1248120640,18514,경기 화성시 정남면 금복리,78-18,,82-031-223-4856,031-225-7428,,19870514,,,,,,,,,,15,,0,,,,,,20200517,20200517
1101110530637,(주)우호테크놀로지,O,,이원범,,,,,2138127695,06531,서울 서초구 잠원동,38-22  근생빌딩  3층,,82-02-551-1500,02-551-1522,,19870501,,,,,,,,,,15,,0,,,,,,20200517,20200517
1101110530687,(주)에너토크,ENERTORK LTD.,에너토크,이충열,A,코스닥,,,1288105641,12646,경기도 여주군  능서면 능여로 344,,www.enertork.com,02-555-0883,031-881-5860,,19870516,12,,,06/02/01,,,,,,84,,48753000,우리회계법인,적정의견,,00169215,2024/04/01,20260319,20260914
1101110530687,(주)에너토크,ENERTORK LTD.,에너토크,이충열,A,코스닥,,,1288105641,12646,경기도 여주군  능서면 능여로 344,,www.enertork.com,02-555-0883,031-881-5860,,19870516,12,,,06/02/01,,,,,,84,,48753000,,,,00169215,2024/04/01,20260318,20260318
1101110530687,(주)에너토크,ENERTORK LTD.,에너토크,이충열,A,코스닥,,,1288105641,12646,경기도 여주군  능서면 능여로 344,,www.enertork.com,02-555-0883,031-881-5860,,19870516,12,,,06/02/01,,,,,,86,,42896000,우리회계법인,적정의견,,00169215,2024/04/01,20250320,20260317
1101110530687,(주)에너토크,ENERTORK LTD.,에너토크,이충열,A,코스닥,,,1288105641,12646,경기도 여주군  능서면 능여로 344,경기도 여주군  능서면 능여로 344,www.enertork.com,02-555-0883,031-881-5860,,19870516,12,,,06/02/01,,,,,,86,,42896000,우리회계법인,적정의견,,00169215,2024/04/01,20260101,20260101
1101110530687,(주)에너토크,ENERTORK LTD.,에너토크,이충열,A,코스닥,,,1288105641,12646,경기도 여주군  능서면 능여로 344,,www.enertork.com,02-555-0883,031-881-5860,,19870516,12,,,06/02/01,,,,,,90,,42069000,대주회계법인,적정의견,,00169215,2024/04/01,20240528,20250319
1101110530687,(주)에너토크,ENERTORK LTD.,에너토크,이충열,A,코스닥,,,1288105641,12646,경기도 여주군  능서면 능여로 344,,www.enertork.com,02-555-0883,031-881-5860,,19870516,12,,,06/02/01,,,,,,91,,35215000,우리회계법인,적정의견,,00169215,2024/04/01,20240401,20240527
1101110530687,(주)에너토크,ENERTORK LTD.,에너토크,장기원. 김영곤(공동대표이사),A,코스닥,,,1288105641,12646,경기도 여주군  능서면 능여로 344,,www.enertork.com,02-555-0883,031-881-5860,,19870516,12,,,06/02/01,,,,,,91,,35215000,우리회계법인,적정의견,,00169215,2023/12/26,20240321,20240329
1101110530687,(주)에너토크,ENERTORK LTD.,에너토크,장기원. 김영곤(공동대표이사),A,코스닥,,,1288105641,12646,경기도 여주군  능서면 능여로 344,,www.enertork.com,02-555-0883,031-881-5860,,19870516,12,,,06/02/01,,,,,,86,,42791000,대주회계법인,적정의견,,00169215,2023/12/26,20231226,20240320
1101110530687,(주)에너토크,ENERTORK LTD.,에너토크,장기원,A,코스닥,,,1288105641,12646,경기도 여주군  능서면 능여로 344,,www.enertork.com,02-555-0883,031-881-5860,,19870516,12,,,06/02/01,,,,,,86,,42791000,대주회계법인,적정의견,,00169215,2022/11/28,20230316,20231225
1101110530687,(주)에너토크,ENERTORK LTD.,에너토크,장기원,A,코스닥,,,1288105641,12646,경기도 여주군  능서면 능여로 344,,www.enertork.com,02-555-0883,031-881-5860,,19870516,12,,,06/02/01,,,,,,90,,42069000,대주회계법인,적정의견,,00169215,2022/11/28,20220317,20230315
1101110530687,(주)에너토크,ENERTORK LTD.,에너토크,장기원,A,코스닥,,,1288105641,12646,경기도 여주군  능서면 능여로 344,,www.enertork.com,02-555-0883,031-881-5860,,19870516,12,,,06/02/01,,,,,,93,,44486000,대주회계법인,적정의견,,00169215,2022/02/15,20210318,20220316
1101110530687,(주)에너토크,ENERTORK LTD.,에너토크,장기원,A,코스닥,,,1288105641,12646,경기도 여주군  능서면 능여로 344,,www.enertork.com,02-555-0883,031-881-5860,,19870516,12,,,06/02/01,,,,,,94,,0,대주회계법인,적정의견,,00169215,2021/02/23,20200509,20210317
1101110530695,(주)서원기술,"SEOWON TECHNOLOGY CO., LTD.",서원기술,조현진,E,기타,,,1388103562,30003,세종특별자치시 전의면 구름들이길 27,,,0444149640,025646795,,19870515,12,,,,,,,,,0,,0,,,,00619570,2024/04/05,20240405,20260914
1101110530695,(주)서원기술,"SEOWON TECHNOLOGY CO., LTD.",서원기술,조현진,E,기타,,,1388103562,30003,세종특별자치시 전의면 구름들이길 27,세종특별자치시 전의면 구름들이길 27,,0444149640,025646795,,19870515,12,,,,,,,,,0,,0,,,,00619570,2024/04/05,20260101,20260101
1101110530695,(주)서원기술,SEWON TECHNOLOGY,,조경호,,,,,1388103562,30003,세종특별자치시 전의면 구름들이길 27,(관정리 490-15번지),,82-02-564-6799,02-564-6795,강관 가공품 및 관 연결구류 제조업,19870601,,,,,,,,,,170,,0,,,,,,20251008,20251014
1101110530695,(주)서원기술,"SEOWON TECHNOLOGY CO., LTD.",서원기술,조현진,E,기타,,,1388103562,449861,경기도 용인시 처인구 백암면 근곡리 3-3,,,031-322-1271,031-322-1276,,19870515,12,,,,,,,,,0,,0,,,,00619570,2023/02/23,20200509,20240404
1101110530710,(주)아이멕스,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20200509,20260914
1101110530710,(주)아이멕스,IMEX CORPORATION.,,임창수,,,,,1358115619,17087,경기 용인시 기흥읍,고매리  337-62번지,,82-031-286-5761,,,19870516,,,,,,,,,,12,,0,,,,,,20200517,20200517
1101110530728,(주)세진무역상사,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20200509,20260914
1101110530786,(주)디딤무역,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20200509,20260914
1101110530794,(주)아덱스미디어,"ADEX MEDIA CO.,LTD",,심강,,,,,2028139959,08507,서울 금천구 가산동,371-28우림라이온스밸리B동612호,,82-02-2026-5808,,,19870909,,,,,,,,,,0,,0,,,,,,20200517,20200517
1101110530819,효림기연,,,유영선,,,31,주식회사,2208105307,06647,서울 서초구 반포대로 122,"312호(서초동, 현대이에스에이2아파트)",,02  587 8808,02  587 8892,,19870518,,,,,,,,Y,,2,,0,,,,,,20200831,20250130
1101110530819,(주)효림기연,HYORIM CORPORATION,,유영선,,,,,2208105307,06647,서울특별시 서초구 반포대로 122,"312호(서초동, 현대이에스에이2차)",,82-02-587-8808,02-587-8892,,19870518,,,,,,,,,,6,,0,,,,,,20200517,20200517
1101110530827,덕신비닐공업(주),DEOK SIN VINYL CO LTD,,심사택,,,,,1308136604,14445,경기 부천시 오정구삼정동,54-6,,82-032-673-4621,032-673-8300,,19870519,,,,,,,,,,1,,0,,,,,,20200517,20200517
1101110530843,(주)극동정영반즈,keuk,,박명규,,,,,1138114134,22744,인천 서구 경서동,363-199,,82-032-561-3330,,,19870601,,,,,,,,,,15,,0,,,,,,20200517,20200517
1101110530877,대주계전(주),DAEJOO,대주계전,이종원,E,기타,,,1198102830,153755,서울특별시 금천구 시흥3동 시흥유통상가 13동 111호,,,02-807-5947,02-807-5949,,19880501,12,,,,,,,,,0,,0,,,,00638797,2017/06/30,20200509,20260914
1101110530877,대주계전(주),DAEJOO,대주계전,이종원,E,기타,,,1198102830,153755,서울특별시 금천구 시흥3동 시흥유통상가 13동 111호,서울특별시 금천구 시흥3동 시흥유통상가 13동 111호,,02-807-5947,02-807-5949,,19880501,12,,,,,,,,,0,,0,,,,00638797,2017/06/30,20260101,20260101
1101110530926,(주) 한국레이컴,"RAYCOM KOREA CO., LTD.",한국레이컴,이 학 건,E,기타,,,1358105902,749820,경기도 용인시 양지면 남곡리 312,,www.kone.co.kr,(031)338-0321,(031)338-4427,,19870519,12,,,,,,,,,0,,0,,,,00176534,2017/06/30,20200509,20260914
1101110530926,(주) 한국레이컴,"RAYCOM KOREA CO., LTD.",한국레이컴,이 학 건,E,기타,,,1358105902,749820,경기도 용인시 양지면 남곡리 312,경기도 용인시 양지면 남곡리 312,www.kone.co.kr,(031)338-0321,(031)338-4427,,19870519,12,,,,,,,,,0,,0,,,,00176534,2017/06/30,20260101,20260101
1101110530976,한일후드(주),"Hanilfood Co.,ltd",한일후드,박노춘,E,기타,,,3028101618,29015,충청북도 옥천군 청산면 남부로 1917-12 (효목리),,www.미리.kr,043-733-2570,043-732-0992,,19871001,12,,,,,,,,,0,,0,,,,00229845,2025/05/09,20250509,20260914
1101110530976,한일후드(주),"Hanilfood Co.,ltd",한일후드,박노춘,E,기타,,,3028101618,29015,충청북도 옥천군 청산면 남부로 1917-12 (효목리),충청북도 옥천군 청산면 남부로 1917-12 (효목리),www.미리.kr,043-733-2570,043-732-0992,,19871001,12,,,,,,,,,0,,0,,,,00229845,2025/05/09,20260101,20260101
1101110530976,한일후드,,,박노춘,,,31,주식회사,3028101618,29015,충북 옥천군 청산면 남부로,1917-12 (효목리),www.hanfud.com,043 733 2570,043 732 0992,,19870519,,,,,,,,Y,,93,,0,,,,,,20251008,20251014
1101110530976,한일후드(주),,한일후드,우형근,E,기타,,,3028101618,373871,충청북도 옥천군 청산면 효목리 578,,,0475-33-2570,0475-32-0992,,,12,,,,,,,,,0,,0,,,,00229845,2017/06/30,20200509,20250508
1101110530992,원명산업(주),,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20200509,20260914
1101110531130,주식회사 월다크,"WORDARK CO.,LTD",월다크,김명하,E,기타,,,2098107405,136132,서울특별시 성북구 하월곡동 48-73,,,02-919-0123,02-919-2543,,19870520,12,,,,,,,,,0,,0,,,,00144058,2017/06/30,20230704,20260914
1101110531130,주식회사 월다크,"WORDARK CO.,LTD",월다크,김명하,E,기타,,,2098107405,136132,서울특별시 성북구 하월곡동 48-73,서울특별시 성북구 하월곡동 48-73,,02-919-0123,02-919-2543,,19870520,12,,,,,,,,,0,,0,,,,00144058,2017/06/30,20260101,20260101
1101110531130,(주)월다크,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20251008,20251014
1101110531130,주식회사 월다크,"WORDARK CO.,LTD",월다크,김명하,E,기타,,,,136132,서울특별시 성북구 하월곡동 48-73,,,02-919-0123,02-919-2543,,19870520,12,,,,,,,,,0,,0,,,,00144058,2017/06/30,20200509,20230703
1101110531156,(주)혜전상사,HAE JUN,,문선주,,,,,2088108487,03130,서울 종로구 인의동,28-26,,82-02-764-4959,02-741-3277,,19870525,,,,,,,,,,5,,0,,,,,,20200517,20200517
1101110531164,주식회사 아스트로,astro corporation,아스트로,정문재,E,기타,,,1118111242,122071,서울특별시 은평구 역촌동 16-19,,www.astropia.com,02-357-2501,02-306-2146,,19870521,12,,,,,,,,,0,,0,,,,00247753,2017/06/30,20230704,20260914
1101110531164,주식회사 아스트로,astro corporation,아스트로,정문재,E,기타,,,1118111242,122071,서울특별시 은평구 역촌동 16-19,서울특별시 은평구 역촌동 16-19,www.astropia.com,02-357-2501,02-306-2146,,19870521,12,,,,,,,,,0,,0,,,,00247753,2017/06/30,20260101,20260101
1101110531164,(주)아스트로,,,,,,,,,,서울특별시 종로구 자하문로 30 4층 (양영빌딩) 통의동,4층 (양영빌딩) 통의동,,,,,,,,,,,,,,,0,,0,,,,,,20251008,20251014
1101110531164,주식회사 아스트로,astro corporation,아스트로,정문재,E,기타,,,,122071,서울특별시 은평구 역촌동 16-19,,www.astropia.com,02-357-2501,02-306-2146,,19870521,12,,,,,,,,,0,,0,,,,00247753,2017/06/30,20200509,20230703
1101110531198,세방산업(주),,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20200509,20260914
1101110531205,코스모촉매주식회사,"COSMO CATALYSTS CO.,LTD",코스모촉매,강선구,E,기타,,,3158102011,28438,"충청북도 청주시 흥덕구 백봉로 115 (송정동, 코스모정밀화학)",,www.cosmocatalysts.com,043-270-0016,043-264-8105,,19870520,12,,,,,,,,,0,,0,,,,00152808,2023/02/22,20200509,20260914
1101110531205,코스모촉매주식회사,"COSMO CATALYSTS CO.,LTD",코스모촉매,강선구,E,기타,,,3158102011,28438,"충청북도 청주시 흥덕구 백봉로 115 (송정동, 코스모정밀화학)","충청북도 청주시 흥덕구 백봉로 115 (송정동, 코스모정밀화학)",www.cosmocatalysts.com,043-270-0016,043-264-8105,,19870520,12,,,,,,,,,0,,0,,,,00152808,2023/02/22,20260101,20260101
1101110531205,코스모촉매주식회사,"COSMO CATALYSTS CO.,LTD.",,강선구,,,,,3158102011,28438,충청북도 청주시  흥덕구 백봉로 115,(송정동),,82-043-270-0012,043-264-8105,,19880205,,,,,,,,,,60,,0,,,,,,20251008,20251014
1101110531213,동성통산주,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20250319,20260914
1101110531213,동성통산주,,,,,,,,,,,,,000007578441,,,,,,,,,,,,,0,,0,,,,,,20200509,20250318
1101110531221,(주)반석시스템,PANSTONE SYSTEM,,곽상덕,,,,,1068121879,08377,서울 구로구 구로동,170-5우림이비지센터1차702호,,82-02-797-5751,,,,,,,,,,,,,0,,0,,,,,,20200517,20200517
1101110531289,주)삼농,,,임석환,,,,,1198155977,08639,서울 금천구 시흥동,984유통상가31-307,,82-02-894-7755,,,,,,,,,,,,,0,,0,,,,,,20200517,20200517
1101110531297,광성전자부품(주),,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20200509,20260914
1101110531370,동은설비,,,이덕영,,,31,주식회사,2028136156,02603,서울특별시 동대문구 천호대로 273,경원빌딩 401호(답십리동),,02  22468800,02  22429960,,19870522,,,,,,,,Y,,14,,0,,,,,,20210430,20260914
1101110531370,동은설비,,,이덕영,,,31,주식회사,2028136156,02633,서울 동대문구 천호대로,"369, 501호 (장안동,광평빌딩)",,02  22468800,02  22429960,,19870522,,,,,,,,Y,,14,,0,,,,,,20200517,20210331
1101110531370,(주)동은설비,dong eun co,,이덕영,,,,,2028136156,02603,서울특별시 동대문구 천호대로 273,4층 01호 (답십리동),,82-02-2246-8800,02-2242-9960,,19870522,,,,,,,,,,16,,0,,,,,,20200517,20200517
1101110531487,(주)대륙통산,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20200509,20260914
1101110531502,(주)한솔기술,HANSOL ENG.CO.LTD.PRE.DONCHUL LEE,,이돈철,,,,,1148127888,06573,서울 서초구 방배동,873-20  경방빌딩402호,,82-02-595-0644,02-534-7353,,19870523,,,,,,,,,,2,,0,,,,,,20200517,20200517
1101110531578,(주)한섬,HANDSOME CORPORATION,한섬,김민덕,P,유가,,,1208126337,06013,서울특별시 강남구  도산대로 523 한섬빌딩,,www.handsome.co.kr,02-3416-2000,02-3416-2083,,19870525,12,96/07/03,,,,,,,,1563,8년 2개월,77197000,삼정회계법인,적정의견,,00188089,2023/01/03,20260316,20260914
1101110531578,(주)한섬,HANDSOME CORPORATION,한섬,김민덕,P,유가,,,1208126337,06013,서울특별시 강남구  도산대로 523 한섬빌딩,,www.handsome.co.kr,02-3416-2000,02-3416-2083,,19870525,12,96/07/03,,,,,,,,1563,8년 2개월,77197000,,,,00188089,2023/01/03,20260313,20260315
